member,organization,program,ein,amount,agency,purpose
Ung,"American Debate League, Inc.",School Debate Program - Council District 20,471624385,5000,DYCD,Funding to support schools debate programming in Council District 20.
Dinowitz,"American Debate League, Inc.",Speech & Debate Program - Council District 11,471624385,5000,DYCD,Funding to support schools debate programming in Council District 11.
Riley,"American Debate League, Inc.",Youth Debate Program - Council District 12,471624385,10000,DYCD,Funds to be used to support debate programming in Council District 12.
Brewer,American Folk Art Museum,Museum Career Internship Program,131985627,5000,DCLA,Funds will support the museum’s professional development internship program for youth.
Epstein,"American Friends of Chicken Shed, Inc.",Council District 2,300099170,5000,DYCD,"Funds will support theatre programming, workshops, and related services in Council District 2."
Salaam,"American Legion Post 398 Colonel Charles Young, Inc.",,136272129,10000,DVS,"To support the operational costs of American Legion Post 398, ensuring continued community support for veterans, their families, and the Harlem community through essential services and charitable activities."
Speaker,"Brewer, Caban, LGBTQIA+ American Museum of Lesbian Gay Bisexual & Transgender History & Culture, The",,873251424,75000,DYCD,"To provide funding support for building out the Museum’s organizational infrastructure, public educational programs across all five boroughs, and developing permanent exhibitions and visitor experiences."
Maloney,"American Museum of Lesbian Gay Bisexual & Transgender History & Culture, The",Council District 04,873251424,5000,DCLA,Funding will support planning and outreach for the American LGBTQ+ Museum.
Abreu,"American Museum of Lesbian Gay Bisexual & Transgender History & Culture, The",Council District 7,873251424,5000,DCLA,"Funding to support the American LGBTQ Museum, to preserve and celebrate the history and culture of LGBTQ+ New Yorkers."
Brewer,"American Museum of Lesbian Gay Bisexual & Transgender History & Culture, The",Educational Programs - Council District 6,873251424,5000,DCLA,Funds will support educational programs and visitor experiences in Council District 6.
Brewer,American Museum of Natural History,Discovery Days Program - Council District 6,136162659,5000,DCLA,Funds will support a family science program and the Discovery Days program for NYCHA families in Council District 6.
Schulman,"American Pakistani Advocacy Group Cares, Inc.","Advocacy, Education & Relief Program",851997635,5000,DYCD,"Funding to support monthly culturally appropriate food drives, immigrant support services, resume and LinkedIn development workshops, women empowerment initiatives, and community resource events for underserved families."
Hanif,"American Youth Soccer Academy for Bangladeshis, Inc.",,273722921,7500,DYCD,"Funding to support youth sports programming expenses such as gear, venue rental, and coaching staff."
Vernikov,American-Italian Cancer Foundation,,133035711,5000,DHMH,"Funding will support programming, outreach and community events."
Brewer,American-Italian Cancer Foundation,"Breast and Prostate Cancer Outreach, Education & Navigation Program - Council District 6",133035711,5000,DHMH,Funding will support Breast and Prostate Cancer screening programs in Council District 6.
Aldebol,American-Italian Cancer Foundation,Breast Cancer Outreach - Council District 13,133035711,10000,DHMH,"Funds will support breast cancer outreach, education, and navigation program in Council District 13."
Abreu,American-Italian Cancer Foundation,Breast Cancer Outreach - Council District 7,133035711,12000,DHMH,Funding will be used to support breast cancer outreach.
Schulman,American-Italian Cancer Foundation,"Breast Cancer Outreach, Education & Navigation Initiative",133035711,5000,DHMH,Funds to bring Mammogram Bus to District 29 and provide patient navigation services to constituents.
Ung,American-Italian Cancer Foundation,"Breast Cancer Outreach, Education & Navigation Program - Council District 20",133035711,5000,DHMH,Funding to be used for free mobile mammography services in Council District 20. Page 30 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Speaker,Italian American-Italian Cancer Foundation,"Breast Cancer Outreach, Education and Navigation Program",133035711,40000,DHMH,"To provide funding support for Breast Cancer Outreach, Education, and Navigation Initiative, which is designed to reduce barriers to care by connecting medically underserved women in NYC to breast cancer screening services aboard AICF’s Mammogram Bus."
Narcisse,American-Italian Cancer Foundation,Breast Cancer Screening - Council District 46,133035711,12000,DHMH,Funding to support breast cancer screening events in Council District 46.
Joseph,American-Italian Cancer Foundation,Breast Cancer Screening Mobile Van Events - Council District 40,133035711,7000,DHMH,Funding will support four breast cancer screening van events in Council District 40.
P. Sanchez,American-Italian Cancer Foundation,Cancer Screening & Outreach - Council District 14,133035711,5000,DHMH,To support accessible cancer screening and outreach in Council District 14.
Maloney,American-Italian Cancer Foundation,Council District 04,133035711,5000,DHMH,Funding will support free mammograms and clinical breast exams for economically disadvantaged women in Council District 04.
Lee,American-Italian Cancer Foundation,Council District 23,133035711,6000,DHMH,To help fund no-cost breast cancer screening in Council District 23.
Menin,American-Italian Cancer Foundation,Mobile Care Clinic - Council District 5,133035711,10000,DHMH,"Funds will support the Mobile Care Clinic in providing no-cost breast cancer screening and educational services at NYCHA developments, older adult and community centers, and other locations throughout Council District 5."
Speaker,"Encarnacion Amigos Del Museo Del Barrio, Inc.",,237156720,150000,DCLA,To provide funding support for cultural enrichment programming for Council District 08.
Menin,"Amigos Del Museo Del Barrio, Inc.",Council District 5,237156720,5000,DCLA,To support bilingual partnership program that focuses on schools and community organizations and artist-in-residency programs including visits to El Museo by schools in Council District 5.
Narcisse,"Amity Little league, Inc.",,112705385,5000,DYCD,"Funding to support operational expenses including purchasing baseball equipment, field maintenance, utilities and insurance costs."
Gennaro,"Amudim Community Resources, Inc.",,470984801,5000,DYCD,"Funds will support the addition of a case manager to provide comprehensive services to individuals and families, addressing issues related to substance use, mental health, and sexual abuse."
Lee,"Amudim Community Resources, Inc.",Council District 23,470984801,5000,DYCD,Funds to support community services for Council District 23 residents.
Maloney,"An Claidheamh Soluis, Inc.",Irish Arts Center,510244834,5000,DCLA,Funding will support programming and events at the Irish Arts Center.
J. Sanchez,"Angellyh Yambo Foundation, Inc.",Youth Gun Violence Prevention - Council District 17,882634587,5000,DYCD,Funds will be used for anti-gun violence education and prevention programs in District 17.
Aldebol,Animal Care and Control of New York City,Council District 13,133788986,20000,DHMH,Funds will be used for pet food giveaways and spay/neuter events in Council District 13.
Farias,Animal Care and Control of New York City,Council District 18,133788986,10000,DHMH,"Funding to support outreach programming, surrender prevention, and community pets in Council District 18."
Thomas-Henry,Animal Care and Control of New York City,Council District 21,133788986,10000,DHMH,Funds will support animal shelter services and the Community Pets program within Council District 21.
Wilson,Animal Care and Control of New York City,Humane Outreach Programming,133788986,5000,DHMH,"Funds will be used to support programs to end animal homelessness and Humane Outreach Programming including Surrender Prevention, Community Pets, Community Kids and Enrichment."
Zhuang,Animal Care and Control of New York City,Humane Outreach Programming,133788986,5000,DHMH,"Funds will support the Community Pets program which offers pop-up clinics in community centers, businesses, and parks, protecting dogs and cats with vaccinations for rabies, DA2PP, Bordetella, and FVRCP, as well as microchipping. Page 31 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Aviles,Animal Care and Control of New York City,Humane Pet Outreach Programming,133788986,5000,DHMH,"Funds to support pet retention, free veterinary outreach and support services keeping pets healthy and safely housed in Council District 38"
Paladino,Animal Care and Control of New York City,Surrender Prevention & Community Events,133788986,7500,DHMH,Funds will support Keeping Families Together: Surrender Prevention and Community Pets program.
Hanif,"Annual Gowanus Artists Studio Tour, Inc.",,753192120,5000,DCLA,"Funds will support staff and outreach to promote art events in Gowanus including ""Gowanus Open Studios"" and/or other events where the public has an opportunity to interact with art."
Caban,"Ansob Center for Refugees, Inc.",Immigration Legal Services Program - Council District 22,113534833,25000,DYCD,Funding will be used to provide counseling to immigrant and refugee communities in Council District 22.
Epstein,Anthology Film Archives,Public Screening & Exhibition Program - Council District 2,136227423,5000,DCLA,"Funds will support programming and services, including the Public Screening and Exhibition Program in Council District 2."
Speaker,"Anthos Home, Inc.",,883100968,25000,DSS/HRA,To provide funding support for CityFHEPS programming.
Osse,Antioch Development Corporation,D.R.E.A.M.S. YouthBuild Young Adult Training Program,113441170,5000,DYCD,Funding for the D.R.E.A.M.S. YouthBuild Young Adult Training Program.
Brewer,"Aperture Foundation, Inc.",Photography Education Programs - Council District 6,133120824,5000,DCLA,Funds will support photography education programs for K–12 students in Council District 6.
