year,category,category_canonical,initiative,initiative_canonical,award_type,member,organization,program,ein,amount,agency,purpose
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Vallone,Korean American Family Service Center (KAFSC),,133609811,10000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Mark-Viverito,"La Casa de la Herencia Cultural Puertorriquena, Inc.",,133205023,15000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Levin,Leap Inc.,,113111694,3000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,Constantinides,Legal Aid Society,,135562265,3500,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Menchaca,Legal Aid Society,,135562265,5000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Palma,Legal Information for Families Today (LIFT),,133910567,5000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,,Wills Legal Information for Families Today (LIFT),,133910567,15000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Rosenthal,"Lincoln Square Neighborhood Center, Inc.",,131825918,8000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Mark-Viverito,"Little Sisters of the Assumption Family Health Service, Inc.",,132867881,15000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Cumbo,"Madison Square Boys & Girls Club, Inc.",,135596792,3500,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Dromm,Make the Road New York,,113344389,19000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Menchaca,Make the Road New York,,113344389,7500,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,Van Bramer,Make the Road New York,,113344389,5000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Dickens,Manhattan Legal Services,,132613958,3500,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Levine,Manhattan Legal Services,,132613958,4000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Mendez,Manhattan Legal Services,,132613958,5000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Richards,Margert Community Corporation,,112534700,35000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,,"Arroyo Mary Mitchell Youth and Family Center, Inc.",,133385032,30000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,Lander,Masbia,,201923521,12000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Menchaca,Masbia,,201923521,7500,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Koslowitz,Masbia of Queens,,270363356,15000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Dromm,"MCCNY Charities, Inc.",,275282132,3500,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,Johnson,"MCCNY Charities, Inc.",,275282132,5000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Deutsch,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",,132738818,15000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,King,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",,132738818,5000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Koo,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",,132738818,10000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Koslowitz,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",,132738818,3500,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Maisel,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",,132738818,5000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,Chin,"Metropolitan Waterfront Alliance, Inc.",,134355067,4000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Gentile,"Metropolitan Waterfront Alliance, Inc.",,134355067,40000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,Chin,"MFY Legal Services, Inc.",,132622748,7000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,Gibson,"MFY Legal Services, Inc.",,132622748,5000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Levin,"MFY Legal Services, Inc.",,132622748,3500,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Levine,"MFY Legal Services, Inc.",,132622748,4000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Palma,"MFY Legal Services, Inc.",,132622748,5000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Deutsch,Midwood Development Corporation,,112420752,15000,,New York City Council Finance Division Page 14
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Cumbo,"Mind Builders Creative Arts Center, Inc.",,132988157,2500,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,Gibson,"Momentum Project, Inc., The",,133556768,10000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,Cabrera,Mosholu Preservation Corporation,,133109387,10000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Cumbo,"Myrtle Ave Commercial Revitalization Development Project Local Development Corporation, The",,311706307,6500,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,Miller,"Neighborhood Housing Services of Jamaica, Inc.",,237398279,20000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Dromm,"Neighborhood Housing Services of Northern Queens, Inc.",,133098397,3500,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,,"Ferreras Neighborhood Housing Services of Northern Queens, Inc.",,133098397,10000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,King,Neighborhood Initiatives Development Corporation (NIDC),,133110811,25000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,Cohen,"New Bronx Chamber of Commerce, The",,371443165,10000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Levine,New Economy Project,,133842270,5000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Menchaca,New Economy Project,,133842270,7000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Dromm,New Life Community Development Corporation,,113204890,9000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,Chin,"New York Asian Women's Center, Inc.",,133286250,10000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Dickens,"New York Cares, Inc.",,133444193,4000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,Chin,New York City Alliance Against Sexual Assault,,311702032,4000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Garodnick,"New York City Coalition Against Hunger, Inc.",,133471350,3500,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,Van Bramer,"New York City Gay and Lesbian Anti-Violence Project, Inc.",,133149200,3500,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Garodnick,"New York Legal Assistance Group, Inc.",,133505428,3500,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,Torres,"New York Legal Assistance Group, Inc.",,133505428,15000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Garodnick,"New York State Tenants and Neighbors Information Service, Inc.",,141761209,3500,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Levine,"New York State Tenants and Neighbors Information Service, Inc.",,141761209,4000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,,"Greenfield New York United Jewish Association, Inc.",,262647383,7500,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Williams,"New York United Jewish Association, Inc.",,262647383,17500,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Dickens,New York Urban League,,131671035,4000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Gentile,"NIA Community Services Network, Inc.",,112697931,10000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Levin,North Brooklyn Development Corporation,,112555446,7000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Levine,Northern Manhattan Improvement Corporation,,132972415,7500,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,,"Vacca Older Adults Technology Services (OATS), Inc.",,550882599,5000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Palma,"Palladia, Inc.",,237089380,5000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Levin,"Park Slope Christian Help, Inc.",,112449994,3500,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,,"Arroyo Per Scholas, Inc.",,043252955,40000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Palma,"Per Scholas, Inc.",,043252955,15000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Levin,Pesach Tikvah/Hope Development Inc.,,112642641,5000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,King,Phipps Community Development Corporation,,132707665,20000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,Torres,Phipps Community Development Corporation,,132707665,25000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Dickens,"Police Athletic League, Inc.",,135596811,4000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Dickens,"PowerPlay NYC, Inc.",,134045021,5500,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Dickens,Project Enterprise,,133907579,3500,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,,"Ignizio Project Hospitality, Inc.",,133234441,5000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Levine,"Project Renewal, Inc.",,132602882,5000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Dickens,"Publicolor, Inc.",,133912768,3500,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Dickens,"Puerto Rican Family Institute, Inc., The",,136167177,4000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Lancman,"Queens Community House, Inc.",,112375583,3500,,New York City Council Finance Division Page 15
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Crowley,"Queens Jewish Community Council, Inc.",,237172152,5000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Dromm,"Queens Jewish Community Council, Inc.",,237172152,5000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Lancman,"Queens Jewish Community Council, Inc.",,237172152,18000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Richards,Queens Legal Services Corporation,,132605604,5000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,Reynoso,Reaching Across the World Ministries,,113572515,10000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,Cabrera,"Reading Excellence and Discovery (READ Foundation, Inc.)",,134091062,20000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Mealy,"Reshaping Our Youth and Adult Lives, Inc.",,261470495,10000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Crowley,"Samaritans of New York, Inc.",,133164464,5000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,Gibson,"Scan-New York Volunteer Parent-Aides Association, Inc.",,132912963,20000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Menchaca,SCO Family of Services,,112777066,5000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Koo,"Selfhelp Community Services, Inc.",,131624178,19000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,Van Bramer,"Selfhelp Community Services, Inc.",,131624178,10000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Weprin,"Selfhelp Community Services, Inc.",,131624178,25000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,,"Vacca Services and Advocacy for GLBT Elders, Inc. (SAGE)",,132947657,3500,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Vallone,"Services Now for Adult Persons (SNAP), Inc.",,112591783,10000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Williams,"Sesame Flyers International, Inc.",,112692485,5000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Barron,"Soul Tigers Marching Band, Inc.",,110615740,20000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Koo,South Asian Council for Social Services,,113632920,11000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Vallone,South Asian Council for Social Services,,113632920,5000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Menchaca,South Brooklyn Legal Services,,132605605,5000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Williams,South Brooklyn Legal Services,,132605605,3500,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,Miller,"Southern Queens Park Association, Inc.",,112432846,10000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,Reynoso,Southside United Housing Development Fund Corp.,,112268359,40000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Menchaca,Southwest Brooklyn Industrial Development Corporation,,112508370,8000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Dickens,St. Aloysius Education Clinic,,133415339,4000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Levin,St. Nick's Alliance Corporation,,510192170,3500,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Rose,"Staten Island Inter-Agency Council for the Aging, Inc.",,132986994,7000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,,"Ignizio Staten Island NFP Association, Inc.",,203560375,4500,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,,Ignizio Staten Island University Hospital,,112868878,8000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,Gibson,Summer Search,,680200138,20000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Menchaca,Sunset Park District Management Association Inc.,,113251860,4000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Dickens,"Take Wing and Soar Productions, Inc.",,141885605,5000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,,Greenfield Together We Are,,270213447,10000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,initiative_provider,Lander,"Tomche Shabbos of Boro Park and Flatbush, Inc.",,113518348,7500,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Mendez,"Trinity's Services and Food for the Homeless, Inc.",,133401340,20000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Mark-Viverito,"Union Settlement Association, Inc.",,131632530,15000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Levin,"United Jewish Organizations of Williamsburg, Inc.",,112728233,25000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Crowley,United Presbyterian Church of Ridgewood,,113236059,5000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Menchaca,"United Puerto Rican Organizations of Sunset Park (UPROSE), Inc.",,112490531,16000,,
FY15,ANTI-POVERTY INITIATIVE,Anti-Poverty,Anti-Poverty Initiative,Anti-Poverty Initiative,member_item,Rosenthal,"United Social Services of The Society For Ethical Culture, Inc.",,136161340,5000,,
