file,line,fiscal_year,ein,organization,our_amount,verdict,nearest_disclosure_amount,delta,belongs_to_ein,org_text_merged,pdf_verdict,pdf_line,pdf_amounts,pdf_ein_lines,pdf_text
data/fy22/schedule_c/fy22_appendix_b_local.csv,2302,2022,832938159,"Rema 4 Us, Inc.",7000,ein_absent,,,,,pdf_confirms,12567,7000,1,"Brooks-Powers Rema 4 Us, Inc. 832938159 $7,000 SBS District 31."
data/fy22/schedule_c/fy22_appendix_b_local.csv,2358,2022,113457320,"Sacred Music Chorale of Richmond Hill, Inc.",5000,ein_absent,,,,,pdf_confirms,12698,5000,1,"Ulrich Sacred Music Chorale of Richmond Hill, Inc. 113457320 $5,000 DYCD orchestra concert."
data/fy22/schedule_c/fy22_appendix_b_local.csv,2445,2022,133978207,Sociedad Hondurena Activa de New York,20000,ein_absent,,,,,pdf_confirms,12916,20000,1,"Cabrera School 13-3978207 $20,000 DYCD a hands on learning environment."
data/fy22/schedule_c/fy22_appendix_b_local.csv,2569,2022,111875161,"Temple Sholom of Flatbush, Inc.",3000,ein_absent,,,,,pdf_confirms,13230,3000,2,"Maisel Temple Sholom of Flatbush, Inc. - Youth Program 111875161 $3,000 DYCD of supplies and equipment needed to provide activities."
data/fy22/schedule_c/fy22_appendix_c_youth.csv,139,2022,112778372,"Caribbean American Sports and Cultural Youth Movement (CASYM), Inc.",5000,ein_absent,,,,,pdf_confirms_weak,14151,5000,2,"Eugene (CASYM), Inc. 112778372 $5,000 items such as, pan sticks, writing materials, hand sanitizers and masks."
data/fy22/schedule_c/fy22_appendix_c_youth.csv,140,2022,112778372,"funding will be used to support the operational costs of running the program: purchase of equipment such as: steel pans, student tool bags; these bags will contain items such as, pan sticks, writing materials, hand sanitizers and masks. Louis Caribbean American Sports and Cultural Youth Movement (CASYM), Inc.",5000,ein_absent,,,,,pdf_confirms_weak,14151,5000,2,"Eugene (CASYM), Inc. 112778372 $5,000 items such as, pan sticks, writing materials, hand sanitizers and masks."
data/fy22/schedule_c/fy22_appendix_c_youth.csv,229,2022,112880221,"Council For Unity, Inc.",12000,ein_absent,,,,,pdf_confirms,14380,12000,2,"Eugene Council For Unity, Inc. 112880221 $12,000 through workshops in schools and for communities and other operating expense."
data/fy22/schedule_c/fy22_appendix_c_youth.csv,230,2022,112880221,"Council For Unity, Inc.",5000,ein_absent,,,,,pdf_confirms,14382,5000,2,"Treyger Council For Unity, Inc. 112880221 $5,000 resolution programming for youth in Council District 47."
data/fy22/schedule_c/fy22_appendix_c_youth.csv,542,2022,133163183,"National Association Of Each One Teach One, Inc.",5000,ein_absent,,,,,pdf_confirms,15122,5000,1,"Perkins Through Sports College Prep & Tours 133163183 $5,000 Tours for youth from Council District 9."
data/fy22/schedule_c/fy22_appendix_c_youth.csv,688,2022,271109399,"Recess Activities, Inc.",5000,ein_absent,,,,,pdf_confirms,15482,5000,1,"Levin Recess Activities, Inc. 271109399 $5,000 To support court-involved youth and creative programming."
data/fy22/schedule_c/fy22_appendix_c_youth.csv,788,2022,111875161,"Temple Sholom of Flatbush, Inc.",5000,ein_absent,,,,,pdf_confirms,15730,5000,2,"Maisel Temple Sholom of Flatbush, Inc. - Youth Program 111875161 $5,000 and equipment in order to provide activities."
data/fy22/schedule_c/fy22_schedule_c_awards.csv,28,2022,851607517,Bronx Connect Development Corporation,10000,ein_absent,,,,,pdf_confirms,381,10000,1,"Cabrera Awareness Program 851607517 $10,000 DYCD lifestyle. and the Community pantry program in Council District 14."
data/fy22/schedule_c/fy22_schedule_c_awards.csv,69,2022,113332491,"Citizens Against Recidivism, Inc.",7500,ein_absent,,,,,pdf_confirms,459,7500,1,"Perkins Counseling Services 113332491 $7,500 DYCD To Support Anti Recidivism Counseling Services."
data/fy22/schedule_c/fy22_schedule_c_awards.csv,144,2022,853545377,Greater Hood Community Development Corporation,10000,ein_absent,,,,,pdf_confirms,9768,10000,2,"Perkins Greater Hood Community Development Corporation 853545377 $10,000 DYCD To support Intergeneration Social Service and Wellness Program."
data/fy22/schedule_c/fy22_schedule_c_awards.csv,368,2022,900958731,"Dwana Smallwood Performing Arts Center, Inc.",10000,ein_absent,,,,,pdf_confirms,1104,10000,2,"Delegation Dwana Smallwood Performing Arts Center, Inc. 900958731 $10,000 DCLA through after-school programs."
data/fy22/schedule_c/fy22_schedule_c_awards.csv,484,2022,113192966,"Long Island Gay and Lesbian Youth, Inc.",750000,ein_absent,,,,,pdf_confirms,1447,750000,2,"Long Island Gay and Lesbian Youth, Inc. 11-3192966 $750,000"
data/fy22/schedule_c/fy22_schedule_c_awards.csv,512,2022,135563028,"Osborne Association, Inc., The",1603868,rounding,1603867,1,,,pdf_confirms,1532,1603868,6,"Osborne Association, Inc., The 13-5563028 $1,603,868"
data/fy22/schedule_c/fy22_schedule_c_awards.csv,575,2022,814065685,"Learning & Educational Solutions, Inc.",82000,ein_absent,,,,,pdf_confirms,1935,82000,1,"Learning & Educational Solutions, Inc. 81-4065685 $82,000"
data/fy22/schedule_c/fy22_schedule_c_awards.csv,643,2022,113192966,"Long Island Gay and Lesbian Youth, Inc.",24300,ein_absent,,,,,pdf_confirms,2306,24300,2,"Long Island Gay and Lesbian Youth, Inc. 11-3192966 $24,300"
data/fy22/schedule_c/fy22_schedule_c_awards.csv,658,2022,060646594,"American Lung Association of the Northeast, Inc.",78000,ein_absent,,,,,pdf_confirms,2367,78000,1,"American Lung Association of the Northeast, Inc. 06-0646594 $78,000"
data/fy22/schedule_c/fy22_schedule_c_awards.csv,659,2022,133092676,Harlem Hospital Center,300000,ein_absent,,,,,pdf_confirms,2368,300000,1,"Harlem Hospital Center 13-3092676 $300,000"
data/fy22/schedule_c/fy22_schedule_c_awards.csv,764,2022,133678499,New York Harm Reduction Educators,28672,ein_absent,,,,,pdf_confirms,2595,28672,2,"New York Harm Reduction Educators 13-3678499 $28,672"
data/fy22/schedule_c/fy22_schedule_c_awards.csv,794,2022,133020590,Belmont Arthur Avenue Local Development Corporation,60350,ein_absent,,,,,pdf_confirms,2819,60350,1,"Belmont Arthur Avenue Local Development Corporation 13-3020590 $60,350"
data/fy22/schedule_c/fy22_schedule_c_awards.csv,1062,2022,133678499,"New York Harm Reduction Educators, Inc.",75000,ein_absent,,,,,pdf_confirms,3718,75000,2,"New York Harm Reduction Educators, Inc. 133678499 $75,000"
data/fy22/schedule_c/fy22_schedule_c_awards.csv,1283,2022,824710754,"Funds will ensure children are ready for school and have the support they need to sustain grade-level reading proficiency in schools throughout the Jamaica area and among seven partner organizations. Louis Little Haiti BK, Inc.",100000,ein_absent,,,,,pdf_confirms,4788,100000,1,"Louis Little Haiti BK, Inc. 824710754 $100,000 DYCD Arts presentation and cultural engagement events."
data/fy22/schedule_c/fy22_schedule_c_awards.csv,1297,2022,133030257,"National Institute for Reproductive Health, Inc.",175000,ein_absent,,,,,pdf_confirms,4829,175000,1,"Rosenthal Reproductive Challenge (TORCH) 133030257 $175,000 DHMH training for New York City youth."
data/fy22/schedule_c/fy22_schedule_c_awards.csv,1323,2022,133413349,"Penn South Social Services, Inc.",30000,ein_absent,,,,,pdf_confirms,4899,30000,2,"Penn South Social Services, Inc. 133413349 $30,000 DFTA recreational/educational activities to promote successful aging in place."
data/fy22/schedule_c/fy22_schedule_c_awards.csv,1332,2022,113146598,"Queens Lesbian and Gay Pride Committee, Inc.",20000,ein_absent,,,,,pdf_confirms,4922,20000,2,"Dromm Queens Lesbian and Gay Pride Committee, Inc. 113146598 $20,000 DYCD To support the annual Queens Pride Parade and Festival."
data/fy23/schedule_c/fy23_appendix_a_aging.csv,402,2023,112301220,"Sephardic Multi Service Senior Citizens Center, Inc.",10000,ein_absent,,,,,pdf_confirms,7474,10000,1,"Kagan Senior Center 112301220 $10,000 Funds will support Sephardic Senior Center programming and services."
data/fy23/schedule_c/fy23_appendix_a_aging.csv,422,2023,743158439,"Spring Creek Senior Partners, Inc.",7000,ein_absent,,,,,pdf_confirms,7531,7000,1,"Barron Spring Creek Senior Partners, Inc. - Spring Creek Partners 743158439 $7,000 Funding to support operating expense costs for seniors services programming."
data/fy23/schedule_c/fy23_appendix_b_local.csv,219,2023,831536626,"Bed Stuy Alive, Inc.",5000,ein_absent,,,,,pdf_confirms,8256,5000,1,"Mealy Bed Stuy Alive, Inc. 831536626 $5,000 DYCD Funds will support costs associated with the Bed Stuy Alive annual event."
data/fy23/schedule_c/fy23_appendix_b_local.csv,306,2023,113100048,"Bridge to Life, Inc., The",10000,ein_absent,,,,,pdf_confirms,8454,10000,1,"Paladino Bridge to Life, Inc., The - Material Assistance Program 113100048 $10,000 DYCD items at no cost to expectant parents."
data/fy23/schedule_c/fy23_appendix_b_local.csv,498,2023,133626127,"Central Family Life Center, Inc., The",5000,ein_absent,,,,,pdf_confirms_weak,8925,5000,2,"Hanks Standing Strong Support Group 133626127 $5,000 DYCD Funding to assist in help with violence within the 49th Council District."
data/fy23/schedule_c/fy23_appendix_b_local.csv,622,2023,455049995,"Civics United for Railroad Environmental Solutions, Inc.",10000,ein_absent,,,,,pdf_confirms,9241,10000,1,"Holden Environmental Studies 455049995 $10,000 DYCD Council District 30."
data/fy23/schedule_c/fy23_appendix_b_local.csv,917,2023,690210637,District 29Q Community Education Council,7500,ein_absent,,,,,pdf_confirms,9963,7500,3,"Williams District 29Q Community Education Council 690210637 $7,500 DOE Funds will be used to support CDEC 29Q annual events."
data/fy23/schedule_c/fy23_appendix_b_local.csv,1101,2023,133073882,"Friends of Blue Heron Park, Inc.",7500,ein_absent,,,,,pdf_confirms,10424,7500,1,"Borelli Friends of Blue Heron Park, Inc. 133073882 $7,500 DYCD programming."
data/fy23/schedule_c/fy23_appendix_b_local.csv,1119,2023,832274887,"Friends of Verdi Square, Inc.",5000,ein_absent,,,,,pdf_confirms,10467,5000,1,"Brewer Initiative 832274887 $5,000 DPR Funds will support seasonal Urn Planting Initiative and Redesign of the Meadow Part II."
data/fy23/schedule_c/fy23_appendix_b_local.csv,1350,2023,113463615,"Jericho Road, Inc.",10000,ein_absent,,,,,pdf_confirms,11036,10000,1,"Mealy Jericho Road, Inc. 113463615 $10,000 MOCJ operating expenses."
data/fy23/schedule_c/fy23_appendix_b_local.csv,1406,2023,593791952,"Juniper Valley Park Conservancy, Inc.",9500,ein_absent,,,,,pdf_confirms,11171,9500,1,"Holden Juniper Valley Park Conservancy, Inc. 593791952 $9,500 DYCD Fund park concerts and beautify Council District 30 parks."
data/fy23/schedule_c/fy23_appendix_b_local.csv,1578,2023,112534700,Margert Community Corporation,20000,ein_absent,,,,,pdf_confirms,11596,20000,1,"Brooks-Powers Margert Community Corporation - Council District 31 112534700 $20,000 HPD affordable housing in Council District 31."
data/fy23/schedule_c/fy23_appendix_b_local.csv,1647,2023,474792318,Mosaic Covenant Church,20000,ein_absent,,,,,pdf_confirms,11756,20000,1,"Won Program 474792318 $20,000 DYCD Food Pantry and Toddler Care Program."
data/fy23/schedule_c/fy23_appendix_b_local.csv,1654,2023,116102248,"Mealy Mount Ollie Baptist Church, Inc.",150000,ein_absent,,,,,pdf_confirms,11779,150000,1,"Speaker Mealy Mount Ollie Baptist Church, Inc. 116102248 $150,000 DFTA Provide nutritional meals to seniors, homeless and families."
data/fy23/schedule_c/fy23_appendix_b_local.csv,1688,2023,364799986,National Asian Pacific American Women's Forum,5000,ein_absent,,,,,pdf_confirms,11861,5000,1,"Ung Your Model Minority: Developing AAPI Women Leaders 364799986 $5,000 DYCD To support workshops for AAPI women on racial justice issues and organizing strateg"
data/fy23/schedule_c/fy23_appendix_b_local.csv,1718,2023,863260336,"Nettwork, Inc. The",5000,ein_absent,,,,,pdf_confirms,11946,5000,1,"Speaker Nettwork, Inc. The 863260336 $5,000 DYCD To provide funding support for beautification programs in Southeast Queens."
data/fy23/schedule_c/fy23_appendix_b_local.csv,1722,2023,201959562,"New Beginnings Outreach, Inc.",5000,ein_absent,,,,,pdf_confirms,11954,5000,1,"Adams New Beginnings Outreach, Inc. 201959562 $5,000 DYCD program."
data/fy23/schedule_c/fy23_appendix_b_local.csv,1931,2023,133678499,"New York Harm Reduction Educators, Inc.",25000,ein_absent,,,,,pdf_confirms_weak,12419,25000,3,"Jordan Community Care 133678499 $25,000 DHMH public safety."
data/fy23/schedule_c/fy23_appendix_b_local.csv,1964,2023,132949483,"New York Road Runners, Inc.",5000,ein_absent,,,,,pdf_confirms,12490,5000,5,"Joseph New York Road Runners, Inc. - Council District 40 132949483 $5,000 DYCD Funding will support programming in Council District 40."
data/fy23/schedule_c/fy23_appendix_b_local.csv,2103,2023,834601381,"Power of Hope NYC, Inc.",10000,ein_absent,,,,,pdf_confirms,12848,10000,1,"Mealy Power of Hope NYC, Inc. 834601381 $10,000 DYCD patients, survivors and the development of patients and survivors"
data/fy23/schedule_c/fy23_appendix_b_local.csv,2479,2023,112944783,Sunnyside District Management Association,17500,ein_absent,,,,,pdf_confirms,13773,17500,1,"Won Lights Celebrations & Public Programming 112944783 $17,500 SBS lighting, and maintenance of Bliss & Lowery Plazas and the Sunnyside Arch."
data/fy23/schedule_c/fy23_appendix_b_local.csv,2495,2023,113193180,"Theater 2020, Inc.",5000,ein_absent,,,,,pdf_confirms,13815,5000,1,"Restler Midsummer Night's Dream"" - Council District 33 113193180 $5,000 DYCD in Council District 33."
data/fy23/schedule_c/fy23_appendix_b_local.csv,2577,2023,814582706,"Veterans Helping Veterans and Their Community, Inc.",20000,ein_absent,,,,,pdf_confirms,14020,20000,1,"Nurse Guns for Grants - Council District 37 814582706 $20,000 DYCD drop zones in the Council District 37."
data/fy23/schedule_c/fy23_appendix_c_youth.csv,5,2023,272623043,5 Boros Basketball,5000,ein_absent,,,,,pdf_confirms,14430,5000,1,"Restler 5 Boros Basketball - Council District 33 272623043 $5,000 To support 5 Boros Basketball's youth programming in Council District 33."
data/fy23/schedule_c/fy23_appendix_c_youth.csv,41,2023,204507213,"Approaching Storm Marching Band, The",25000,ein_absent,,,,,pdf_confirms,14506,25000,1,"Mealy Approaching Storm Marching Band, The - Council District 41 204507213 $25,000 and traditions of Historical Black Colleges and Universities."
data/fy23/schedule_c/fy23_appendix_c_youth.csv,226,2023,112880221,"Council For Unity, Inc.",7000,ein_absent,,,,,pdf_confirms,14937,7000,1,"Joseph Council For Unity, Inc. 112880221 $7,000 Council District 40."
data/fy23/schedule_c/fy23_appendix_c_youth.csv,248,2023,690210637,District 29Q Community Education Council,3000,ein_absent,,,,,pdf_confirms,14989,3000,3,"Lee District 29Q Community Education Council 690210637 $3,000 of a district-wide graduation ceremony."
data/fy23/schedule_c/fy23_appendix_c_youth.csv,309,2023,260121694,Forum for African Immigrant Association,5000,ein_absent,,,,,pdf_confirms,15124,5000,1,"Stevens Program - Council District 16 260121694 $5,000 16."
data/fy23/schedule_c/fy23_appendix_c_youth.csv,474,2023,810606748,"Kwatny Foundation, Inc.",10000,ein_absent,,,,,pdf_confirms,15488,10000,1,"Barron Kwatny Foundation, Inc. - Council District 42 810606748 $10,000 programming in Council District 42."
data/fy23/schedule_c/fy23_appendix_c_youth.csv,510,2023,273083348,Mevakshai Hashem,5000,ein_absent,,,,,pdf_confirms,15559,5000,1,"Yeger Mevakshai Hashem 273083348 $5,000 Funds will be used to provide social and emotional supports for students."
data/fy23/schedule_c/fy23_appendix_c_youth.csv,581,2023,132949483,"New York Road Runners, Inc.",3500,ein_absent,,,,,pdf_confirms,15707,3500,5,"Hanif New York Road Runners, Inc. 132949483 $3,500 materials/equipment, outreach and fitness events."
data/fy23/schedule_c/fy23_appendix_c_youth.csv,582,2023,132949483,"New York Road Runners, Inc.",5000,ein_absent,,,,,pdf_confirms,12490,5000,5,"Joseph New York Road Runners, Inc. - Council District 40 132949483 $5,000 DYCD Funding will support programming in Council District 40."
data/fy23/schedule_c/fy23_appendix_c_youth.csv,583,2023,132949483,"New York Road Runners, Inc.",5000,ein_absent,,,,,pdf_confirms,12490,5000,5,"Joseph New York Road Runners, Inc. - Council District 40 132949483 $5,000 DYCD Funding will support programming in Council District 40."
data/fy23/schedule_c/fy23_appendix_c_youth.csv,637,2023,463853265,PTA PS 59 The Harbor View School,2500,ein_absent,,,,,pdf_confirms,15835,2500,1,"Hanks PTA PS 59 The Harbor View School 463853265 $2,500 Funds will support field trips for the students of Public School 59R."
data/fy23/schedule_c/fy23_appendix_c_youth.csv,713,2023,800440647,Southern Community Development Corporation,10000,ein_absent,,,,,pdf_confirms,16011,10000,1,"Barron District 42 800440647 $10,000 programming."
data/fy23/schedule_c/fy23_appendix_c_youth.csv,742,2023,111875161,"Temple Sholom of Flatbush, Inc.",5000,ein_absent,,,,,pdf_confirms,16082,5000,1,"Narcisse Programs 111875161 $5,000 Funding to provide after school activities for youth and family in Council District 46."
data/fy23/schedule_c/fy23_appendix_c_youth.csv,758,2023,453569022,"United States Wallball Association, Inc.",5000,ein_absent,,,,,pdf_confirms,16116,5000,1,"Carr United States Wallball Association, Inc. 453569022 $5,000 Douglas MacArthur Park located in Council District 50."
data/fy23/schedule_c/fy23_appendix_c_youth.csv,777,2023,821638218,"Vocal Village, Inc.",5000,ein_absent,,,,,pdf_confirms,16152,5000,1,"Barron Vocal Village, Inc. - Council District 42 821638218 $5,000 Funding to support operating expense costs for arts programming."
data/fy23/schedule_c/fy23_schedule_c_awards.csv,30,2023,871111476,"Ossé Both Sides of the Violence, Inc.",5000,ein_absent,,,,,pdf_confirms,545,5000,1,"Ossé Both Sides of the Violence, Inc. 871111476 $5,000 DYCD Marcy, Tompkins, and Lafayette Gardens Houses."
data/fy23/schedule_c/fy23_schedule_c_awards.csv,110,2023,690210637,District 29Q Community Education Council,5000,ein_absent,,,,,pdf_confirms,704,5000,3,"Brooks-Powers District 29Q Community Education Council - Council District 31 690210637 $5,000 DOE Fair student winners, and district-wide graduation ceremony in"
data/fy23/schedule_c/fy23_schedule_c_awards.csv,126,2023,264245043,Ossé Feed Forward US LLC,10000,ein_absent,,,,,pdf_confirms,734,10000,1,"Ossé Feed Forward US LLC 264245043 $10,000 DYCD Funding for food distribution programs in Council District 36."
data/fy23/schedule_c/fy23_schedule_c_awards.csv,325,2023,455596564,Afro-Latino Association for Policy & Advocacy,5000,ein_absent,,,,,pdf_confirms,1152,5000,1,"Bronx Delegation Initiative 455596564 $5,000 DYCD To support the Afro Latin Jazz Academic of Music (ALJAM) programs."
data/fy23/schedule_c/fy23_schedule_c_awards.csv,469,2023,264048050,"Chinese-American Family Alliance for Mental Health, Inc.",30000,ein_absent,,,,,pdf_confirms,1494,30000,1,"Chinese-American Family Alliance for Mental Health, Inc. 26-4048050 $30,000"
data/fy23/schedule_c/fy23_schedule_c_awards.csv,585,2023,136400434,Mayor's Office of Criminal Justice,325000,neighbour_bleed,287000,38000,132612524,,pdf_confirms,1920,325000,483,"Mayor's Office of Criminal Justice 13-6400434 $325,000"
data/fy23/schedule_c/fy23_schedule_c_awards.csv,686,2023,814065685,"Learning & Educational Solutions, Inc.",100000,ein_absent,,,,,pdf_confirms,2303,100000,1,"Learning & Educational Solutions, Inc. 81-4065685 $100,000"
data/fy23/schedule_c/fy23_schedule_c_awards.csv,708,2023,132949483,"New York Road Runners, Inc.",250000,ein_absent,,,,,pdf_confirms,2420,250000,5,"New York Road Runners, Inc. 13-2949483 $250,000"
data/fy23/schedule_c/fy23_schedule_c_awards.csv,870,2023,133678499,"New York Harm Reduction Educators, Inc.",35059,ein_absent,,,,,pdf_confirms,2987,35059,3,"New York Harm Reduction Educators, Inc. 13-3678499 $35,059"
data/fy23/schedule_c/fy23_schedule_c_awards.csv,1226,2023,133678499,"New York Harm Reduction Educators, Inc.",75000,ein_absent,,,,,pdf_confirms,4238,75000,3,"New York Harm Reduction Educators, Inc. 13-3678499 $75,000"
data/fy23/schedule_c/fy23_schedule_c_awards.csv,1841,2023,133626127,"Central Family Life Center, Inc., The",120000,ein_absent,,,,,pdf_confirms,6456,120000,2,"Central Family Life Center, Inc., The - Staten Island Impact 13-3626127 $120,000"
data/fy24/schedule_c/fy24_appendix_a_aging.csv,98,2024,113192295,"Community Bridge Home, Inc.",5000,ein_absent,,,,,pdf_confirms,14658,5000,1,"Williams Community Bridge Home, Inc. 113192295 $5,000 and exercise classes."
data/fy24/schedule_c/fy24_appendix_a_aging.csv,347,2024,112037770,"Queensborough Community College Auxiliary Enterprise Association, Inc.",5000,ein_absent,,,,,pdf_confirms_weak,15293,5000,4,"Paladino Association, Inc. - QPAC Senior Program 112037770 $5,000 To provide local senior programming in Council District 19."
data/fy24/schedule_c/fy24_appendix_a_aging.csv,421,2024,111631813,St. Francis DeSales Golden Age Club,5000,ein_absent,,,,,pdf_confirms,15488,5000,1,"Ariola St. Francis DeSales Golden Age Club 111631813 $5,000 senior peer counseling, community updates and information on senior services."
data/fy24/schedule_c/fy24_appendix_a_aging.csv,426,2024,111672796,St. Virgilius Golden Age,5000,ein_absent,,,,,pdf_confirms,15506,5000,1,"Ariola St. Virgilius Golden Age 111672796 $5,000 senior peer counseling, community updates and information on senior services."
data/fy24/schedule_c/fy24_appendix_a_aging.csv,468,2024,132725423,Wildcat Service Corporation,5000,ein_absent,,,,,pdf_confirms,15607,5000,18,"Holden Wildcat Service Corporation - Senior Snow Removal & Cleanup 132725423 $5,000 Funds to support snow removal for senior citizens in Council District 30 and"
data/fy24/schedule_c/fy24_appendix_b_local.csv,52,2024,820806280,Alliance Of Bukharian Americans,10000,ein_absent,,,,,pdf_confirms,15760,10000,1,"Gennaro Alliance Of Bukharian Americans 820806280 $10,000 DYCD adult services & food related services in Council District 24."
data/fy24/schedule_c/fy24_appendix_b_local.csv,60,2024,113314347,"American Brotherhood for the Russian Disabled, Inc.",5000,ein_absent,,,,,pdf_confirms,15777,5000,1,"Kagan Cultural Programs - Council District 47 113314347 $5,000 DYCD District 47."
data/fy24/schedule_c/fy24_appendix_b_local.csv,270,2024,133251186,"Borough of Manhattan Community College Early Childhood Center, Inc.",9000,ein_absent,,,,,pdf_confirms,16295,9000,1,"Marte Childhood Center, Inc. 133251186 $9,000 CUNY earning their degree."
data/fy24/schedule_c/fy24_appendix_b_local.csv,402,2024,261422585,"Brothers Care, Inc.",10000,ein_absent,,,,,pdf_confirms,16620,10000,2,"Hanks Brothers Care, Inc. - Monthly Events 261422585 $10,000 DYCD Funding will provide monthly events that assist constituents in the 49th Council District."
data/fy24/schedule_c/fy24_appendix_b_local.csv,429,2024,131740443,Cardinal McCloskey School and Home for Children,6000,ein_absent,,,,,pdf_confirms,16689,6000,1,"Stevens Drop-In Center for Homeless & Runaway Youth 131740443 $6,000 DYCD Center."
data/fy24/schedule_c/fy24_appendix_b_local.csv,556,2024,920731021,"City Island Rocks, LLC",5000,ein_absent,,,,,pdf_confirms,16997,5000,1,"Velazquez City Island Rocks, LLC 920731021 $5,000 DYCD Funding will support the City Island Rocks' music in the park program."
data/fy24/schedule_c/fy24_appendix_b_local.csv,589,2024,461371336,City University of New York Community Colleges,5000,ein_absent,,,,,pdf_confirms_weak,17088,5000,2,"Brannan Kingsborough Community College Senior Programming 461371336 $5,000 CUNY Career and Life Planning."
data/fy24/schedule_c/fy24_appendix_b_local.csv,979,2024,472632132,"Elmhurst United, Inc.",5000,ein_absent,,,,,pdf_confirms,18063,5000,1,"Holden Elmhurst United, Inc. 472632132 $5,000 DYCD Funds will be used to support operations and community events in Council District 30."
data/fy24/schedule_c/fy24_appendix_b_local.csv,989,2024,112622478,Evangel Church,25000,ein_absent,,,,,pdf_confirms,18081,25000,1,"Won Evangel Church - Food Pantry 112622478 $25,000 DYCD Funds will support Evangel Church's food pantry."
data/fy24/schedule_c/fy24_appendix_b_local.csv,1253,2024,465145713,Howard Beach Lindenwood Civic Association,5000,ein_absent,,,,,pdf_confirms,18731,5000,1,"Ariola Howard Beach Lindenwood Civic Association 465145713 $5,000 DYCD events, cleanup efforts and other programs."
data/fy24/schedule_c/fy24_appendix_b_local.csv,1384,2024,862713285,"Kyoung's Pacific Beat, Inc.",5000,ein_absent,,,,,pdf_confirms,19076,5000,1,"Louis Kyoung's Pacific Beat, Inc. - Council District 45 862713285 $5,000 DYCD respect for our differences in Council District 45."
data/fy24/schedule_c/fy24_appendix_b_local.csv,1620,2024,830377515,"New Hamilton Beach Civic Association, Inc., The",5000,ein_absent,,,,,pdf_confirms,19647,5000,1,"Ariola New Hamilton Beach Civic Association, Inc., The 830377515 $5,000 DYCD Funding will be used for events and programming."
data/fy24/schedule_c/fy24_appendix_b_local.csv,1913,2024,830761818,Olinville Old Timers Association,5000,ein_absent,,,,,pdf_confirms,20307,5000,1,"Riley Olinville Old Timers Association 830761818 $5,000 DYCD programming and Olinville Old Timers."
data/fy24/schedule_c/fy24_appendix_b_local.csv,1978,2024,276601178,Players Philanthropy Fund DBA Welcome to Chinatown,22000,ein_absent,,,,,pdf_confirms,20471,22000,1,"Marte Players Philanthropy Fund DBA Welcome to Chinatown 276601178 $22,000 SBS will be held throughout the area in partnership with small businesses and CBO's."
data/fy24/schedule_c/fy24_appendix_b_local.csv,2019,2024,473824643,"Promoting Access to Specialized Schools in New York City, Inc.",5000,ein_absent,,,,,pdf_confirms_weak,20568,5000,2,"Williams Inc. 473824643 $5,000 DYCD Funds will be used to support DREAMChasers programming."
data/fy24/schedule_c/fy24_appendix_b_local.csv,2114,2024,112037770,"Queensborough Community College Auxiliary Enterprise Association, Inc.",10000,ein_absent,,,,,pdf_confirms_weak,20794,10000,4,"Gennaro Association, Inc. - After-School Performance Workshops 112037770 $10,000 CUNY School Performance Workshops provided by professionals for students in loc"
data/fy24/schedule_c/fy24_appendix_b_local.csv,2115,2024,112037770,"Queensborough Community College Auxiliary Enterprise Association, Inc.",7500,ein_absent,,,,,pdf_confirms_weak,20797,7500,4,"Gennaro Association, Inc. - Concerts - Council District 24 112037770 $7,500 CUNY Funding will go towards concerts within Council District 24."
data/fy24/schedule_c/fy24_appendix_b_local.csv,2116,2024,112037770,"Queensborough Community College Auxiliary Enterprise Association, Inc.",10000,ein_absent,,,,,pdf_confirms_weak,20794,10000,4,"Gennaro Association, Inc. - After-School Performance Workshops 112037770 $10,000 CUNY School Performance Workshops provided by professionals for students in loc"
data/fy24/schedule_c/fy24_appendix_b_local.csv,2215,2024,861569480,SAMI Sephardic American Mizrahi Initiative,5000,ein_absent,,,,,pdf_confirms,21050,5000,1,"Vernikov Clubs - Council District 48 861569480 $5,000 DYCD Funding to support leadership clubs on college campuses in Council District 48."
data/fy24/schedule_c/fy24_appendix_b_local.csv,2274,2024,133244625,"Small Property Owners of New York, Inc.",6000,ein_absent,,,,,pdf_confirms,21198,6000,1,"Williams Small Property Owners of New York, Inc. 133244625 $6,000 DYCD Funding will be used to provide homeowner education workshops in Council District 27."
data/fy24/schedule_c/fy24_appendix_b_local.csv,2465,2024,133389470,"Upper Manhattan Mental Health Center, Inc.",5000,ein_absent,,,,,pdf_confirms,21645,5000,1,"Abreu Pantry Programs 133389470 $5,000 DYCD health fair."
data/fy24/schedule_c/fy24_appendix_b_local.csv,2554,2024,132725423,Wildcat Service Corporation,5000,ein_absent,,,,,pdf_confirms,15607,5000,18,"Holden Wildcat Service Corporation - Senior Snow Removal & Cleanup 132725423 $5,000 Funds to support snow removal for senior citizens in Council District 30 and"
data/fy24/schedule_c/fy24_appendix_c_youth.csv,63,2024,464347474,"Beyond Boxing, Inc.",5000,ein_absent,,,,,pdf_confirms,22191,5000,1,"Restler Beyond Boxing, Inc. - Education & Training - Council District 33 464347474 $5,000 justice-involved youth."
data/fy24/schedule_c/fy24_appendix_c_youth.csv,541,2024,530204616,National Wildlife Federation,5000,ein_absent,,,,,pdf_confirms,23348,5000,1,"Hanif National Wildlife Federation - Council District 39 530204616 $5,000 impacts, climate justice and resilience solutions in Council District 39."
