member,organization,program,ein,amount,agency,purpose
Eugene,"Horticultural Society of New York, The",,130854930,5000,DYCD,"Funds will support Education Programs: Gardening, Nutrition, Health & Wellness, and Environmental Literacy."
Gennaro,"Horticultural Society of New York, The",,130854930,19000,DYCD,Funds will be used to revitalize and beautify tree pits in Council District 24.
Dromm,"Horticultural Society of New York, The",Diversity & 78th Street Plazas,130854930,5000,DYCD,To fund plaza and streetscape beautification in and around Diversity and 78th Street Plazas in Queens and technical assistance to groups navigating all aspects of these plazas' management.
Perkins,"Hot Bread Kitchen, Ltd.",Bakers in Training Program - Investing in Breadwinners,263332972,10000,SBS,Funding to support Bakers In Training programming for residents of Council District 9.
Van Bramer,"Hour Children, Inc.",Community Food Pantry,133647412,7000,DYCD,"Funds to support Hour Children's Community Food Pantry. CD48 Housing and Family Services of Greater New York, Inc."
,"Funds to support Hour Children's Community Food Pantry. CD48 Housing and Family Services of Greater New York, Inc.",,112412584,5000,HPD,"Funds will be used to provide intervention for various housing issues: eviction, foreclosure and illegal rental practices."
Cornegy,"Housing and Family Services of Greater New York, Inc.",,112412584,5000,HPD,"Funding to support programming including prevention of illegal rental practices, eviction and foreclosure services including mediation, counseling, referral and access to benefits and information/education regarding tenants' rights, housing stability."
Yeger,"Housing and Family Services of Greater New York, Inc.",,112412584,6000,HPD,To support programs to prevent the displacement of families through eviction and foreclosure.
Brannan,"Housing and Family Services of Greater New York, Inc.",Council District 43,112412584,7500,HPD,Funds will be used for Homelessness Prevention and Neighborhood Preservation in Council District 43.
Louis,"Housing and Family Services of Greater New York, Inc.",Council District 45,112412584,15000,HPD,"Funds to support services for housing preservation, eviction and foreclosure prevention in Council District 45"
Cumbo,"Housing and Family Services of Greater New York, Inc.",Housing Preservation Initiative,112412584,10000,HPD,Funding to support outreach and follow-up casework and counseling for residents with untenable housing situations.
Maisel,"Housing and Family Services of Greater New York, Inc.",Local Housing Assistance - Council District 46,112412584,3500,HPD,"To provide eviction and foreclosure prevention through mediation, counseling, referral, and access to entitlements in Council District 46."
Johnson,"Housing Conservation Coordinators, Inc.",,510141489,15000,DSS/HRA,"Funding to support legal services to represent low income households, and general operating and programming expenses including staff support."
Levine,"Housing Conservation Coordinators, Inc.",Legal & Tenant/Community Organizing Programs,510141489,5000,DSS/HRA,Funding to support Community Legal and Organizing Programming and services.
Kallos,"Housing Court Answers, Inc.",,133317188,2000,DSS/HRA,"To support residents of Council District 5 with a housing information hotline, provide educational materials for tenants on Housing Court, offer referrals to charities, legal service providers and social service organizations."
Louis,"Housing Court Answers, Inc.",Council District 45,133317188,2500,DSS/HRA,Funds will support HCA citywide housing court information services in Council District 45.
Levine,"Housing Court Answers, Inc.",Housing Court Information,133317188,5000,DSS/HRA,Funding to support legal advice and services for low income tenants in housing court with a focus on Council District 7 residents.
Menchaca,"Housing Court Answers, Inc.",Information Services,133317188,5000,DSS/HRA,Funding to support Housing Court Answer's information hotline services and language access to housing legal advice for Council District 38 residents.
Rose,"Housing Court Answers, Inc.",Staten Island Housing Court Information Project,133317188,5000,DSS/HRA,Funds will provide assistance to unrepresented litigants in the Staten Island Housing Court and through workshops and trainings for the public and advocates in Richmond County. Page 88 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Diaz,"Housing Options and Geriatric Association Resources, Inc.",Annual Morrison Avenue Festival,133887707,60000,DYCD,This funding will be to support the Annual Morrison Avenue Festival.
Diaz,"Housing Options and Geriatric Association Resources, Inc.",Senior Programming & Services,133887707,10000,DFTA,This funding will be to provide senior programming and services.
Ulrich,Howard Beach Lindenwood Civic Association,,465145713,5000,DYCD,"Funds will be used to support operating expenses of Howard Beach Lindenwood Civic Association including purchase of supplies for civic meetings, items for neighborhood events, cleanup efforts and other programs. CD48 HSS Screening and Early Detection, Inc."
,"Funds will be used to support operating expenses of Howard Beach Lindenwood Civic Association including purchase of supplies for civic meetings, items for neighborhood events, cleanup efforts and other programs. CD48 HSS Screening and Early Detection, Inc.",,473436880,20000,DHMH,Funds to cover costs of mobile screenings for cancer and other diseases.
Matteo,"HSS Screening and Early Detection, Inc.",,473436880,5000,DHMH,Funds will be used to provide mobile Preventive Screening for Thyroid cancer to 9/11 responders and laborers and those at risk.
Ulrich,"HSS Screening and Early Detection, Inc.",,473436880,10000,DHMH,"Funds will be used to provide thyroid cancer screenings to 9/11 responders and laborers. CD22 HSS Screening and Early Detection, Inc. - Cancer Screenings"
,"Funds will be used to provide thyroid cancer screenings to 9/11 responders and laborers. CD22 HSS Screening and Early Detection, Inc.",Cancer Screenings,473436880,5000,DHMH,Funds will be used to provide health services for 9/11 survivors.
Koslowitz,"HSS Screening and Early Detection, Inc.",Cancer Screenings,473436880,4000,DHMH,To provide preventive screening for thyroid cancer in Council District 29.
Koo,"HSS Screening and Early Detection, Inc.",Council District 20,473436880,5000,DHMH,To support thyroid screenings in Council District 20.
Vallone,"HSS Screening and Early Detection, Inc.",Preventive Screening for Thyroid Cancer & Risk for Cancer,473436880,5000,DHMH,Funds will help support cancer screening services.
Brannan,"HSS Screening and Early Detection, Inc.",Thyroid Cancer Screenings,473436880,10000,DHMH,"Funding to support HHS screening and early detection, including preventive screening for thyroid cancer and risk for cancer in Council District 43."
Borelli,"HSS Screening and Early Detection, Inc.",Thyroid Screenings - Council District 51,473436880,7500,DHMH,Funding to support Thyroid screenings in Council District 51.
Speaker,Hudson Guild,,135562989,150000,DYCD,"Funding will support Hudson Guild's Teen Services program, which serves young people ages 14-24 with comprehensive education, career, and recreation services."
Speaker,Hudson River Park Trust,,061546019,100000,DYCD,To fund STEM education and interactive community research. Hudson River Park’s Estuary Lab offers STEM education and authentic scientific research with the purpose of communicating the ecological importance of the Park’s 400-acre Estuarine Sanctuary.
Speaker,Hudson River Park Trust,,061546019,150000,DYCD,"Funding will allow HRPT to conduct a survey and census of current and prospective visitors, including specific entrance and attendance counts and in person and online surveys in order to estimate how many people use Hudson River Park."
Diaz,"Hunger Free America, Inc.",,133471350,5000,DYCD,"Funding to support Supplemental Nutrition Assistance program; to support Hunger Free NYC, Farm Fresh CSA program, Food Action Boards, and Hunger Free NYC."
Gibson,"Hunger Free America, Inc.",Food Action Boards (FABs) - Council District 16,133471350,5000,DYCD,Funds will support outreach and community engagement with local residents on healthy food initiatives and support the Food Action Boards (FABs): groups of low- income individuals who are receiving training and knowledge on healthy food options.
Kallos,Hunter College High School PTA,,133236281,1000,DYCD,Funds will be used to purchase technology for teaching science in hybrid education settings. Page 89 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Salamanca,Hunts Point Alliance for Children,Early Literacy programming,208503907,20000,DYCD,Funding to support Early Literacy programming and services.
Ampry-Samuel,"I Am Gym Foundation, Inc.",,834486276,5000,DYCD,Funds will be used to cover the cost associated with community fitness training program.
Cumbo,"Ice Tea Youth Development Program, Inc.",Ice Tea Youth Development Program,824599520,2500,DYCD,"Funding to provide mentoring, counseling, and sports training via a summer camp and after-school program."
Miller,"ICNA Relief USA Programs, Inc.",,043810161,10000,DYCD,Funding is supporting general expenses of ICNA Relief services including food pantries and enrichment programming.
Speaker,"Gibson,Gjonaj, Miller, Riley ICNA Relief USA Programs, Inc.",,043810161,25000,DYCD,To provide funding support for food pantry operations.
Levine,"ICNA Relief USA Programs, Inc.",Relief Programs,043810161,5000,DYCD,To fund the operating costs of ICNA Relief Programs.
Moya,"Iconic32 Sports Lab, Inc.",,474377924,20000,DYCD,To support community outreach and events.
Rodriguez,"Iconos Kids, Inc.",,833267386,15000,DYCD,To support programming expenses of Iconos Kids children performing arts program.
Speaker,"Rodriguez Iconos Kids, Inc.",,833267386,100000,DYCD,To cover general programming and operational expenses.
Eugene,"Ifetayo Cultural Arts Academy, Inc.",Rites of Passage Program,113027538,5000,DCLA,Funds will support the salaries for faculty members and staff providing services within the Rites of Passage Program.
Rose,IlluminArt Productions,"Write-A-Play - Public School 10R, Public School 16R & Public School 74R",421727647,5000,DCLA,"Funds will be utilized to help cover the administrative, operational and staffing costs associated with operating the program at P.S.16R (31R061), P.S.10 (31R010) and P.S.74 (31R074)."
Cumbo,"Imani House, Inc.",Adult Education Program,113055131,5000,DYCD,Funding to support Imani House Adult literacy classes and staff compensation.
Speaker,"Grodenchik, Queens India Home, Inc.",,208747291,25000,DFTA,"To provide hot vegetarian and halal congregate meals, as well as exercise, physical therapy, and yoga sessions primarily in English, Hindi and Bengali to immigrant seniors in Queens."
Van Bramer,"India Home, Inc.",Senior Center Programs - Queens,208747291,10000,DFTA,"To support the senior center programming for immigrant seniors in Queens, providing vegetarian and halal congregate meals and providing exercise and therapy for seniors."
Grodenchik,"India Home, Inc.",Senior Programming,208747291,25000,DFTA,Funding to support culturally appropriate senior programs in Council District 23.
Chin,"Indochina Sino-American Senior Citizen Center, Inc.",,133584616,5000,DYCD,Funding to support citizenship class and citizenship application assistance.
Levin,"Institute for Community Living, Inc.",,133306195,2000,DHMH,"Funding to support mental health services including housing, rehabilitation, recovery and case management."
Reynoso,"Institute for Community Living, Inc.",Lawton Street Residence,133306195,5000,DHMH,"To support rehabilitation, recovery and case management services at the Lawton Street facility in Bushwick."
Cornegy,Interfaith Medical Center,,112626155,10000,DHMH,To provide comprehensive mental health treatment of the highest quality for adults and families in Council District 36.
Rodriguez,"Internal Creations, Inc.",Guitars in the Heights,471831397,5000,DYCD,To help cover expenses of the Guitars in the Heights program.
Rivera,International Aphasia Movement,,593842242,5000,DYCD,Funds will support IAM's programs and operations.
Reynoso,"International Studio & Curatorial Program, Inc.",,205052686,10000,DCLA,"To support Open Studios events, ISCP Talks, and the Ground Floor program."
Levine,"Inwood Art Works, Inc.",Film Works Alfresco,814379932,3500,DCLA,Funding to support culturally relevant cinema programming for the Inwood community with live local pre-show and/or virtual programming.
Rodriguez,"Inwood Art Works, Inc.",Film Works Alfresco,814379932,5000,DCLA,To help cover expenses of Film Works Alfresco program.
Rodriguez,"Inwood Community Services, Inc.",,133087407,5000,DYCD,To help cover expenses related to program expansion for critical support services for the underserved immigrant population in Upper Manhattan.
Rodriguez,Inwood Merchant Association,,843395768,5000,SBS,To support programs and services in Council District 10. Page 90 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Cornegy,I'RAISE Girls & Boys International Corporation,,463299217,5000,DCLA,To provide mental health services through teams and dance to students from K - 12 Students in Council District 36.
Miller,"Islamic Circle of North America, Inc.",,112925751,10000,DYCD,Funds will be used to support organizational expenses.
Levin,"ISSUE Project Room, Inc.",,200367608,5000,DCLA,"To support public performance events that span the disciplines of music, dance, literature, film, and performance -- highlighting innovative artists whose creative achievements remain under-recognized."
Holden,"Italian Charities of America, Inc.",,111666830,5000,DYCD,Funds to be used to support events and programs and to purchase materials and supplies.
Dromm,Jackson Heights Beautification Group,Community Program,112925587,7000,DYCD,"To fund musical programs, newsletter, tree-care and environmental sustainability programs, dog park/run, and graffiti removal. CD22 Jacob A. Riis Neighborhood Settlement, The - Immigrant Services"
,"To fund musical programs, newsletter, tree-care and environmental sustainability programs, dog park/run, and graffiti removal. CD22 Jacob A. Riis Neighborhood Settlement, The",Immigrant Services,111729398,15000,DYCD,"Funds will be used to support education programming, case management, and other services for immigrant populations."
Van Bramer,"Jacob A. Riis Neighborhood Settlement, The",Ravenswood Community Center - Youth & Teen Programming,111729398,3500,DYCD,Funding to support Ravenswood Community Center youth and teen programming.
Rose,"Jacques Marchais Center of Tibetan Art, Inc.",Public Programming & Exhibitions,237280740,5000,DCLA,
The,"funds will be used to support cultural organizations to provide programming focused on the cultural history or traditions of an immigrant community in New York City. Brooks-Powers Jamaica Arts Council, Inc.",,814034271,5000,DYCD,"Funding to support the costs associated with presenting the ""Art for people"" program in Council District 31."
Miller,"Jamaica Arts Council, Inc.",,814034271,5000,DYCD,Funding to support presenting fine-art photography or art reproductions to pedestrians along Jamaica Avenue.
Adams,"Jamaica Center for Arts and Learning, Inc.",,112478709,7500,DCLA,Funds will support the varied cultural programming at JCAL.
Grodenchik,"Jamaica Estates Holliswood South Bayside Volunteer Ambulance Corp, Inc.",,237351959,7500,FDNY,Funding to support general operating expenses related to volunteer ambulance brigade.
Miller,"Jamel Gaines Creative Outlet, Inc.",,831788832,5000,DYCD,"Provides after school and weekend arts classes to a diverse body of students, offering dance classes (Ballet, Jazz, African, Hip-Hop, Modern and Tap) as well as acting, voice and music classes."
Levin,"JazzReach Performing Arts & Education Association, Inc.",,113179208,5000,DCLA,Funding will support JazzReach's virtual docuseries.
Ampry-Samuel,Jericho Project,Veteran Services - Council District 41,133213525,5000,DYCD,Funds will be used to support veteran services in the Council District 41.
Speaker,Jewish Association for Services for the Aged (JASA),,132620896,75000,DFTA,To provide funding support for the home delivered meals program.
Powers,Jewish Association for Services for the Aged (JASA),Council District 4,132620896,5000,DFTA,Funding will support direct programming for older adults in Council District 4.
Maisel,Jewish Association for Services for the Aged (JASA),HES Senior Center,132620896,10000,DFTA,
The,"funds will be used to cover the cost of fitness classes, art classes, nutrition classes, education classes, program supplies, transportation, trips, and/or operational expenses. Kallos Jewish Association for Services for the Aged (JASA)",JASA Sundays - Council District 5,132620896,2500,DFTA,"To support JASA Sundays providing educational opportunities, promote leadership and civic involvement, publicly noticed through Council District 5 monthly newsletter and website."
Speaker,Manhattan Jewish Association for Services for the Aged (JASA),Leap Elder Justice Program,132620896,50000,DFTA,Funding will be used to provide legal services to victims of domestic violence and elder abuse.
Brannan,"Jewish Board of Family and Children's Services, Inc.",,135564937,5000,DHMH,"Funding to support mental health services in Council District 43. Page 91 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds CD48 Jewish Board of Family and Children's Services, Inc."
,Funding to support mental health services in Council District 43. Page 91 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization,"Program Name Tax ID Amount Agency Purpose of Funds CD48 Jewish Board of Family and Children's Services, Inc.",135564937,7500,DHMH,Funding to support community based counseling and advocacy programming and services for families and children at risk of abuse and neglect.
Treyger,"Jewish Board of Family and Children's Services, Inc.",Coney Island Counseling Center,135564937,5000,DHMH,"Funding to support the Coney Island Counseling Center, which provides mental health services to adult, children, and families."
Powers,"Jewish Board of Family and Children's Services, Inc.",Crossroads Clinic Services,135564937,10000,DHMH,Funding will support the Crossroads youth adult clinic services in Council District 4.
Levine,"Jewish Board of Family and Children's Services, Inc.",Harlem Child Development Center Therapeutic Nursery - Council District 7,135564937,3500,DHMH,Funding to expand capacity for a music therapy program in the Therapeutic Nursery.
Grodenchik,"Jewish Board of Family and Children's Services, Inc.",Mental Health Services,135564937,5000,DHMH,Funding to support the provision of mental health services in Council District 23.
Kallos,"Jewish Board of Family and Children's Services, Inc.",One Call Center,135564937,2500,DHMH,"To support the One Call Center and hotline for referrals and clinic services, publicly noticed through Council District 5 monthly newsletter and website."
Vallone,"Jewish Board of Family and Children's Services, Inc.",Queens Mental Health Services,135564937,5000,DHMH,Funding will be used to help support mental health services at the Pride of Judea clinic.
Gennaro,Jewish Child Care Association of New York,Kew Gardens Youth Center,131624060,5000,DYCD,Funding to support Kew Gardens Youth Center (KGYC) including the after-school programming and recreational activities.
Eugene,Jewish Children's Museum,,133798344,6500,DYCD,To defray the cost of museum admission for public school children from underserviced areas.
Rosenthal,"Jewish Community Center in Manhattan, Inc., The",Bereavement Program,133490745,5000,DHMH,Funds support bereavement program at JCC Manhattan.
Yeger,"Jewish Community Council of Canarsie, Inc.",,112608645,2000,DFTA,"Funds will support comprehensive case management services, information and referrals, support groups, distribution of food parcels and supportive counseling services to at risk elderly, immigrants and disadvantaged families throughout Southeast Brooklyn."
Maisel,"Jewish Community Council of Canarsie, Inc.",Canarsie Southeast Brooklyn Safety Net,112608645,18000,DFTA,"To provide case management, information and referrals, support groups, food and counseling services to at-risk elderly, immigrants and disadvantaged families in Southeast Brooklyn."
Eugene,"Jewish Community Council of Greater Coney Island, Inc.",,112665181,8000,DFTA,Funds will support Jewish Community Council of Greater Coney Island’s Senior Centers programming and services.
Speaker,"Treyger Jewish Community Council of Greater Coney Island, Inc.",,112665181,75000,DYCD,Funding to support a youth baseball program and a youth football program.
Speaker,"Jewish, Treyger Jewish Community Council of Greater Coney Island, Inc.",,112665181,250000,DYCD,"To fund Senior Citizen Transportation, Vocational Support Systems, Homecare, Adult Literacy programming, Horizons Academy, Nonprofit Helpdesk, the Southern Brooklyn Community Shuttle Bus, the Southern Brooklyn COAD, and the Health Insurance Help Center."
Treyger,"Jewish Community Council of Greater Coney Island, Inc.",Coney Island Seaside Innovative Senior Center,112665181,8000,DFTA,"Funds will support the Coney Island Seaside Innovative Senior Centers including Healthy Aging services, which include health promotion, educational and recreational activities, workshops, fitness, computer and ESL Instruction, and a dance program. CD48 Jewish Community Council of Greater Coney Island, Inc. - Employment Services Program"
,"Funds will support the Coney Island Seaside Innovative Senior Centers including Healthy Aging services, which include health promotion, educational and recreational activities, workshops, fitness, computer and ESL Instruction, and a dance program. CD48 Jewish Community Council of Greater Coney Island, Inc.",Employment Services Program,112665181,3000,DYCD,"Funds will be used for expansion of employment services program, aimed at training and finding jobs for underprivileged."
Treyger,"Jewish Community Council of Greater Coney Island, Inc.",Nonprofit Help Desk,112665181,15000,DYCD,"Funding will be used to offer training and consultations for nonprofits in Council District 47 on NYC Council Discretionary Grant process, HHS Accelerator, contract management, and nonprofit incorporation, registration, etc. Page 92 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Louis,"Jewish Community Council of Greater Coney Island, Inc.",Non-Profit Help Desk,112665181,5000,DYCD,Funds will be used to support nonprofit help desk.
Treyger,"Jewish Community Council of Greater Coney Island, Inc.",Senior Citizen Homecare,112665181,6000,DFTA,"Funds will be used to defray the operating expenses and direct service provision of the Senior Citizen Homecare program. CD48 Jewish Community Council of Greater Coney Island, Inc. - Senior Transportation Program"
,"Funds will be used to defray the operating expenses and direct service provision of the Senior Citizen Homecare program. CD48 Jewish Community Council of Greater Coney Island, Inc.",Senior Transportation Program,112665181,10000,DFTA,"Funding to support senior transportation program which transports seniors of medical and non-medical appointments. CD48 Jewish Community Council of Greater Coney Island, Inc. - Shuttle Bus"
,"Funding to support senior transportation program which transports seniors of medical and non-medical appointments. CD48 Jewish Community Council of Greater Coney Island, Inc.",Shuttle Bus,112665181,6000,DYCD,"Funds will be covering the cost of shuttle bus services for residents of Coney Island, Seagate and Brighton."
Treyger,"Jewish Community Council of Greater Coney Island, Inc.",Urban Neighborhood Services (UNS),112665181,25000,DYCD,"Funds will be used to provide services including supportive counseling, crisis intervention, case management, access to public benefits, information and referrals"
Gjonaj,"Jewish Community Council of Pelham Parkway, Inc.",Community Food Pantry,133099520,25000,DYCD,"Funding to support the Food Pantry including staff support, assistance with benefits/entitlements and other associated costs."
Brooks-Powers,"Jewish Community Council of the Rockaway Peninsula, Inc.",,112425813,25000,DYCD,Provide skilled assistance to members of Council District 31 on enrolling in healthcare and how to best utilize healthcare plan.
Speaker,"Brooks-Powers Jewish Community Council of the Rockaway Peninsula, Inc.",,112425813,50000,DFTA,"Funding will support the expansion of an assistance program for seniors. Seniors meet one on one with a case worker to review their finances, eligibility and medical needs, and assists in choosing the right medical and drug plan."
Speaker,Jewish Home Lifecare Manhattan,Geriatric Career Development Program,131624033,75000,DFTA,This funding will support the elder mentor program. The program provides students the intergenerational benefits of their interaction with elder residents.
Koslowitz,Jewish Institute of Queens,Emergency Food Program,542068797,29500,DYCD,To support the emergency food program which provides food pantry bags to those in need.
Speaker,Koslowitz Jewish Institute of Queens,Emergency Food Program,542068797,180000,DYCD,Funding will support the Emergency Food Program.
Gjonaj,Jewish Museum,Arts Programming at St. Joseph's School for the Deaf,136146854,5000,DCLA,Funding to support Access School Programs at St. Joseph's School for the Deaf to provide students with opportunities to partake in art-making and arts engagement activities.
Levine,Jewish Museum,Family Day Festivals,136146854,3500,DCLA,To support the costs associated with in-person and virtual Family Day festivals.
Kallos,Jewish Museum,Family Day Festivals - Council District 5,136146854,5000,DCLA,"Funding to support Family Day Festivals, including concerts from popular children's entertainers, scavenger hunts and tours in the galleries publicly noticed through Council District 5 monthly newsletter and website."
Powers,Jewish Museum,Family Day Programs,136146854,5000,DCLA,"Funding will support the Jewish Museum's multi-generational Family Day programs, which include interactive and intergenerational art activities, collaborative creative workshops, family tours and musical performances."
Dromm,Jewish Museum,Intermediate School 230Q,136146854,4000,DCLA,To support the Movies that Matter screening program at IS 230Q.
Johnson,Jewish Museum,Public School 51M,136146854,5000,DCLA,To support ArtPartners programming at Public School 51M.
Riley,Jewish Museum,Truman High School,136146854,10000,DCLA,Funds will be used to provide opportunities for students with disabilities to participate in art-making and arts engagement activities at Truman High School.
Eugene,"J'Ouvert City International, Inc.",,113362754,5000,DYCD,"Funds to support expenses associated with Parade, Labor Day J’Ouvert activities which includes, steelbands and masquerade performances and Awards celebration and other operational expenses."
Johnson,"Joyce Theater Foundation, Inc.",,133038262,7500,DCLA,Funding to support expenses associated with the JoycePass program; offering heavily discounted tickets to performances at the Joyce Theater. Page 93 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Chin,Judd Foundation,,742798673,5000,DCLA,Funding will support artist guides to give free public tours of the historic house museum and art collection to students.
Johnson,"Judson Memorial Church, Inc.",,132664489,6000,DYCD,"Funds will be used to support Quarterly Events, including subcontracting web designer and sending physical mailer."
Brannan,Junior Achievement of New York,,133031828,10000,DYCD,"Funds will be used to support Financial Literacy, Entrepreneurship, and Work Readiness Programming for NYC Youth in Brooklyn."
Speaker,Junior Achievement of New York,,133031828,50000,DYCD,"Funding would support staffing, curriculum materials, student and volunteer recruitment and training, transportation and program evaluation."
Adams,Junior Achievement of New York,Financial Literacy - Council District 28,133031828,8000,DYCD,Funds will support the financial literacy trainings to youth in Council District 28.
Koslowitz,Junior Achievement of New York,Forest Hills High School,133031828,5000,DYCD,To promote and teach financial literacy at Forest Hills High School.
Rosenthal,"JustFix, Inc.",Housing Data Dashboard,813080695,5000,HPD,Funds support the housing data dashboard program.
Menchaca,"JustFix, Inc.","Who Owns What, Tenant App, & Eviction Free NYC",813080695,5000,HPD,Funding will help support JustFix.nyc's outreach and housing workshops for tenants in Council District 38.
Ayala,"Keep Rising to the Top, Inc.",Community Dance Program,133948379,14000,DYCD,To provide funds for KR3T's Community Dance program.
Gennaro,Kehilat Sephardim of Ahavat Achim,,113101774,24000,DYCD,"Funding to support for an after-school learning program on subjects such as math, reading and writing."
Ulrich,Kehilat Sephardim of Ahavat Achim,,113101774,2500,DYCD,"Funds will be used to support a food pantry program, after school program and to purchase supplies and materials."
Lander,"Keren Zichron Yisroel Meier, Inc.",,364579309,5000,DYCD,Funds will be used to cover the general expense of running the organization.
Yeger,"Keren Zichron Yisroel Meier, Inc.",,364579309,9000,DYCD,"Funds will be used to cover the general expense of running the organization, central insurance program, telephone, utilities, and other operational expenses."
Koslowitz,"Kew Gardens Council for Recreation and the Arts, Inc.",Events,112556658,5000,DYCD,"Funding will be used to help support the following events: Kew Gardens Community Arts Day, Kids Art in the Park, Kew Gardens Planting Day and two events at the Kew Gardens Community Center."
Miller,"King Manor Association of Long Island, Inc.",,112396324,5000,DCLA,Funds will go towards materials and equipment necessary for the events as well as support for staff and demonstrators.
Miller,"King of Kings Foundation, Inc.",Community Events & Family Fun Days,030583790,10000,DYCD,"Funding will support Family Fun Days and other community events by providing supplies, marketing, refreshments, family friendly activities, equipment rentals and live performances."
Adams,"King of Kings Foundation, Inc.",Positive Impact Movement - Council District 28,030583790,50000,DYCD,Funding will support community programming for high need/risk youth including mentoring and events.
Speaker,"Miller King of Kings Foundation, Inc.",Positive Impact Movement Mentoring Program,030583790,50000,DYCD,"Funds will be used to enhance the ""Positive Impact Movement (PIM) Mentoring Program"" and ""Anti-Drug-Anti-Gang Warriors Tour Program"" by making them more available to schools, community centers, recreational centers, libraries and youth detention centers."
Miller,"King of Kings Foundation, Inc.",Youth Counseling,030583790,10000,DYCD,"Funding will support mentoring, substance abuse, conflict resolution and anti-drug programming for youth."
Louis,"Kings Against Violence Initiative, Inc.",Council District 45,811626947,5000,DYCD,"Funds will be used for KAVI's hospital-based violence interruption program. CD48 Kings Bay YM-YWHA, Inc."
,"Funds will be used for KAVI's hospital-based violence interruption program. CD48 Kings Bay YM-YWHA, Inc.",,113068515,7500,DYCD,Funding to support ESOL preparation classes for immigrants.
Maisel,"Kings Bay YM-YWHA, Inc.",Alzheimer's Respite Program,113068515,21000,DFTA,"To support the Alzheimer's Respite program for clients with moderate to severe Alzheimer and Dementia diseases, offering recreational and social activities in a non- medical environment and transportation for participants. Page 94 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Maisel,"Kings Bay YM-YWHA, Inc.",ESOL/CIVIC Classes,113068515,26000,DYCD,To support the Kings Bay YM-YWHA Immigration program providing ESOL and CIVICS preparation courses for immigrants.
Cumbo,Kings County Tennis League,Tennis & Education Programs,273170420,5000,DYCD,Funding to support tennis programming & activities in the Fort Greene/Clinton Hill area and its surrounding public housing developments.
Treyger,"Kings Highway Beautification Association, Inc.",,204986882,17500,DYCD,"Funds will be used to defray operating and programmatic costs including streetscape improvement, graffiti removal, merchant organizing and other activities."
Yeger,"Kings Highway Beautification Association, Inc.",,204986882,7000,DYCD,"Funding will be used for neighborhood cleanups, anti-graffiti initiatives and beautification of Kings Highway, which constituents can call in graffiti-ridden locations for fast response clean up."
Dinowitz,"Kingsbridge Heights Community Center, Inc.",,132813809,10000,DYCD,"Support for educational, leadership, social and recreational programming."
Cabrera,"Kingsbridge Heights Community Center, Inc.",College Directions Program (CDP),132813809,20000,DYCD,"Funding to support KHCC College Directions program (CDP) for Council District 14 youth including free yearlong and seasonal SAT preparation, college trips, and participation in off-site college immersion experiences."
Gjonaj,Kingsbridge-Riverdale-Van Cortlandt Development Corporation,Cultural Connections - Council District 13,133097905,20000,DYCD,"Funding will support a series of cultural events in Council District 13. The events may include a concert series, holiday celebrations and more to celebrate the diversity of Bronx Art and Artists."
Cabrera,Kips Bay Boys & Girls Club,Margaret Coudert Clubhouse - Teen Services,131623850,35000,DYCD,"Funding to support teen educational and developmental programs, with special emphasis on youngsters between ages 6 – 18 who come from disadvantaged or disenfranchised circumstances in district 14. Funding will also cover Immigrant Outreach."
Diaz,Kips Bay Boys & Girls Club,Social Services,131623850,10000,DYCD,"Funding to support operating expenses of social services such as entitlement information, referral and advocacy counseling and staff support."
Diaz,Kips Bay Boys & Girls Club,Teen Programming,131623850,25000,DYCD,Funds will be used to support Teen Programming.
Speaker,"Cabrera, Diaz Kips Bay Boys & Girls Club",Teen Services and Immigrant Outreach,131623850,125000,DYCD,Funding to support services for youth in the Bronx and support for outreach within local immigrant communities and attract those families to programming.
Rivera,Kips Bay Neighborhood Alliance,,455308456,2000,DYCD,Funds will support Alliance for Kips Bay's neighborhood improvements.
Powers,Kips Bay Neighborhood Alliance,Alliance for Kips Bay's Neighborhood Improvements,455308456,5000,DYCD,Funds will support Alliance for Kips Bay's neighborhood improvements.
Powers,"Korean American Association of Greater New York, Inc.",,237329822,5000,DYCD,Funding will support KAAGNY operations & programming.
Vallone,"Korean American Association of Greater New York, Inc.",,237329822,5000,DYCD,Funding will support KAAGNY and their operations and events.
Koo,Korean American Association of Queens New York,,454685421,10000,DYCD,To support the annual Lunar New Year parade in downtown Flushing and other programming that celebrates Korean American culture.
Vallone,Korean American Association of Queens New York,Lunar New Year Festival,454685421,5000,DYCD,Funding will help to support various services and events including the Lunar New Year Festival.
