member,organization,program,ein,amount,purpose
Dinowitz,"Regional Aid for Interim Needs, Inc.",Nereid Older Adult Center - Council District 11,136213586,10000,Funding to support the operating expenses of the senior center programming and activities.
Holden,"Ridgewood Older Adult Center and Services, Inc.",Senior Programming & Services - Council District 30,050607283,9000,Funds to be used to support programs and services for seniors in Council District 30.
Gutierrez,"Riseboro Community Partnership, Inc.",Borinquen Plaza Senior Center,112453853,9000,To support programming for seniors at Borinquen Plaza Senior Center in Council District 34.
Mealy,"Riseboro Community Partnership, Inc.",Brevoort Senior Center,112453853,2500,"Funding to enhance educational and health promotion services, to organize trips and special events for older adults."
Gutierrez,"Riseboro Community Partnership, Inc.",Diana H. Jones Senior Center,112453853,5000,To support senior programming and trips at the Diana H. Jones Senior Center.
Nurse,"Riseboro Community Partnership, Inc.",Hope Gardens Senior Center,112453853,25000,Funds will be used for senior programming and general operational support for the Riseboro Hope Gardens Senior Center.
Nurse,"Riseboro Community Partnership, Inc.",Roundtable Senior Center,112453853,10000,"Funds will support senior programming, services, and operational support for the Roundtable Senior Center."
Mealy,"Riseboro Community Partnership, Inc.",Saratoga Square,112453853,2500,"Funding to enhance educational and health promotion services, to organize trips and special events for seniors."
Nurse,"Riseboro Community Partnership, Inc.",Stanhope Senior Center,112453853,15000,Funds will be used for senior programming and general operational support for the Riseboro Senior Center at Stanhope.
Osse,"Riseboro Community Partnership, Inc.",Stuyvesant Gardens Senior Club,112453853,10000,Funding for Stuyvesant Gardens Senior Club programming and services.
Dinowitz,"Riverdale Senior Services, Inc.",Older Adults Take Charge of Wellness,237357997,25000,"Funding to support Take Charge of Wellness Program, which provides education and informative lectures on the promotion of health, nutrition literacy and counseling connecting the impact of dietary choices on health."
Brewer,"Riverside Language Program, Inc.",Adult Literacy,133280364,5000,This funding will support district-based older adult services.
Abreu,"Riverstone Senior Life Services, Inc.",Riverstone Memory Center - Council District 7,133355074,10000,Funding to support Riverstone Memory Senior Center programming.
De La Rosa,"Riverstone Senior Life Services, Inc.",Social Adult Day Care - Riverstone's Memory Center,133355074,18000,To support operations and programming at Riverstone's Memory Center.
Adams,"Rochdale Village Social Services, Inc.",Older Adults Services NORC,113397470,45000,Funds will support food and recreational programming at the Center.
Zhuang,"Salvation Army, The",Bensonhurst Corps Senior Center - 7307 18th Ave,135562351,7500,"Funding for the Salvation Army Bensonhurst Corps Senior Center. Activities include health and wellness, meals, and a music program."
Won,"Samaritan Daytop Village, Inc.",Woodside Senior Center,112635374,10000,"Funding supports initiatives such as: healthy initiatives, physical fitness, senior trips and senior programming. Page 20 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Bottcher,"Say Ah!, Inc.",Council District 3,208663409,7500,To provide evidence-based health literacy workshops and support to older adults residing in Council District 3.
Felder,"SBH Community Service Network, Inc.",,237406410,20000,Funds will be used to support case assistance services provided to individuals 60 years of age and older.
Brannan,"SBH Community Service Network, Inc.",Mental Health Services for Older Adults - Council District 47,237406410,6500,Funds to support mental health services for older adults in Council District 47.
Powers,"Search and Care, Inc.",,237444790,5000,Funding will support Search and Care's core management services to assist and advocate for the elderly living on the East Side.
Menin,"Search and Care, Inc.",,237444790,10000,"To provide comprehensive fee-free care management services for vulnerable older men and women living in Council District 5, publicly noticed through Council District 5 monthly newsletter and website."
Ayala,"Search and Care, Inc.",General Operating Support,237444790,7500,To support general operating support for case management and support services.
Krishnan,"Selfhelp Community Services, Inc.",,131624178,19500,"To maintain staffing to assist senior clients, to assist with transportation, and to provide case management and assistance."
Joseph,"Selfhelp Community Services, Inc.",Adults Wellness Services - Joseph and Pauline Charatan Residence,131624178,5000,"Funds to support enhanced health, wellness, recreational programs for the older adult residents at the Joseph and Pauline Charatan Residence, and affordable senior housing."
Paladino,"Selfhelp Community Services, Inc.",Alzheimers Resource Program (SHARP),131624178,10000,"Funding will support the operation of programs offered such as adult day care, SHARP and transportation for clients in Council District 19."
Ung,"Selfhelp Community Services, Inc.",Benjamin Rosenthal-Prince Street Innovative Senior Center,131624178,14500,"To fund programming at the Benjamin Rosenthal-Prince Street Senior Center, including technology education classes, social and health classes, and transportation for seniors."
Caban,"Selfhelp Community Services, Inc.",Boulevard Gardens NORC,131624178,11000,Funds will be used to defray the cost of office management and programming at Selfhelp Boulevard Gardens NORC.
Ung,"Selfhelp Community Services, Inc.",Latimer Gardens Senior Center,131624178,5000,"To fund senior center classes and activities at Latimer Gardens Senior Center, and other programming to reduce isolation."
Ung,"Selfhelp Community Services, Inc.",Medical Transportation for Seniors - Council District 20,131624178,25000,To provide transportation to local medical appointments for seniors living in Council District 20.
Holden,"Selfhelp Community Services, Inc.",Senior Services - Selfhelp Maspeth Older Adult Center,131624178,18000,Funds will be used to support district based senior services at Selfhelp Maspeth Older Adult Center.
Schulman,"Selfhelp Community Services, Inc.",Senior Transportation - Council District 29,131624178,15000,To provide transportation to local medical appointments for seniors living in Council District 29.
Ariola,"Selfhelp Community Services, Inc.",Transportation for Older Adults - Council District 32 Glendale,131624178,15000,Funds will be used to provide transportation to medical appointments for seniors in Glendale.
Paladino,"Selfhelp Community Services, Inc.",Virtual Senior Center,131624178,5000,Funds will be used to support Virtual Senior Center.
Schulman,"Selfhelp Community Services, Inc.",Virtual Senior Center - Council District 29,131624178,34000,"Funds will support Selfhelp's Virtual Senior Center (VSC), an online community for socially isolated and home-bound older adults."
Zhuang,"Sephardic Multi Service Senior Citizens Center, Inc.",Council District 43.,112301220,5000,Funding for senior program in Council District 43. Page 21 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Powers,"Service Program for Older People (SPOP), Inc.",Council District 4,132947616,5000,"Funding will support mental health counseling for older adults at satellite clinics in Council District 4, as well as for older adults who are homebound."
Abreu,"Service Program for Older People (SPOP), Inc.",Mental Healthcare Services Program - Council District 7,132947616,10000,Funding for mental healthcare services for adults age 55 and older provided in Council District 7 (at Red Oak and Riverstone) and via telehealth.
Hanif,"Services And Advocacy For Gay, Lesbian, Bisexual And Transgender Elders, Inc.",,132947657,7000,Funds will support programming and services for LGBTQ+ and HIV-affected elders.
Bottcher,"Services And Advocacy For Gay, Lesbian, Bisexual And Transgender Elders, Inc.",Edie Windsor SAGE Center - Council District 3,132947657,7000,Funds will support programming and services for LGBTQ+ and HIV-affected elders at the Edie Windsor SAGE Center in Council District 3.
Sanchez,"Services And Advocacy For Gay, Lesbian, Bisexual And Transgender Elders, Inc.",LGBTQIA+ Older Adults Services - Council District 14,132947657,15000,"Funds will support services, advocacy for gay, lesbian, bisexual and transgender elders from Council District 14."
Stevens,"Services And Advocacy For Gay, Lesbian, Bisexual And Transgender Elders, Inc.",SAGE Center Bronx - Crotona Pride House,132947657,5000,Funds will support services for LGBT older adults offered at the SAGE Center Bronx.
Powers,"Services And Advocacy For Gay, Lesbian, Bisexual And Transgender Elders, Inc.",The SAGE Center,132947657,5000,"Funding will support services at The SAGE Center, including employment assistance, legal and financial planning, cultural and educational programs, health and wellness programs, benefit counseling, cancer support groups, and congregate meals."
Lee,"Services Now for Adult Persons (SNAP), Inc.",,112591783,68000,"To support SNAP of Eastern Queens Innovative Senior Center, Transportation, Case Management, Meals-On-Wheels and Caregiver Services."
Williams,"Services Now for Adult Persons (SNAP), Inc.",Brookville Center,112591783,10000,"Funding will enable the continuation and enhancement of SNAP's broad array of services for seniors at the Brookville center. Services include case management, meals- on-wheels, caregiver support, and transportation."
Brooks-Powers,"Services Now for Adult Persons (SNAP), Inc.",Council District 31,112591783,20000,"Funding to support senior socialization programming, meal delivery and caregiver services in Council District 31."
Paladino,"Services Now for Adult Persons (SNAP), Inc.",Eastern Queens Innovative Senior Center,112591783,10000,"Funding will support operating expenses, programs, and services for SNAP in Council District 19."
Brewer,"SHARE: Self-Help for Women with Breast or Ovarian Cancer, Inc.","Ovarian, Cervical & Uterine Cancer Outreach, Education & Support Initiative",133131914,5000,"Funding to provide cancer outreach, education & support initiative."
Brewer,Shmira Civilian Volunteer Patrol of Boro Park,,113260405,5000,Funds will support crime prevention for older adults in Manhattan.
Krishnan,South Asian Council for Social Services,,113632920,18500,"To support core community programs including healthcare access, education and benefits, senior services, and food pantry programs"
Ung,South Asian Council for Social Services,Community Services,113632920,6000,"To support operational costs for senior programming that connects undeserved, low- income immigrants and families with vital services, including securing health coverage, food access, senior services, and ESOL and computer classes. Page 22 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Williams,South Asian Council for Social Services,Queens,113632920,5000,Funding to support expenses related to interactive educational workshops on topics related to healthy aging and senior living in South Asian languages is provided at SACSS office and senior / community centers in Queens.
Ung,South Asian Council for Social Services,Senior Support Services,113632920,15500,"To assist with operational costs for senior-related programming, including case management, meals, technical assistance, and other culturally relevant recreational activities."
Morano,South Shore Artists Foundation,Senior Programs - Council District 51,842895424,5000,Funding will support senior arts programming and their operational costs in Council District 51.
Gutierrez,Southside United Housing Development Fund Corporation,Older Adults Wellness Program - Los Sures David Santiago Senior Center,112268359,34000,"Funding will be used to provide operational support, including consultants, office technology, supplies, and office infrastructure to enhance Older Adult Wellness programming at the Los Sures David Santiago Senior Center in Council District 34."
Caban,Spanish Speaking Elderly Council,RAICES - Astoria Neighborhood Senior Center,112730462,13000,Funds will be used for operating costs at the RAICES Astoria Neighborhood Senior Center.
Hanif,Spanish Speaking Elderly Council,RAICES - Gowanus Houses,112730462,20000,To support senior programming at Gowanus Houses.
Moya,Spanish Speaking Elderly Council,RAICES - RAICES Senior Center - Corona,112730462,85000,To fund programming at the RAICES Senior Center in Corona.
Aviles,Spanish Speaking Elderly Council,RAICES - Red Hook Older Adult Center,112730462,25000,Funds will be used to provide support for Red Hook Older Adult Center.
Hanif,Spanish Speaking Elderly Council,RAICES - Wyckoff Gardens,112730462,20000,To support senior programming at Wyckoff Gardens.
Banks,"Spring Creek Senior Partners, Inc.",Senior Volunteer/Senior Companion & College Internship Program - Council District 42,743158439,10000,"Funds will support programming at the Spring Creek Senior Partners Center to keep seniors in the 42nd Council District engaged through nutrition, exercise, and wellness activities."
Zhuang,St. Athanasius Golden Age Club,Senior Services,111639837,10000,"Funding for community senior center. Activities include weekly games, coffee and snacks."
Ariola,St. Camillus Golden Age,Golden Age,111674392,5000,"Funds will support the Golden Age Club, including hosting meetings, special events, senior peer counseling, community updates and information on senior services."
Zhuang,St. Ephrem Roman Catholic Church,Senior Services - Council District 43,111666884,5000,"Funding for community senior center. Activities include weekly games, coffee and snacks."
Joseph,St. Gabriel's Episcopal Church,Support to Older Adults - Council District 40,112463892,15000,Funds to be used to provide services to Older Adults 60 years and over in Council District 40.
Gutierrez,St. Nick's Alliance Corporation,Cooper Park Senior Center,510192170,5000,Funding will support programming for seniors at Cooper Park Senior Center in Council District 34.
Gutierrez,St. Nick's Alliance Corporation,Seniors Programs - East Williamsburg,510192170,7000,"To support leadership, recreational, and educational activities for seniors in East Williamsburg."
Joseph,"St. Vincent's Services, Inc.",Mental Health Assistance - Older Adults,111631823,5000,"Funds to be used to support the expansion of outreach and engagement efforts for Article 31 Mental Health Clinic, specifically designed to serve older adults and seniors in New York. Page 23 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Menin,"Stanley M. Isaacs Neighborhood Center, Inc.",,132572034,19000,"To fund senior services in support of wellness, nutrition, and fitness activities."
Menin,"Stanley M. Isaacs Neighborhood Center, Inc.",Senior Services,132572034,7500,"To fund senior services in support of wellness, nutrition, and fitness activities including the cost of instructors and supplies, publicly noticed through Council District 5 monthly newsletter and website."
Morano,"Staten Island Community Services Friendship Clubs, Inc.",Great Kills Friendship Club - Senior Services,132778244,20000,Funding to support programming and services at Great Kills Friendship Club.
Morano,"Staten Island Community Services Friendship Clubs, Inc.",Mt. Loretto Friendship Club - Senior Services,132778244,20000,Funding to support programming and services at Mt. Loretto Friendship Club.
Carr,"Staten Island Community Services Friendship Clubs, Inc.",New Dorp Beach Friendship Club,132778244,35000,Funds will be used for general operating expenses for New Dorp Beach Friendship Club.
Hanks,"Staten Island Community Services Friendship Clubs, Inc.",Todt Hill Friendship Club,132778244,15000,Funding will support senior services and the Todt Hill Friendship Club.
Rivera,"Stein Senior Center, Inc.",,237378342,10000,Funds will support senior center's programs and operations.
Powers,"Stein Senior Center, Inc.",,237378342,15000,Funding will support older adults services at the Stein Senior Center.
Krishnan,"Sunnyside Community Services, Inc.",,510189327,9000,"To fund an integrated continuum of senior services, which include senior center, case assistance and management, social adult day services, caregivers program, health programs, and visiting program."
Won,"Sunnyside Community Services, Inc.",Senior Services - Council District 26,510189327,25000,Funding will support senior services in Council District 26.
Paladino,"Taiwan Center, Inc.",Taiwanese American Senior Center,112857501,5000,Funds will support programs at Taiwan Center.
Ung,"Taiwan Center, Inc.",Taiwanese American Senior Center,112857501,15000,"To fund program-related expenses for the senior center, including class materials, office supplies, utilities, and printing expenses."
Ayala,Terence Cardinal Cooke Health Care Center,Music Therapy,133007801,5000,"Funding will support holistic health care that promotes physical, social and emotional well-being for nursing home residents."
Williams,"Tropicalfete, Inc.",,452940435,15000,"Funds will be used for Paint & Sip, chair yoga and live entertainment for seniors."
Ayala,"Union Settlement Association, Inc.",Senior Services - Healthy Aging,131632530,20000,"To fund programs related to the overall health and wellness which include but are not limited to the physical, mental and emotional wellbeing of older adults health of seniors at Corsi, Jefferson, Gaylord White and Washington/Lex Sr. Senior Centers."
Carr,"United Hands Organization, Inc.",,932643668,5000,Funds to used for senior programming for the hearing impaired.
Marte,"United Jewish Council of the East Side, Inc.",Adult Luncheon Club,132735378,7000,Funding to support a comprehensive activities program at the UJC Adult Luncheon Club targeting the physical and mental needs of seniors in the community.
Rivera,"United Jewish Council of the East Side, Inc.",Lillian Wald Senior Center,132735378,22000,Funds will support programs and operations at Lillian Wald Senior Center. Page 24 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Restler,"United Jewish Organizations of Williamsburg, Inc.",Benefits Assistance,112728233,56000,"To assist low income individuals to apply and obtain public benefits including food stamps, SSI, Medicare, Medicaid, Social Security, health insurance, Section 8, emergency food vouchers & packages, and legal assistance."
Aviles,"United Senior Citizens Center of Sunset Park, Inc.",Older Adult Clubs & Programs,112358277,15000,"Funds will be used to support older adult clubs, programs, and enhancements services for seniors."
Marte,"University Settlement Society of New York, Inc.",Neighborhood Center & HeART,135562374,7000,"Funding will be used to cover program costs associated with health, wellness, and enrichment activities, as well as connections to social services."
Salamanca,"Urban Health Plan, Inc.",Senior Food Pantry - Council District 17,237360305,15000,Funding to support nourishment programs for seniors (senior food pantry).
Brooks-Powers,"Vets, Inc.",Council District 31,272280570,5000,Funding to support Technology training and education for veteran community in Council District 31.
Marte,"Vision Urbana, Inc.",Elder Abuse & Mental Health Initiative,133848575,12000,"The funds requested will be used to address issues related to elder abuse ranging from physical, verbal, mental, identity theft and financial exploitation."
Lee,VISIONS/Services for the Blind and Visually Impaired,,131624210,5000,Funds will subsidize VISIONS' services for Council District 23 residents.
Powers,VISIONS/Services for the Blind and Visually Impaired,,131624210,5000,"Funding will support VISIONS multilingual vision education and outreach programs for blind and visually impaired older adults, which includes community outreach, vision rehabilitation, mobility training and social and professional support."
Hanks,VISIONS/Services for the Blind and Visually Impaired,Blindline Information & Referral System,131624210,10000,Funding will support the Blindline Information and Referral System for seniors in the 49th Council District.
Paladino,VISIONS/Services for the Blind and Visually Impaired,Council District 19,131624210,5000,Funding will support services and outreach targeted for older persons who are blind and/or have multiple disabilities in Council District 19.
Bottcher,VISIONS/Services for the Blind and Visually Impaired,Council District 3,131624210,5000,"Funds will provide training, services and outreach are targeted for older persons and immigrants speaking languages other than English."
Rivera,"Visiting Neighbors, Inc.",,237379098,5000,Funds will support programs and operation.
Powers,"Vocal Ease, Inc.",,371469320,5000,"Funding will support the operating costs of Vocal Ease's program, which provides volunteer musical performances for older adults at hospitals, nursing homes, and senior centers."
Menin,"Vocal Ease, Inc.",Council District 5,371469320,5000,"To fund the production of on-site cabaret-style performances for senior citizens at hospitals, nursing homes, senior centers and senior residences in Council District 5."
Bottcher,"Vocal Ease, Inc.",Performance - Council District 3,371469320,5000,"To support performance at hospitals, nursing homes, senior centers and senior residences."
Brewer,"Vocal Ease, Inc.",Senior Center Musical Programs,371469320,5000,Funds will support musical programs at Senior Center.
Farias,Volunteers of America,"Greater New York, Inc. - Support for Older Adults - Council District 18",581959781,25000,Funding to support programming and services for older adults in Council District 18.
Ayala,"Volunteers of Legal Service, Inc.",Elderly Project,133234630,5000,To provide funding to support the VOLS Elderly Project. Page 25 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
De La Rosa,Washington Heights Community Services,STAR Senior Center,132792876,15000,"To support recreational, educational trips, and senior programming at STAR senior Center in Washington Heights."
Mealy,"Wayside Out-Reach Development (WORD), Inc.",Brownsville Older Adult Center,113528680,2000,Funds will support Digital/Virtual Literacy and Technology Training for older adults.
Mealy,"Wayside Out-Reach Development (WORD), Inc.",Tilden Houses Senior Center,113528680,10000,"Funds will support Digital/Virtual Literacy, Technology Training and trips for older adults."
Mealy,"Wayside Out-Reach Development (WORD), Inc.",Van Dyke II Senior Center,113528680,10000,"Funds will be used to enhance senior programming, health and wellness, educational, and recreational activities."
Salaam,"West Harlem Group Assistance, Inc.",,237169558,5000,"To support aging New Yorkers by providing access to healthy food, nutrition education, and community wellness programs, promoting longevity and well-being."
Abreu,"West Side Federation for Senior and Supportive Housing, Inc.",Red Oak Senior Center & Frederick Douglass Senior Center/Social Club - Council District 7,132926433,13000,Funding to support The Center at The Red Oak and The Frederick Douglass Senior Center/Social Club in Council District 7.
Bottcher,Westbeth Artists Residents Council,Older Adults Activities - Council District 3,133154253,10500,"Funds will be used for older adults activities, such as acting, singing and balance/strength training."
De La Rosa,William F. Ryan Community Health Center,Health & Wellness Program - Washington Heights,132884976,5000,To support Health and Wellness for Seniors in Washington Heights.
Felder,"Young Israel Programs, Inc.",Senior Services of Midwood - Council District 44,030381957,6000,Funds will be used to support district based senior services in Council District 44.
Schulman,"Young Israel Programs, Inc.",Young Israel of Forest Hills Senior League,030381957,50000,"Funding will be used to support the daily meal program, case management program, office and client supplies as well as general operational and program related expenses."
Gennaro,"Young Israel Programs, Inc.",Young Israel of Queens Valley,030381957,10000,"Funds to support programming including recreation, health promotion, nutrition education and meals. Funds will be used to assist occupancy and utilities expenses, and programming at the Young Israel of Queens Valley."
Dinowitz,Young Men & Young Women's Hebrew Association of the Bronx dba Riverdale YM/YWHA,Riverdale Y - New Beginnings Center for Contemporary Adults,131740507,30000,"Funding to support New Beginnings Center, which will offer older adults opportunities to socialize and get involved in a new community space."
Farias,Young Men's Christian Association of Greater New York,Castle Hill YMCA: Glebe Senior Center,131624228,20000,Funding to support the Glebe Senior Center in Council District 18.
Louis,Young Men's Christian Association of Greater New York,Flatbush YMCA Older Adult Programming- Council District 45,131624228,10000,"Funds will be used to support operating expenses and programming associated health and wellness of older adults at Flatbush YMCA for group exercise classes, social"
Felder,"Young Men's Young Women's Hebrew Association of Boro Park, Inc.",,111630917,16000,"Funds will be used to provide activities and special events for seniors in the community; including exercise classes, entertainment, and outings to cultural events"
Morano,"Zimmer Club Youth Conservation Program of Staten Island, Inc.",Senior Mentorship Program,352262561,5000,Funding will support senior mentorship program for youth. Page 26
