member,organization,program,ein,amount,agency,purpose
Bottcher,"Bailey House, Inc.",Holt House,133165181,5000,DHMH,Funds will support 24/7 services provided at Bailey-Holt House (BHH).
Osse,Bailey's Cafe,As Quiet As It's Kept (AQAIK) Program - Council District 36,200221451,5000,DCLA,Funding for the As Quiet As It's Kept (AQAIK) program.
Brewer,"Ballet and Beyond NYC, Inc.",Summer Performing Arts Conservatory,811705519,5000,DCLA,Funds will support a summer intensive dance and musical theater training program for children.
Speaker,"Brewer Ballet Hispanico of New York, Inc.",,132685755,100000,DCLA,"Funds will support the Company, School of Dance and Community Arts Partnerships programs."
Bottcher,"Ballet Hispanico of New York, Inc.",Council District 3,132685755,5000,DCLA,"Funds will support Company, School of Dance, and Community Arts Partnerships programs."
Louis,"Ballroom Basix USA, Inc.",Council District 45,273218865,5000,DCLA,"The funds will support a series of dance sessions, enriching curriculum by celebrating Latinx and African-American history and culture in Council District 45."
Hudson,"Ballroom Basix USA, Inc.",Multi-Cultural In-School Dance Programming - Council District 35,273218865,10000,DCLA,"Funding for in-school dance programs, including multi-cultural dances like Latin/African dance at Council District 35 schools."
Williams,"Ballroom Basix USA, Inc.",Public School / Intermediate School 268Q (29Q268),273218865,5000,DCLA,Funding will support instruction at Public School / Intermediate School 268Q.
Williams,"Ballroom Basix USA, Inc.",Public School / Middle 147Q Ronald McNair (29Q147),273218865,5000,DCLA,Funding will support instruction at Public School / Middle School 147Q.
Hanks,"Ballroom Basix USA, Inc.",Public School 020R Port Richmond (31R020),273218865,10000,DCLA,Funding to support programming in Public School 020R Port Richmond (31R020)
Lee,"Ballroom Basix USA, Inc.",Public School/Intermediate School 208Q (29Q208) & 266Q (26Q266),273218865,6000,DCLA,Funds will be used to provide programming for Public School/Intermediate School 208Q & 266Q.
Abreu,"Ballroom Basix USA, Inc.",School Programming - Council District 7,273218865,10000,DCLA,Funding to support in-school dance programming in Council District 7. Page 35 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Speaker,Nurse Bangladeshi American Community Development and Youth Service Corporation,,452389573,50000,DYCD,"To support food and housing insecurity, benefits entitlement, ESL and civic classes, immigration and naturalization applications assistance, after-school enrichment, merchant organizing, and events for residents of East New York and South Ozone Park."
Nurse,Bangladeshi American Community Development and Youth Service Corporation,Community Services,452389573,40000,DYCD,Funds will provide general support for community services in Council District 37.
Speaker,Rivera Bank Street College of Education,,135562167,100000,DYCD,Funds will support Bank Street's partnership with School District 1 elementary schools to increase literacy and improve educational outcomes.
Speaker,Joseph Bank Street College of Education,Liberty LEADS,135562167,25000,DYCD,"To provide funding support of day-to-day operations, which include (but not limited to): teacher salaries; middle and high school counselors; other key staff; program supplies including access to technology; student trips/college tours; student food."
Salaam,"Barbershop Books, Inc.",,464377279,5000,DYCD,Funds to help in increasing reading access to children.
Brooks-Powers,Bard College,Council District 31,141713034,10000,DYCD,The funding will support reentry programming at Bard Prison Initiative for residents from Council District 31.
Ayala,Barrio Independent Productions,Frenzy Festival,844841311,5000,DYCD,To support the Frenzy Festival expenses.
Williams,"Bartlett Foundation, The",Music Outreach - Council District 27,900952784,10000,DFTA,Funding will provide music outreach to seniors and senior centers in Council District 27.
Marte,Battery Dance Corporation,Festival,237418859,7000,DCLA,To support the programming costs of the Battery Dance Festival.
Paladino,"Bay Community Volunteer Ambulance Corps, Inc.",Volunteer Ambulance,116106688,7500,FDNY,Funding will support the services and operating costs of the BCVAC in Council District 19.
Brannan,Bay Ridge Cares,Local Support & Aid Programming - Council District 47,461784806,25000,DYCD,Funds to be used for programs and projects that support Council District 47 residents in need.
Brannan,"Bay Ridge Community Development Center, Inc.",Community Case Management - Council District 47,832708042,15000,DYCD,"To support case management program, including benefits application assistance and other social services for Council District 47 residents in need."
Brannan,"Bay Ridge Saint Patrick's Parade, Inc.",Cultural Events Programming - Council District 47,113256152,10000,DYCD,To support with operating costs of planning and holding annual Bay Ridge St. Patrick's Day Parade.
Paladino,Bayside Historical Society,"Community Fireworks Show, Public Prog, Exhibitions, Edu and School Prog, Cmty Events & Engagement",116049457,77000,DCLA,Funding will support BHS community programs and annual fireworks show in Council District 19.
Lee,Bayside Historical Society,Council District 23,116049457,5000,DCLA,"Funds to support the operating expenses of the exhibitions, education, school programs, and community engagement."
Paladino,Bayside Village Business Improvement District,Business Attraction & Community Events,262931126,20000,SBS,"Funds will be used for community events hosted by the BID throughout the year, general marketing, and business attraction in Council District 19."
Felder,"Be Proud, Inc.",,582674169,5000,DYCD,"Funds will be used to cover costs toy-drive events, and food distributions. These costs include food packages, rental space, and event supplies."
Dinowitz,"Bedford Park Multi-Service Center for Senior Citizens, Inc.",Older Adult Programs - Council District 11,132745303,10000,DFTA,Funding to support health and wellness programming for older adults in Council District 11.
Osse,Bedford Stuyvesant Restoration Corporation,,116083182,15000,DYCD,Funding for programming and services at Restoration for Council District 36.
Osse,Bedford Stuyvesant Restoration Corporation,National Night Out - 79th Precinct & 81st Precinct,116083182,5000,DYCD,Funding for National Night Out for 79th Precinct and 81st Precinct
Osse,Bedford Stuyvesant Volunteer Ambulance Corps,,112957898,15000,FDNY,Funding for BSVAC's emergency medical services and BSVAC's training programs.
Hanks,"Bee U, Inc.",Funding will support Community Workshops and Visits in Council District 49.,881156617,10500,DYCD,Funding will support Community Workshops and Visits in District 49. Page 36 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Speaker,"Banks Be'er Hagolah Institutes, Inc.",Gym and Fitness,112501388,50000,DYCD,To provide Gym and Fitness programming in the 42nd Council District for students.
De La Rosa,"Behind the Book, Inc.",Council District 10,320086097,5000,DCLA,To support Behind the Book programming in Council District 10.
Ayala,"Behind the Book, Inc.",Literacy Programs - Council District 8,320086097,5000,DCLA,"To support in-school, after-school and summer literacy programs in Council District 8."
Adams,"BeingEgypt Cares, Inc.",,921532576,5000,DYCD,"Funds will be used to have youth take part in day of educational, social, cultural, leadership, and service-oriented programming and fun activities."
Riley,"BeingEgypt Cares, Inc.",Junior Clippers Academy - Council District 12,921532576,10000,DYCD,Funds to support barber training for District 12 youth.
Speaker,"Bottcher Bella Abzug Leadership Institute, Inc.",Journey to Leadership,300280807,100000,DYCD,"To support leadership, debate training, and mentoring programs for middle school, high school, and college-aged young women."
