fiscal_year,stream,member,organization,program,ein,amount,agency,purpose,status,confidence,source_file
2015,appendix_a_aging,Dickens,"Central Harlem Senior Citizen Coalition, Inc.",Harlem Seniorifics Basketball Team,132754783,4000,DFTA,"To support, acting as a fiscal conduit,  the Harlem Seniorifics Basketball Team Health and Fitness Initiative, a competitive basketball program for seniors.  Funds will support coaches, equipment, safety gear, uniforms and travel to competitions.",Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Dickens,"Central Harlem Senior Citizen Coalition, Inc.",Harlem Honeys Bears Swim Team,132754783,5000,DFTA,"To support, acting as a fiscal conduit,  the Harlem Honeys Bears Swim Team Health and Fitness Initiative, an educational and competitive swim program for seniors.",Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Koo,"Chinese-American Planning Council, Inc.",,136202692,19000,DFTA,"To provide individuals over the age of 60 with an array of services including congregate meals, wellness programming, recreational activities, educational programming, case management and entitlements/benefits assistance.",Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Levin,"Circuit Productions, Inc.",,132881858,3500,DFTA,To provide musical programming for seniors.,Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Dickens,Citizens Care Committee,,136179568,4000,DFTA,"Funds will be used to support Nutrition Education, Case Assistance, Fitness Programs, and Information Referrals.",Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Lander,Coalition Of Institutionalized Aged And Disabled,,133124614,3500,DFTA,"To provide advocacy, educational and organizing services to the residents of adult homes.",Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Matteo,"Community Agency for Senior Citizens, Inc.",,133263537,3000,DFTA,"Funds will be use to support CASC Transportation programs (DFTA 505-5,000 and DFTA 538-10,000) for transportation for food shopping, banking, senior centers and recreational trips to/from centers, senior housing and individual homes.",Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Ignizio,"Community Agency for Senior Citizens, Inc.",,133263537,11000,DFTA,Funding will support CASC Transportation programs.,Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Rose,"Community Agency for Senior Citizens, Inc.",,133263537,45000,DFTA,"Funds will go towards the CASC Transportation programs for transportation for food shopping, banking, senior centers and recreational trips to/from centers, senior housing and individual homes; and towards CASC Cassidy Coles Neighborhood Senior Center for groups/activities, group supplies, computer training classes (CC computer room).",Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Miller,"Community Bridge Home, Inc.",,113192295,5000,DFTA,"Funding to support program, which teaches intermediate bridge, which emphasizes progressively more difficult skills and provides practice lessons to reinforce skills.",Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Matteo,Community Service Society of New York,,135562202,5000,DFTA,"Funds will be used to support the CSS/RSVPs Advocacy, Counseling and Entitlement Services (ACES) Project trains volunteers ages 55 to serve as public benefit counselors.",Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Dickens,"Concerned Home Managers for the Elderly, Inc.",,133275504,8500,DFTA,"To recruit and retain the home care workers/home health aides, provide the aides with benefits educational /career opportunities and peer mentorship support, and provide services to older adults.",Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Mealy,"Concerned Home Managers for the Elderly, Inc.",,133275504,10000,DFTA,Funding will be used to pay the salary of a social work career specialist who recruits and helps to retain home health aides by offering them an array of supportive services and educational/career opportunities.,Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Arroyo,"Concerned Residents Organization, Inc.",,202495043,6000,DFTA,"To support senior services programming for seniors in the Soundview, Castlehill and Parkchester communities.",Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Gibson,Concourse Village Special Adults Senior Center,,131977533,10000,DFTA,"The funds will support health, wellness and safety workshops, trips, games, sewing classes, birthday and holiday celebrations.  Funds will also go to start an exercise and arts/craft class.",Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Gibson,Concourse Village Special Adults Senior Center,,131977533,10000,DFTA,"The funds will support health, wellness and safety workshops, trips, games, sewing classes, birthday and holiday celebrations.  Funds will also go to start an exercise and arts/craft class.",Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Reynoso,"Conselyea Street Block Association, Inc.",Swinging Sixties Senior Center,112347180,5000,DFTA,To support programming for seniors at Swinging 60s Senior Center in Williamsburg.,Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Ferreras,"Corona Congregational Church, Inc.",Florence E Smith Senior Services,111802803,15000,DFTA,"Funds will support senior programming services including educational and recreational activities, health management, technology, transportation, and case work services.",Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Matteo,"Corporal Allen F. Kivlehan Korean War Veterans Association, Inc.",,133634076,4500,DFTA,"Funds will be used to support transportation, food and equipment for organization's meetings",Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Torres,"Council of Belmont Organizations, Inc.",,132755323,10000,DFTA,Funds will support social services assistance including providing information and referrals and applications for public assistance and benefits,Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Torres,"Council of Belmont Organizations, Inc.",,132755323,30000,DFTA,"Funds will support direct services for seniors to access federal, state and local public entitlement programs.",Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Williams,"Council of Jewish Organizations of Flatbush, Inc.",,112864728,3500,DFTA,Funds will be used to support senior programming.,Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Lander,"Council of Peoples Organization, Inc.",,753046891,4000,DFTA,To support health and wellness programs for seniors.,Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Williams,"Council of Peoples Organization, Inc.",,753046891,7000,DFTA,"Funds to provide  meals, education and recreation services to the South Asian/Muslim communities.",Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Mealy,"Crown Heights Jewish Community Council, Inc.",,237390996,10000,DFTA,"Funds will support the following programs and services: Immigration, Family Crisis Intervention, Employment Assistance, Access to Entitlements, Health Insurance Information, Food Stamps Enrollment, or Housing-Related Services",Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Cumbo,"Crown Heights Jewish Community Council, Inc.",,237390996,20000,DFTA,"Funds  to support the Social Service Center which provide services in a few of the following areas:  Immigration, Family Crisis Intervention, Employment Assistance, Access to Entitlements, Health Insurance Information, Food Stamps Enrollment, or Housing-Related Services",Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Mealy,Crown Heights Preservation Committee Corporation,,112322490,10000,DFTA,Funds will be used to enhance activities for seniors and to purchase various items needed to sustain the center. It will also be used for maintaining senior wheel chair accessible bus.,Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Cumbo,Crown Heights Preservation Committee Corporation,Shalom Senior Center,112322490,15000,DFTA,"Funds will help defray cost of  ESL (English Second Language) classes, consultants who provide entertainment for the seniors. Also part of the funds help maintain the upkeep of the wheel chair accessible senior bus.",Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Eugene,Crown Heights Preservation Committee Corporation,Shalom Senior Center,112322490,15000,DFTA,"Funds will be used to promote activities in our center such as ESL, Computer class, Trip and defray the cost of using our wheel chair accessible senior bus.",Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Cumbo,"Crown Heights Youth Collective, Inc.",,112506422,8000,DFTA,"Funds will be used for Programming and Services to be provided:  Staffing and Maintenance of center, supplies, programming, meal preparation and services, entertainment - field trips coach bus service, cable and internet service.",Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Espinal,"Cypress Hills-Fulton Street Senior Citizens Center, Inc.",,112297647,81875,DFTA,"Funding to provide operational support for services, Health Promotion, Recreation  Education, Insurance.",Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Kallos,"DOROT, Inc.",,133264005,1000,DFTA,"To counsel and provide services, including help to secure permanent housing, for homeless seniors participating in the Homelessness Prevention Program (HPP) and to provide continued aftercare services to formerly homeless HPP seniors.",Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Garodnick,"DOROT, Inc.",,133264005,5000,DFTA,"Funding will support DOROT's Homelessness Prevention Program (HPP), which responds to the needs of underserved homeless New York City seniors.",Cleared,high,funded_disclosure_FY2015.xlsx
2015,appendix_a_aging,Dickens,"DOROT, Inc.",,133264005,5000,DFTA,"To provide homeless seniors temporary housing, meals daily, counseling, and other assistance at a transitional residence, located at 44 West 87th Street, while finding the seniors permanent homes.",Cleared,high,funded_disclosure_FY2015.xlsx
