member,organization,program,ein,amount,purpose
Brewer,"New York Junior Tennis League, Inc.",Community Tennis Programs,237442256,5000,Funds will be used to support Community Tennis Programs.
Joseph,"New York Junior Tennis League, Inc.",Community Tennis Programs (CTP) - Council District 40,237442256,5000,Funding to provide free recreational tennis and educational programs for beginner and intermediate players in Council District 40.
Riley,"New York Junior Tennis League, Inc.",Council District 12,237442256,20000,Funds to be used for tennis programs and clinics in Council District 12.
Farias,"New York Junior Tennis League, Inc.",Council District 18,237442256,10000,Funds will support Community Tennis & Educational programs for NYC youth within Council District 18.
Rivera,"New York Junior Tennis League, Inc.",Council District 2,237442256,10000,Funds will support New York Junior Tennis League's programs and operations.
Lee,"New York Junior Tennis League, Inc.",Council District 23,237442256,18000,To fund Community Tennis and Educational programs in Council District 23.
Gennaro,"New York Junior Tennis League, Inc.",Council District 24,237442256,12500,Funding will support the expenses associated with providing free tennis lessons for children. Appendix C: Youth Discretionary Page 176 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Barron,"New York Junior Tennis League, Inc.",Council District 42,237442256,10000,Funding to support operating expense costs for community tennis sport programming in Council District 42.
Menin,"New York Junior Tennis League, Inc.",Council District 5,237442256,10000,"The funds will be used to provide free tennis programs for players, ages 5-18 years, who reside in Council District 5. Equipment will be provided to all participants. Special events, team tournaments and trips are a regular part of the program schedule."
Borelli,"New York Junior Tennis League, Inc.",Council District 51,237442256,5000,Funding will support community tennis program in Council District 51.
Holden,"New York Junior Tennis League, Inc.",Juniper Park Tennis Youth Program,237442256,15000,Funds to be used for tennis programs in Juniper Valley Park.
Ung,"New York Residents Alliance, Inc.",,843110055,5000,To support Youth4AM Leadership Program to immigrant and underprivileged youth.
Williams,"New York Skyriders, Inc.",Council District 27,113287258,5000,Funds will be used for teen programming in the 27th Council District.
Brewer,"New York Sun Works, Inc.",Hydroponic Classrooms,200670312,5000,"Funds will support Hydroponic Classrooms for STEM, Climate, and Sustainability Education."
Paladino,"New York Sun Works, Inc.",Hydroponic Classrooms - Bayside High School (26Q495).,200670312,5000,Funding will suport urban farming and science program at Bayside HS (26Q495).
Paladino,"New York Sun Works, Inc.",Hydroponic Classrooms - Public School 094Q David D. Porter (26Q094),200670312,5000,Funding will support urban farming and science program at Public School 094Q David D. Porter (26Q094).
Moya,"New York Sun Works, Inc.","Hydroponic Classrooms, Programming & Events - Council District 21",200670312,10000,"To support Hydroponic classrooms, comprehensive grade-specific year round science curriculum, teacher training & mentoring support, weekly equipment maintenance support, harvest program, and community engagement support for Council District 21 students.."
Vernikov,"New York United Jewish Association, Inc.",,262647383,8000,Funding to support educational and youth programming and activities.
Louis,"New York United Jewish Association, Inc.",Council District 45,262647383,5000,"Funding will support free recreational tennis and educational programs for beginner and intermediate youth players in Council District 45 throughout the year. The funds will also be used to foot the cost of special events, team tournaments."
Osse,"New Yorkers Against Gun Violence Education Fund, Inc.",,133808186,5000,Funding for NYAGV's ReACTION Youth Program/Training and Coaching Program.
Yeger,"NIA Community Services Network, Inc.",,112697931,6000,Funds will be used for after-school programming to include an array of cultural arts enrichment activities and exposure.
Hanif,"NIA Community Services Network, Inc.",Council District 39,112697931,9500,"To support after-school programs, along with family and community services/events in Council District 39."
Brannan,"NIA Community Services Network, Inc.",Youth & Family Community Programming - Council District 43,112697931,31000,To support cultural/community events and programs available to families and youth in Council District 43.
Feliz,"Nino de la Caridad, Inc.",Council District 15,810834466,20000,Funds will go towards providing wholistic health and wellness programming to youth in Council District 15.
Riley,"North Bronx Youth Sports Association, Inc.",Council District 12,510500030,10000,Funds will support recreational after school programming for Council District 12. Appendix C: Youth Discretionary Page 177 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Ayala,"Northside Center for Child Development, Inc.",After-School & Summer Programs,131656679,5000,To provide funding to support Northside's after school and summer programming.
Rivera,Notre Dame School of Manhattan,Summer Camp,131782481,5000,Funds will support Notre Dame's summer camp.
Ariola,"NY Softball, Inc.",,453276015,5000,"Funds will be used for staff, training and insurance and to purchase uniforms and equipment."
Hanks,NYC Arts Cypher,Hip Hop Dance,571229930,5000,Funding will support the Hip Hop Dance program in Council District 49.
Williams,"NYC First, Inc.",,462754933,6000,"Robotics Team funding for PS 197, Cambria center for the gifted child or any other school within Council District 27."
Ung,"NYC First, Inc.",Robotics Leagues & STEM Programs - Council District 20 Schools,462754933,5000,To support STEM education programs and youth robotics leagues in Council District 20 schools.
Marte,"NYC First, Inc.",Youth Robotics Leagues - Council District 1,462754933,8000,Funds will be used to provide STEM education programs and youth robotics leagues for young people in District 1.
Won,"NYC Kids RISE, Inc.",College & Career Readiness,814526739,5000,Funds to support the NYC Kids RISE Save for College Program.
Moya,"NYC Kids RISE, Inc.",Program & Workshops - Council District 21,814526739,10000,Funding to support the college and wealth building program in Council District 21.
Caban,"NYC Kids RISE, Inc.",Save for College Program,814526739,8500,Funds will be used to support the operational and/or the administrative costs associated with college savings plan for students.
Carr,"On Your Mark, Inc.",,133128315,10000,Funds will be used for the operating cost to support the recruitment and training of local high school and college students to work with children with developmental disabilities.
Borelli,"On Your Mark, Inc.",Project Teamwork,133128315,5000,Funding to support Project Teamwork program.
Ariola,"One Stop Richmond Hill Community Center, Inc.",,680602829,5000,The funds will be used for operating costs associated with both the Mommy & Me and Computer Science and Video Conferencing programs.
Ariola,"One Stop Richmond Hill Community Center, Inc.",,680602829,5000,Funds will support after school (in person or online) science and computer technology video conferencing program for students in grades 3 to 5 within Council District 32.
Restler,"Opportunities for a Better Tomorrow, Inc.",Youth Education & Job Training Program - Council District 33,112934620,5000,Funds will be used to support job training and self-sufficiency of foster youth or youth aged out of care in Council District 33.
Gutierrez,"Opportunities for a Better Tomorrow, Inc.",Youth Education Training Program - Council District 34,112934620,10000,Funding will support Youth Education Training Program in Council District 34.
Krishnan,"Osborne Association, Inc., The",,135563028,8000,To support program aimed at helping incarcerated youth maintain family ties to help reduce recidivism.
Brewer,"P.S. 75 Parent-Teacher Association, Ltd.",Afterschool Program for students - Emily Dickinson School 75M (03M075),133497284,10000,Funds will support Afterschool Program for students at the Emily Dickinson School 75M (03M075).
Vernikov,"Pakistani American Youth Organization, Inc.",,474022872,5000,"Funding to provide educational, environmental, cultural, health and sports activities for youth in the community."
Louis,"Pakistani American Youth Organization, Inc.",Council District 45,474022872,10000,Funds will be used to support the P.O.W.E.R program in Council District 45. Appendix C: Youth Discretionary Page 178 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Farias,Parkchester Little League,,136162741,8500,"Funding to support operational expenses associated with Little League Baseball, including but not limited to league uniforms, baseball equipment, trophies, field maintenance equipment and the rental cost for the use the gymnasium and baseball field."
Osse,"Partnership with Children, Inc.",Public School 308K Clara Cardwell,135596751,7250,Wrap-around community school programming at P.S. 308 Clara Cardwell.
Adams,"Pearls & Ivy Foundation of Queens, Inc.",Youth Leadership Program,454427316,8000,Funds will support Youth Leadership Program.
Powers,"Per Scholas, Inc.",,043252955,5000,Funding will support costs of IT Workforce Training program for participants.
Restler,"Pesach Tikvah Hope Development, Inc.","Holocaust Services, Clinic Services & Disability Services - Council District 33",112642641,6000,To support programming in Council District 33 including: After School Respite program for children with disabilities.
Stevens,"Phipps Neighborhoods, Inc.",Culinary Arts Training Program - Intermediate School 313X,132707665,15000,Funds will support the culinary arts training program at Intermediate School 313X in Council District 16.
Rivera,"Phipps Neighborhoods, Inc.",Youth Programs & Services,132707665,10000,Funds will support Phipps Neighborhood's youth services programs and operations.
Jordan,"Playing on The Edge Basketball Program, Inc.",Harlem Basketball,800964118,5000,"Funds will be used for basketball supplies such as basketballs, uniforms, heavy duty ropes and dribble sticks; all programing in the bounds of Council District 9."
Farias,"Police Athletic League, Inc.",Council District 18,135596811,6500,Funds will support PAL Community Youth Recreation Days in Council District 18
Brooks-Powers,"Police Athletic League, Inc.",Council District 31,135596811,5000,Funding will support Community Youth Recreation Days and sports activities at Goldie Maple Academy in Council District 31.
Carr,"Police Athletic League, Inc.",Council District 50,135596811,5000,Funding to support sports for youth in Council District 50.
Hanks,"Police Athletic League, Inc.",Summer Camp Trips - Council District 49,135596811,5000,Funding will support Summer Camp Trips for Council District 49th youth.
Kagan,"Police Athletic League, Inc.",Teen Center - Council District 47,135596811,5000,Funds will provide activities to community youth ages 13-19 at PAL’s Teen Center.
Feliz,"Police Athletic League, Inc.",Webster PAL,135596811,40000,Funds will support youth-NYPD engagement activities in Council District 15.
Brewer,"Police Service Area 6 Community Council, Inc.",Safety & Quality of Life Community Programs,465658652,5000,Funds will support youth programs and partnerships in the Police Area 6 to improve public safety and quality of life.
Brewer,"Positive Influence, Inc.",Sports Training & Mentoring Program,562519776,5000,Funds will be used to support sports and after school youth programming.
Rivera,"PowerPlay NYC, Inc.",,134045021,5000,Funds will support PowerPlay's programs and operations.
Hanks,"PowerPlay NYC, Inc.",STARS Program - Council District 49,134045021,5000,Funding will support the Citywide Sports Training and Role-models for Success (STARS) initiative in Council District 49.
Hudson,Pratt Institute,"Pratt Institute Center for Art, Design and Community Engagement K-12",111630822,2500,"Funding to support visual art and design learning opportunities for New York City youth, aged 6-18, including Pratt Young Scholars, to help keep young people occupied and out of potentially violent encounters."
Adams,"Prime Time Sports & Arts, Inc.",Prime Time Sports - Council District 28,463622261,5000,"Funds will support youth sports, clinic and youth leadership in Council District 28. Appendix C: Youth Discretionary Page 179 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Vernikov,Project Witness,,113456787,5000,Funding to support educational programing teaching Holocaust awareness and a message of tolerance to all mankind.
Marte,"PS 184M Shuang Wen School Parent Association, Inc.",,815283837,5000,This funding will support enrichment activities for the students of PS184 Shuang Wen School.
Moya,"Publicolor, Inc.",,133912768,10000,Funds will support a paint club in Council District 21.
Powers,"Publicolor, Inc.",Next Steps College Prep Programming,133912768,5000,Funding will support Next Steps College and career preparation programming in Council District 4.
Barron,Purelements: An Evolution in Dance,Council District 42,205332584,5000,Funding to support youth arts and culture enrichment.
Gutierrez,"Quebradillas Baseball Organization, Inc.",,450491693,7500,Funding will support the Quebradillas Baseball Organization and Girls Softball League.
Nurse,"Quebradillas Baseball Organization, Inc.",Youth Baseball - Council District 37,450491693,10000,Funds will support youth baseball leagues in Council District 37.
Won,Queen of Angels RC Church,Youth Programming,111723787,5000,Funds will be used for the youth programming at the center.
Brooks-Powers,Queens Alumnae Chapter Delta Sigma Theta,College Program - Council District 31,166098017,3000,Funding will support activities supporting youth interested in attending college in District Council 31.
Brooks-Powers,Queens Alumnae Chapter Delta Sigma Theta,Council District 31,166098017,3000,Funds will be used to plan and implement activities to support African American males in Council District 31.
Schulman,"Queens Community House, Inc.",Council District 29,112375583,24000,Funding to support after-school programming and activities for youth and families in Council District 29.
Krishnan,"Queens Community House, Inc.",LGBTQ Youth Programming,112375583,12500,To support operating expenses of the center and programming/services for LGBTQ teens.
Schulman,"Queens Community House, Inc.",LGTBQ Youth at Generation Q - Council District 29,112375583,10000,Funding to support programming and services for LGTBQ Youth at Generation Q in Council District 29.
Gennaro,"Queens Community House, Inc.",Pomonok After-School Program,112375583,57000,Funding to support QCH After School program In Council District 24: Extended hours for working parents till 7PM.
Gennaro,"Queens Community House, Inc.",Pomonok Summer Camp - COMPASS,112375583,8000,Funding to support operation expenses associated with after-school and summer camp programming.
Brooks-Powers,Queens Law Associates Not-For-Profit Corporation,Council District 31,270364845,5000,Funding will support after-school initiatives in Council District 31.
Mealy,"Quest Youth Organization, Inc.",Young Musicians in Training (YMIT) - Women's Leadership Program,550858436,10000,"Funds to support young women in leadership positions through the musical arts in female instructors/teaching artist, arrangers, song writers, composers and band leaders."
Bottcher,"Rauschenbusch Metro Ministries, Inc.",,133859713,5000,"Funds will support academic enrichment, community engagement, food justice initiatives and homelessness support for families of children and teens."
Hanks,"Read Alliance, Inc.",School Year & Summer READing Program,134091062,5000,Funding will support Read Alliance School Year and Summer READing program in Council District 49.
Adams,Recreational Inner-City Sports & Education (R.I.S.E.),Community Programming - Middle School 72Q,113168473,8000,Funds will support afterschool recreational and educational programming. Appendix C: Youth Discretionary Page 180 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Williams,Recreational Inner-City Sports & Education (R.I.S.E.),Council District 27,113168473,6000,Funds will be used for Youth Recreation in Council District 27.
Aviles,"Red Hook Initiative, Inc.",Youth Empowerment Pipeline,203904662,15000,Funds will support Youth Empowerment Pipeline programming and services.
Osse,"Reel Stories Teen Filmmaking, Inc.",,200936377,5000,Funding to support free after school filmmaking programs for youth in Council District 36.
Ayala,"REM Center, Inc.",Family Enrichment Center,873939856,10000,To support programming at the Family Enrichment Center.
Krishnan,"Renaissance Charter School, The",Teens for Racial & Ethnic Awakening (TREA),113550391,7500,"To fund staffing and program materials and supplies for Teens for Racial and Ethnic Awakening (TREA), a program run for teens by teens."
Carr,"Richard Willis Memorial Fund, Inc., The",,133949376,5000,"Funds will be used to pay for T-shirts, Trophies, Whistles, Souvenirs, insurance and rental of the facility for the Richard Willis Memorial 3 on 3 Tournament."
Carr,"Richmond County Youth Complex, Inc.",Field Maintenance,205857329,22500,"Funds will be used to support Field Maintenance, which includes equipment upgrades and materials."
Brooks-Powers,"Rising Ground, Inc.",Council District 31,131860451,13000,"Funding to support services for homeless and underserved youth in Council District 31, including mediation, mentorship and community mobilization services."
Dinowitz,"Riverdale Neighborhood House, Inc.",,131740024,25000,"Funding to provide youth resources at RNH to learn about sexual and reproductive health, and rights through one-on-one coaching, workshops, and monthly health fairs."
Dinowitz,"Riverdale Neighborhood House, Inc.",Teen Program,131740024,25000,"Funding to support and expand the RNH Teen Center, a free after-school program for Bronx youth ages 13-18."
Dinowitz,"Riverdale Neighborhood House, Inc.",Youth Market,131740024,25000,Funds will be used to support the Youth Market in Council District 11.
Adams,"Rochdale Village Social Services, Inc.",Academic Success Tutoring Program,113397470,18000,Funds will support academic tutoring and recreational programming at the RV Community Center.
Ariola,"Rockaway Artists Alliance, Inc.",,113217121,20000,Funds will be used to bring art and cultural programing to the Rockaway Peninsula.
Caban,"Roman Catholic Church of Corpus Christi, Borough of Queens, City of New York",Basketball League,111666228,5000,Funds will be used to defray the costs of the basketball league.
Won,"Roman Catholic Church of Corpus Christi, Borough of Queens, City of New York",Youth Sports Programming,111666228,5000,"Funding to support youth sports programming including Catholic Youth Organization registration expenses, basketball supplies, uniforms, and for facility maintenance."
Aviles,Roman Catholic Church of Our Lady of Perpetual Help,,111666873,5000,The funds will be used to help pay for equipment as well as the helping with the costs of maintaining the grass field for the soccer program
Brannan,Roman Catholic Church of Our Lady of Perpetual Help,Youth Soccer Program,111666873,10000,To support youth sports programming.
Holden,Roman Catholic Church of St. Margaret,Youth Programs,111723800,10000,"Funds to be used for operational expenses including equipment purchases, referee costs, outreach, uniforms and gym rentals and expenses associated with theatre production including cost of performance/copyrights, stage equipment and prop purchases."
Adams,Rosedale Jets Football Association,,113401835,4000,"Funds will support the cost of uniforms, fees, and operational expenses. Appendix C: Youth Discretionary Page 181 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Williams,Rosedale Jets Football Association,,113401835,9500,"Funding will cover costs associated with Football and Cheerleading Camp, including transportation, supplies, equipment and meals."
Brooks-Powers,Rosedale Jets Football Association,Council District 31,113401835,10000,"Funding to support costs associated with Football Camps, transportation and other needs in Council District 31."
Gennaro,"Row New York, Inc.",,113632924,5000,Funding to support programming in public schools in Council District 24.
Louis,Rugby Deliverance Tabernacle,Council District 45,113304088,5000,"Purpose of funds will be utilized to provide services to youth for seeking services for GED review and testing, basic computer training, mentoring and counseling."
Ariola,Sacred Heart Youth Program,,111666876,5000,Funds will be used to support Sacred Heart Youth Sports program.
Holden,Sacred Heart Youth Program,,111666876,1500,"Funds to be used to support the youth sports program including the cost of uniforms, equipment, league costs, officials and facilities."
Williams,Saint Albans Jamaica Comets Little League,,852746023,5000,Funds will be used to support baseball program.
Holden,"Salvatore LaRussa Dance Company, Inc.",,320119937,5000,"Funds to be used to support general operating expenses associated with various dance classes including uniforms, space rentals, advertising and program supplies."
Lee,"Samuel Field YM & YWHA, Inc.",,113071518,10000,Funding to support services for Council District 23 children with Autism Spectrum Disorder (ASD) and their families.
Paladino,"Samuel Field YM & YWHA, Inc.",Services for Children with Autistic Spectrum Disorder,113071518,12500,Funding to support Children with Autistic Spectrum Disorder.
Schulman,"Samuel Field YM & YWHA, Inc.",Support Our Youth,113071518,22500,"To support program activities include social, recreational, educational, and health related program; stay well exercise, nutrition and medication screening; support groups for bereavement; mental health counseling; transportation."
Krishnan,SCO Family of Services,LGBTQ Youth Programs,112777066,5000,To fund educational and vocational programming emphasizing targeted support for LGBTQ youth.
Kagan,"Sephardic Community Youth Center, Inc.",Youth Services - Council District 47,112567809,5000,Funds will be used to support Sephardic Community Youth Center programming and services.
Vernikov,Shaare Zion Congregation,,111735956,5000,Funds will be used to support the children’s library and after school programs.
Yeger,Shaare Zion Congregation,,111735956,7500,"Funds will be used for youth programming and activities including library services, and after-school program."
Kagan,Shaare Zion Congregation,Youth Programs - Council District,111735956,5000,Funds will be used to create after school programs for children in Council District 47.
Paladino,Shannon Gaels Gaelic Football Club,Gaelic Football & Hurling,272354756,7500,"Funding will cover costs for uniforms, equipment, supplies, tournament entry costs, space rental, insurance and various other expenses in Council District 19."
Hanif,Shema Kolainu,Hear Our Voices,113503085,20000,To Support school programming for children with autism and training for parents.
Yeger,Shema Kolainu,Hear Our Voices,113503085,8000,Funding to support parent/educator training for caregivers to young people on the autism spectrum. Appendix C: Youth Discretionary Page 182 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Kagan,"Shorefront YM-YWHA of Brighton-Manhattan Beach, Inc.",Employment Support Program - Council District 47,113070228,5000,Funds will be used for a pre-employment program for kids ages 12-15 on the autism spectrum.
Kagan,"Shostakovich Music, Art and Sport School, Inc., The",Cultural & Arts Program - Council District 47,112857556,7000,"Funds will provide afterschool music, cultural and arts programs."
Powers,"Simon Wiesenthal Center, Inc.",,953964928,5000,Funding will support Combat Hate workshops in Council District 4 schools.
Joseph,"Simon Wiesenthal Center, Inc.",Combat Hate & Digital Empowerment Workshop - Council District 40,953964928,5000,"Funds will be used to support Combat Hate, a dynamic, 50 minute classroom workshop that engages middle and high school students in critical thinking for decoding and rejecting online hate."
Brewer,"Simon Wiesenthal Center, Inc.",Combat Hate: Digital Empowerment Workshop,953964928,5000,Funds will support Combat Hate digital empowerment workshop.
Hanif,"Singing Winds, Inc., The",Albemarle Playground,463805192,8000,"To support series of pop-up events and activities for adults, families and children in Albemarle Playground."
Louis,"Society for Haitian Research, Inc.",Council District 45,113439457,5000,Funds will support the Youth Development Through Civic Education Radio Program.
Joseph,"Society for Haitian Research, Inc.",Youth Build Project Initiative - Council District 40,113439457,5000,"Funds will support radio program, young people will receive training on how to share information with the community."
Rivera,Society of the Third Street Music School Settlement,Campos Plaza,135596825,8000,Funds will support Third Street Music School's programs and operations at Campos Plaza.
Marte,Society of the Third Street Music School Settlement,Third Street Partners,135596825,9000,Funding will support programming and arts education at the Third Street Music School.
Bottcher,Sophie Gerson Healthy Youth,,462977659,5000,To support youth programs and services.
Rivera,Sophie Gerson Healthy Youth,,462977659,5000,Funds will support Sophie Gerson Healthy Youth programs and operations in Council District 2.
Ung,South Asian Council for Social Services,Youth Services,113632920,5500,To support operational costs for the year-round youth internship and summer youth leadership programs.
Krishnan,"South Asian Youth Action, Inc.",,133943630,15000,"To fund academic support, leadership development, college readiness and enrichment opportunities."
Lee,"South Asian Youth Action, Inc.",Irwin Altman Middle School 172Q (26Q172),133943630,9000,Funds to support programming for the students of Irwin Altman MS 172 in Council District 23.
Caban,"South Asian Youth Action, Inc.",Our World Neighborhood Charter School,133943630,5000,Funds will be used to support SAYA programming at Our World Neighborhood Charter School in Astoria.
Schulman,"South Asian Youth Action, Inc.",Programming for High School & College Youth,133943630,10000,"Funding to support high school and college youth programming and activities including leadership development, mentorship, college access/success programs, and enrichment activities for residents of Queens and Council District 29."
Adams,"South Asian Youth Action, Inc.",Public School - Middle School 124Q (27Q124),133943630,20000,Funds will support the SAYA Afterschool program at PS/MS124Q.
Hanif,"South Asian Youth Action, Inc.",Public School 230 Doris L. Cohen (15K230),133943630,11500,Funding to support after-school programming at P.S. 230K (15K230). Appendix C: Youth Discretionary Page 183 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Ayala,"South Bronx United, Inc.",Recreational Soccer Program - Patterson Park,264064041,5000,To provide funds to support recreational soccer programming for Mott Haven youth at Patterson Park.
Stevens,"South Bronx United, Inc.",SBU Academy - Council District 16,264064041,5000,Funds would help increase the participant capacity of the SBU Academy for Council District 16.
Gutierrez,St. Nick's Alliance Corporation,"Connect for Success - High School for Enterprise, Business and Technology (14K478)",510192170,10000,"Funding will support the Connect for Success program at High School for Enterprise, Business and Technology (14K478)."
Brannan,St. Patrick's Church,Youth Sports Program,111631818,1000,To support youth sports programming.
Holden,St. Stanislaus Catholic Church,,111981305,9000,"Funds to be used to support operating expenses including space rental, uniforms and equipment for sports programming."
Brannan,"St. Vincent's Services, Inc.",Public School 102K (20K102) & Junior High School 259 William McKinley (20K259),111631823,6000,To support for HSVS Compass Program at Public School 102K (20K102) and Junior High School 259 William McKinley (20K259) Beacon Program.
Menin,"Stanley M. Isaacs Neighborhood Center, Inc.",The Learning Academy & Youth Employment and Education Services (YES),132572034,28500,"To support The Learning Academy and the Youth Employment and Education Services (YES), publicly noticed through Council District 5."
Hanks,"Staten Island Cricket Club, Inc.",,900932357,5000,Funds will support the operating costs of the Staten Island Cricket Club.
Hanks,"Staten Island Hurricanes Organization, Inc.",,871793853,15000,Finds will support the Staten Island Youth Football Team.
Borelli,"Staten Island Ice Hockey Association, Inc.",Ice Hockey Program,132939069,5000,Funds will support youth hockey clinic.
Carr,"Staten Island Little League, Inc.",,136162802,2500,"Funding will be used for utilities, uniforms, equipment, Annual picnic costs and other event expenses."
Carr,"Staten Island Sports Hall of Fame, Inc.",,133833390,8000,"Funding to support various services including general operating cost, rent, sports programs, museum/educational programs, and history/preservation of sports."
Borelli,"Staten Island Youth Soccer League, Inc.",,320048308,7500,Funding will be supporting youth soccer operations.
Aviles,"Street Soccer USA, Inc.",Connecting Communities Through Sport - Council District 38,264694946,10000,Funds to be used to support youth soccer programming.
Brewer,"Strycker's Bay Neighborhood Council, Inc.",Commons - After- School Program,131943516,5000,Funds support after-school programming at The Commons.
Hanks,"Student Leadership Network, Inc.",College Bound Initiative (CBI),061517218,5000,Funding will support the College Bound Initiative in Council District 49.
De La Rosa,"Student Leadership Network, Inc.",CollegeBound Initiative (CBI) - District 10,061517218,5000,Funds will be used to support Student leadership network programming in Marble Hill School for international studies.
Won,"Sunnyside Community Services, Inc.",Cornerstone Community Center - Woodside Houses,510189327,50000,Funding to support the Cornerstone Community Center at Woodside Houses and after- school program for students.
Lee,"Swim Strong Foundation, Inc.",,371526132,10000,Funding to support free swimming instruction and water safety programming in-person in Council District 23 and online.
Osse,"Swim Strong Foundation, Inc.",,371526132,5000,Funding for youth swim classes and water safety classes both in the water and online for Council District 36. Appendix C: Youth Discretionary Page 184 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Powers,"TADA! Theatre and Dance Alliance, Inc.",,133311294,5000,Funding will support programming at TADA! for Council District 4 constituents.
Ung,"Taiwan Center, Inc.",Isadora Rhythmic & Dance Academy,112857501,5000,"Funds will be used for operational, administrative and programmatic costs for the Taiwan Center Rhythmic and Dance Academy."
Brooks-Powers,"Teens for Food Justice, Inc.",Council District 31,453591508,10000,"Funding will support the creation and maintenance of a hydroponic farm and youth-led nutrition, health, advocacy programming and afterschool curriculum in Council District 31's Far Rockaway Educational Complex."
Sanchez,Theory 9 Incorporated,Kingsbridge Afterschool Programming & Evening Open Gyms,871072144,5000,To support afterschool programming in the Kingsbridge area of Council District 14 and open gym nights.
Restler,"Town Square, Inc.",Council District 33,562489014,10000,Funding will support informational programs for youth and schools; environmental programs that encourage sustainable living; and community building programs.
Joseph,"Trail Blazer Camps, Inc.",Summer Day Camp - Council District 40,131771421,5000,Funds will be used to support the Summer Day Camp and Youth programming in Council District 40.
Hudson,"Trail Blazer Camps, Inc.",Trail Blazers After School - District 35,131771421,8000,To support work readiness programs in District 35.
Hudson,"Trans Formative Schools, Inc.",Afterschool Program - Brooklyn,921285371,7000,Funding for the Trans formative Schools Afterschool Program to provide culturally competent and informed programming for TGNCNBI youth in Brooklyn.
Hanks,Truck's Roundball Classic,Summer Basketball League,611676852,10000,Funding will support the Summer Basketball League in Council District 49.
Brooks-Powers,"UMOJA Network for Young Men, Incorporated",Council District 31,800749431,5000,"Funding will support mentoring programming, educational experiential learning activities, operational support, and student supplies for Council District 31 residents."
Ayala,"Union Settlement Association, Inc.",Bookbag Distribution - Youth Fair,131632530,10000,To support the distribution of bookbags at the End of Summer Youth Fair.
Holden,"Unique People Services, Inc.",,133636555,5000,"Funds to be used to support physical, occupational and speech therapy programs for youth in Queens."
Williams,"United Black Men of Queens Foundation, Inc.",Council District 27,112623993,10000,"Funds will support operating expenses of our mentoring program, supplies, equipment, and trips, swimming lessons, golf lessons and stipends for our scholars."
Yeger,United Chinese Association of Brooklyn,Youth Development Program,371469112,8000,"Funds will be used to support a Youth Development program. The program includes a Youth Basketball Clinic and weekend classes of: karate, Chinese, SAT, Lion Dance and Painting."
Brannan,"United Military Veterans of Kings County, Inc.",Brooklyn Memorial Day Parade Youth Programming,453759477,10000,To support participation of youth and school-based groups including ROTC and marching bands in the Brooklyn Memorial Day Parade.
Hanks,"Unity Games, Inc.",Annual Unity Games,202104637,5000,Funding will support the annual Unity Games event.
Rivera,"University Settlement Society of New York, Inc.",Beacon Soccer Program,135562374,10000,Funds will support the Beacon Soccer Program.
De La Rosa,"Uplift NYC, Inc.",Council District 10,465401925,10000,To support Uplift Youth Programming in Council District 10.
De La Rosa,"Uptown Paddling, Inc.",Council District 10,832429862,5000,To support kayaking programming for youth in Council District 10. Appendix C: Youth Discretionary Page 185 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Abreu,"Uptown Soccer, Inc.",,453856721,5000,Funding to support the Uptown Soccer Summer Camp and Afterschool Initiative.
Sanchez,"Uptown Soccer, Inc.",Soccer Programming - Public School 091 Bronx (10X091),453856721,20000,To support soccer programming at Public School 91 including providing the necessary equipment for students to succeed.
De La Rosa,"Uptown Soccer, Inc.",Trainings & Camps - Washington Heights,453856721,10000,Funds will be used to support Uptown Soccer Programming in Council District 10.
Salamanca,"Urban Health Plan, Inc.",Back to School Events - Council District 17,237360305,5000,Funds will be used for community back to school events in Council District 17.
Salamanca,"Urban Health Plan, Inc.",Children's Coat Giveaways - Council District 17,237360305,5000,Funding will be used to host children coat giveaways.
Salamanca,"Urban Health Plan, Inc.",Children's Coat Giveaways - Southern Blvd. BID,237360305,10000,"In partnership with the Southern Blvd. BID, funding will be used to host children coat giveaways."
Salamanca,"Urban Health Plan, Inc.",Club TIA - Council District 17,237360305,15000,"Funding to support Club TIA for youth events, activities and programming."
Ayala,"Urban Youth Alliance International, Inc.",Justice Involved Youth,132969182,5000,To support funding to supplement support Services for Justice involved youth.
De La Rosa,"Van Cortlandt Titans Youth Football Program, Inc.",Titans Programming - Council District 10,320420611,8000,To support Van Cortland titans programming for youth in Council District 10.
Caban,"Variety Boys and Girls Club of Queens, Inc.",Afterschool Programming,116014770,31000,"Funding to support our afterschool and summer camp programming at the Astoria Clubhouse and Council District 22 based schools including PS151, 234Q, PS 70Q, IS 10Q."
Mealy,"Victory Music and Dance Company, Inc.",Council District 41,472167056,30000,Funds will support programming and services within Council District 41.
Barron,"Victory Music and Dance Company, Inc.",Council District 42,472167056,52500,Funding for community development and youth programming in Council District 42.
