member,organization,program,ein,amount,agency,purpose
Speaker,"Farias, Velazquez Kips Bay Boys & Girls Club",Teen Services and Immigrant Outreach,131623850,150000,DYCD,Funding to support services for youth in the Bronx and support for outreach within local immigrant communities and attract those families to programming.
Rivera,Kips Bay Neighborhood Alliance,,455308456,5000,DYCD,Funds will support Kips Bay Neighborhood Alliance's programs and operations.
Powers,Kips Bay Neighborhood Alliance,Alliance for Kips Bay's Neighborhood Improvements,455308456,5000,DYCD,"Waterfront parks and east side tree bed clean-up and plantings, composting bin in St Vartan and new waterfront dog run maintenance. Graffiti clean-up throughout east side including mural maintenance in 37th Street underpass"
Ariola,"Kiwanis Club of Howard Beach Foundation, Inc.",,352638008,5000,DYCD,Funds will be used for community events.
Vernikov,"Knafayim, Inc.",,812729166,10000,DHMH,Funding to provide training for nurses involved in traumatic birth and provide educational and supportive resource for women who have undergone loss.
Ung,Korean American Association of Queens New York,,454685421,5000,DYCD,"To support the celebration of traditional Korean holiday events: Lunar New Year, Dano, and Harvest Festival."
Ung,"Korean American Civic Empowerment For Community, Inc.",Council District 20,203987662,5000,DSS/HRA,To support KACE's programming and in person legal service clinics for residents of Council District 20.
Gennaro,"Korean American Family Service Center, The",,133609811,5000,DYCD,"Funding to provide culturally and linguistically appropriate domestic violence prevention and intervention services, individual and family counseling for all ages, referrals, support groups and affordable after-school."
Krishnan,"Korean American Family Service Center, The",,133609811,5000,DYCD,"Services to Asian Americans who have survived domestic violence (DV), sexual assault, relationship violence, human trafficking, or/and child abuse."
Speaker,"Ung, Women's Korean American Family Service Center, The",,133609811,75000,DYCD,"To support the organization's various services for domestic violence victims, including their 24-hour bilingual hotline, counseling, emergency shelter, bilingual workshops, food services, and youth programs."
Paladino,"Korean American Family Service Center, The",Economic Empowerment Program - Digital Literacy,133609811,5000,DYCD,Funding will support Digital Literacy classes for Asian American women in Council District 19.
Powers,"Korean American Family Service Center, The",Manhattan Satellite Office,133609811,5000,DYCD,Funding will be used towards culturally specific counseling and case management services provided at the Manhattan Satellite Office. Appendix B: Local Initiatives Page 91 Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Ung,"Korean American Family Service Center, The",Rainbow House Emergency Shelter,133609811,10000,DYCD,"To support the Rainbow House’s shelter operation to provide critically needed emergency services for victims of domestic violence including shelter, cultural food and safety, and culturally accessible services."
Powers,"Korean American Immigrant Heritage Foundation, Inc.",Museum of Korean American Heritage - Council District 4,810698055,5000,DYCD,Funding will support events and tours at the Museum of Korean American Heritage.
Ung,"Korean Community Media Broadcasting TV, Inc.",Education Equity Programs for Asian Americans,884055671,5000,DYCD,To support KCMBTV's programming of history-based audiovisual educational content for youth.
Speaker,"Lee Korean Community Services of Metropolitan New York, Inc.",,237348989,75000,DHMH,Funding to support the provision of mental health services for the Korean immigrant community.
Lee,"Korean Community Services of Metropolitan New York, Inc.",ESOL Programming - Council District 23,237348989,15000,DYCD,Funding to support maintenance and expansion of ESOL programming.
Ung,"Korean Traditional Marching Band, Inc.",Francis Lewis High School & World Traditional Orchestra of Peace,270536321,5000,DCLA,To support the after-school Korean traditional percussion classes at Francis Lewis High School and the World Traditional Orchestra of Peace.
Barron,Kristina Bermudez Creative Developments LLC,Council District 42,853943723,7500,DYCD,Funding to support Cultural Arts programming in Council District 42.
Louis,"Kyoung's Pacific Beat, Inc.",Council District 45,862713285,5000,DYCD,"Funds will produce cultural events that increase cultural competence, awareness and respect for our differences in Council District 45."
De La Rosa,"La Asociacion Americana De Estudios Culturales Universales, Inc.",Holistic Healing & Food Distribution,133059518,5000,DYCD,To support ADEUSA programming in relation to holistic healing and food distribution for seniors.
Marte,"La Mama Experimental Theatre Club, Inc.",La Mama Kids,132620861,5000,DCLA,To support the expansion of their ongoing community program La MaMa Kids.
Gutierrez,"La Nueva Esperanza, Inc.",,204393724,10000,DHMH,"The funding will be utilized to support programs around public health, anti-poverty, and food access for all New Yorkers."
Brewer,"Landmark West!, Inc.",Inside Amsterdam Houses Program,133363655,5000,DCLA,"Funds will help develop resources detailing the rich histories of buildings, inhabitants, and businesses along streets of the Upper West Side."
Brooks-Powers,Laru Beya Collective Inc.,Council District 31,842451992,5000,DYCD,Funding to support surfing education for Rockaway residents in council district 31.
Caban,"Latinas On The Verge of Excellence Love, Inc.",L.O.V.E. Mentoring - Council District 22,463732667,3000,DYCD,Funds will be used to support an afterschool mentorship program for Latina youth.
Ung,"Latinas On The Verge of Excellence Love, Inc.",Veritas & Flushing High School,463732667,5000,DYCD,To support LOVE mentoring program at the Veritas and Flushing High School in district 20.
Nurse,"Latinos Americanos Unidos, Inc.",Educational & Civic Programming,113361821,10000,DYCD,"Funds will support language, civic, and other educational programming."
Mealy,"League of Women Voters of the City of New York, Inc.",Civic Engagement Initiatives - Council District 41,133100525,5000,DYCD,"Funds will provide in-person and remote digital programming (as appropriate) to our local Council District 41 partners, community-based organizations (CBOs) and neighborhood groups."
Restler,"Leap, Inc.",Job Training - Council District 33,113111694,10000,DYCD,Funds will be used to support job training program for public housing residents in Council District 33.
Osse,Lebanon Cares Development Corporation,,842055573,5000,DYCD,Funds will be used to support programming in Council District 36.
Bottcher,Legal Aid Society,,135562265,5000,DSS/HRA,Funds will be used to provide community development support for small businesses.
Williams,Legal Aid Society,,135562265,5000,DSS/HRA,Funds will be used to support free legal assistance to in the 27th Council District.
Brewer,Legal Aid Society,Civil Legal Services,135562265,5000,DSS/HRA,Funds support civil legal services in Council District 6. Appendix B: Local Initiatives Page 92 Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Moya,Legal Aid Society,Civil Legal Services - Council District 21,135562265,30000,DSS/HRA,To support Civil Legal Services in Council District 21.
Hanif,Legal Aid Society,Civil Legal Services - Council District 39,135562265,10000,DSS/HRA,"To support citywide Civil Legal Services in District 39 including housing, foreclosure prevention, homeless rights, and benefits."
Powers,Legal Aid Society,Civil Legal Services - Council District 4,135562265,5000,DSS/HRA,Funding will support civil legal services in Council District 4.
Joseph,Legal Aid Society,Civil Legal Services - Council District 40,135562265,5000,DSS/HRA,"Funding will support Civil Legal Services in Council District 40, including housing, foreclosure prevention, homeless rights, government benefits, health, employment, low- wage worker, immigration, family/domestic violence."
Mealy,Legal Aid Society,Civil Legal Services - Council District 41,135562265,10000,DSS/HRA,Funds will be used for Civil Legal Services support in Council District 41.
Narcisse,Legal Aid Society,Civil Legal Services - Council District 46,135562265,5000,DSS/HRA,Funding to support the provision of Civil Legal Services in Council District 46.
Farias,Legal Aid Society,Council District 18,135562265,10000,DSS/HRA,To support Civil Legal Services in Council District 18.
Adams,Legal Aid Society,Council District 28,135562265,10500,DSS/HRA,Funds will support free broad-based legal assistance to residents of Council District 28.
Louis,Legal Aid Society,Council District 45,135562265,6000,DSS/HRA,Funds will be used for legal services support in Council District 45.
Speaker,"Bronx Lehman College Center for the Performing Arts, Inc.",,133047056,100000,DCLA,To provide funding support for Lehman Center’s 2023 Concert Season and Community Outreach.
Kagan,"Lenny's Lighthouse, Inc.",Recreational Programs - Council District 47,260595266,5000,DYCD,Funds will be used to provide recreational programs for individuals with various developmental disabilities.
Rivera,LES Creative People In Action,,272188237,3000,DYCD,The funds will be used to produce a free outdoor musical concert including event staff.
Marte,LES Creative People In Action,LES Bands: Lower East Side Showtime,272188237,5000,DYCD,"Funds will be used to support the cultural entertainment initiative through a free, outdoor musical concert."
Bottcher,"Lesbian and Gay Community Services Center (LGBT Center), Inc.",,133217805,15000,DSS/HRA,"Funding to support the LGBT Community Crisis Intervention Program (LGBT CCI), providing crisis support and information."
Rivera,"Lesbian and Gay Community Services Center (LGBT Center), Inc.",,133217805,2500,DSS/HRA,Funds will support the LGBT Center's programs and operations.
Brannan,"Lesbian and Gay Community Services Center (LGBT Center), Inc.",LGBTQ Community Crisis Intervention,133217805,5000,DSS/HRA,To support crisis intervention services to LGBTQ+ New Yorkers.
Speaker,"Lesbian and Gay Community Services Center (LGBT Center), Inc.",LGBTQ Youth in Poverty,133217805,200000,DSS/HRA,"To help support the LGBT Community Center's LGBTYOC programming, including their LGBTYOC Poverty Reduction Initiative, LGBT specific outpatient substance abuse treatment program, and LGBTQ Queer Tech Camp program."
Krishnan,"Lewis Howard Latimer Fund, Inc.",Tinker Lab,112983131,5000,DYCD,Funding to support The Lewis Latimer House Museum (LLHM) signature biweekly Tinker Lab hybrid STEAM workshops for children between 6-14.
Ung,"Lewis Howard Latimer Fund, Inc.",Tinker Lab STEAM Education - Lewis Latimer House Museum,112983131,5000,DCLA,Funds will be used to support STEAM education programs.
Brooks-Powers,LGBT Network,Council District 31,208512786,5000,DYCD,"Funding will support empowerment workshops and programs, DV training services, and community outreach and education in Council District 31."
Ung,LGBT Network,LGBT Immigrant Legal Services,208512786,5000,DYCD,"To support the LGBT Immigrant Program and further efforts to include the provision of free legal services to assist with applications for citizenship or permanent residency, and other needed immigrant-related services."
Krishnan,LGBT Network,Queens Pride Parade & Festival,208512786,15000,DYCD,To support the annual Queens Pride Parade and Festival. Appendix B: Local Initiatives Page 93 Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Hanks,"Liberian Cultural Association, Inc.",Adult Literacy,550802603,5000,DYCD,Funding will support the adult literacy initiative.
Joseph,Life of Hope,Community Program & Services - Council District 40,205252137,12000,DYCD,"Funding to support community programming, staff support, overhead cost and office expenses."
Louis,Life of Hope,Council District 45,205252137,5000,DYCD,Funds will be used to support programming in Council District 45.
Narcisse,Life of Hope,Immigrant Services - Council District 46,205252137,5000,DYCD,Funds will be used to provide services to immigrant Haitian constituents in Council District 46.
Menin,"Lincoln Center for the Performing Arts, Inc.",,131847137,5000,DCLA,Funds will be used to support education and youth programming.
Powers,"Lincoln Center for the Performing Arts, Inc.",School Visits - Council District 4,131847137,5000,DCLA,Funding will support educational performance programs to schools in Council District 4.
Brewer,"Lincoln House Outreach, Inc.",Community Outreach,133668207,5000,DFTA,Funds will support community outreach.
Brewer,"Lincoln Square District Management Association, Inc.",Seasonal Programming,133922300,8500,DYCD,Funds will provide seasonal programming for summer and the holiday season.
De La Rosa,"Literacy (LINC), Inc.",Council District 10,133911331,15000,DYCD,To support early literacy programming in Council District 10.
Dinowitz,"Literacy (LINC), Inc.",Early Literacy - Council District 11,133911331,10000,DYCD,Funding to support early literacy programming in Council District 11.
Menin,"Literacy Partners, Inc.",,510180665,5000,DYCD,"Funding to provide programming, support adults and promote adult literacy in Council District 5."
Won,Little Essentials,Donation Program,275281758,20000,DYCD,Funds will support LE's donation program which provides essential children’s supplies to lessen the stress that comes with living in poverty.
Joseph,Little Essentials,Empower - Council District 40,275281758,10000,DYCD,"Funding will support the health, safety, and well-being of children ages 0-5 living in poverty by providing urgently needed resources and parenting education to families in crisis."
Paladino,"Little Neck-Douglaston Community Ambulance Corps, Inc.",Emergency First Response Equipment,116028583,7500,FDNY,"Funding will be used to cover expenses related to daily operational costs, equipment, and repairs in Council District 19."
Caban,"Little Orchestra Society-Orpheon, Inc., The",Music Program - Public School 122Q (30Q122),132638292,5000,DCLA,In-school music program at Public School 122Q (30Q122).
Feliz,"Little Orchestra Society-Orpheon, Inc., The",Music Program - Public School 54X (10X054),132638292,18000,DCLA,Funds will be used to support the musical connections program at Public School 54X.
Hudson,"Little Orchestra Society-Orpheon, Inc., The",School Partnership Program - Public School 56K,132638292,5000,DCLA,Funding to support Musical Connections: The School Partnership Program at P.S. 56K.
Hudson,"Local Development Corporation of Crown Heights, Inc.",Senior Programming - District 35,112890302,15000,DFTA,"Funding for educational programming for seniors, to include computer literacy classes."
Rivera,"Loisaida, Inc.",,133023183,15000,DCLA,Funds will support Loisaida's programs and operations.
Speaker,"Rivera Loisaida, Inc.",,133023183,100000,DYCD,"Funds will support Loisaida's cultural, educational, workforce training, and communigty development programs including Ecolibrium, M.U.J.E.R., and the Loisaida Festival."
De La Rosa,"Long Live Our Butterfly, Inc.",,882745138,5000,DYCD,To support programming for Domestic Violence survivors.
De La Rosa,"Lotus Fine Arts Productions, Inc.",Drums Along the Hudson: A Native & Multicultural Celebration,133530544,7000,DCLA,To support the Drums Along the Hudson event.
Borelli,"Louie's Legacy Animal Rescue, Inc.",Council District 51,270805279,10000,DYCD,Funding to support operational expenses including facility costs and animal rescue services in Council District 51.
Rivera,"Lower East Side Tenement Museum, The",,133475390,5000,DCLA,Funds will support the Tenement Museum's education programs.
Powers,"Lower East Side Tenement Museum, The",NYC Grade K- 12 Students Onsite & Virtual Tour Programs,133475390,5000,DCLA,Funding will support expanded free ticket programs to students in Council District 4. Appendix B: Local Initiatives Page 94 Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Marte,"Lower East Side Tenement Museum, The",Tenement Education Programs,133475390,5000,DCLA,Funds will support the Tenement Museum's education programs.
Ayala,LSNY Bronx Corporation,Bronx Legal Immigration Services - Council District 8,161759590,10000,DSS/HRA,To support Immigration Legal services the the South Bronx section of Council District 8.
Sanchez,LSNY Bronx Corporation,Housing & Tenants Rights,161759590,10000,HPD,"To support on-going core services which will enhance capacity to deliver critical legal assistance through representation for tenants, tenant associations and organizations in litigation."
Won,"Magar Association USA, Inc.",Immigrant Power Initiative,841655629,10000,DYCD,"Funding to support the Immigrant Power Initiative, educational inter-generational community programming and Nepali language learning."
Kagan,"Mahalla USA, Inc.",Community Service Program - Council District 47,842552292,10000,DYCD,"Funds will be used to provide ESL classes, youth mentoring programs, dance, after school program and citizenship preparedness programs in Council District 47."
Williams,"Majority Family Life Center, Inc.",,812630457,10000,DYCD,"Funds will be used to support food pantry, and senior programming."
Mealy,"Make Music New York, Inc.",17th Annual Festival,205751217,5000,DCLA,Funds will be used to support the 17th Annual Festival.
Narcisse,Make the Road New York,Community Health Worker Program,113344389,5000,DYCD,Funding to support Community Health Worker programming and services for working class and immigrant communities.
Krishnan,Make the Road New York,Council District 25,113344389,12500,DYCD,Funds will be used to provide Services for the residents of Council District 25.
Gutierrez,Make the Road New York,Education Justice Project (EJP),113344389,20000,DYCD,Funding will support the Education Justice Project (EJP).
Hudson,Make the Road New York,Health Services for Low- Income New Yorkers - District 35,113344389,5000,DHMH,To support health services for low-income residents in District 35.
Nurse,Make the Road New York,Youth Power Project,113344389,35000,DYCD,"Funds will support youth programming in District 37, including the Youth Power Project and the Student Success Center at Bushwick Campus Community School."
Hanks,"Maker Park Radio, Inc.",Events - Council District 49,821397822,10000,DYCD,Funding will support the Till Infinity - 50 Years of Hip Hop program and other events in Council District 49.
Ung,"Making Books Sing, Inc.",Council District 20,134201577,5000,DCLA,"To support the arts-in-education programs, including Literature at Play programming for schools in Council District 20."
Schulman,"Making Books Sing, Inc.",Multilingual Play & Song Writing Residencies,134201577,6000,DCLA,Funding will support New York City Children's Theater's Multilingual Play and Song Writing Residencies for public school students throughout New York City.
Narcisse,Making the Impossible Possible,Youth Development Programming,900797118,10000,DYCD,Funding to provide free educational programming to youth in Council District 46.
Marte,Manhattan Community Board #1,,136400434,6000,MNCB,For general expenses and operational costs.
Jordan,Manhattan Community Board #10,,136400434,22000,MNCB,Funds will be used to provide education and empowerment regarding housing advocacy programming and services.
Menin,Manhattan Community Board #11,,136400434,5000,MNCB,To fund an urban planner to review applications and report to the community board's land use committee in Council District 5.
Ayala,Manhattan Community Board #11,Monthly Board Meetings,136400434,10000,MNCB,To provide support to live stream monthly board meetings.
Abreu,Manhattan Community Board #12,Council District 7,136400434,2500,MNCB,To support community outreach and programming in Manhattan Community Board 12.
Marte,Manhattan Community Board #2,,136400434,6000,MNCB,For general expenses and operational costs.
Marte,Manhattan Community Board #3,,136400434,6000,MNCB,Funds will be used to support general expenses and operational costs.
Rivera,Manhattan Community Board #3,,136400434,3500,MNCB,Funds will support Community Board 3's programs and operations. Appendix B: Local Initiatives Page 95 Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Powers,Manhattan Community Board #5,,136400434,5000,MNCB,Funding will provide community outreach between the board and its constituents and share information regarding government services.
Menin,Manhattan Community Board #6,,136400434,5000,MNCB,"To fund an urban planner to review applications and report to the community board's land use committee, for Council District 5."
Powers,Manhattan Community Board #6,,136400434,5000,MNCB,Funding will provide community outreach between the board and its constituents and share information regarding government services.
Abreu,Manhattan Community Board #7,Council District 7,136400434,2500,MNCB,To support community outreach and programming in Manhattan Community Board 7.
Menin,Manhattan Community Board #8,,136400434,10000,MNCB,"To fund an urban planner to review applications and report to the community board's land use committee, publicly noticed through Council District 5 monthly newsletter and website."
Powers,Manhattan Community Board #8,,136400434,5000,MNCB,Funding will provide community outreach between the board and its constituents and share information regarding government services.
Jordan,Manhattan Community Board #9,,136400434,10000,MNCB,Funds will be used to provide education and empowerment regarding housing advocacy programming and services.
Abreu,Manhattan Community Board #9,Council District 7,136400434,10000,MNCB,Funding to support Spanish translation for outreach and literature.
Bottcher,Manhattan Legal Services,,132613958,5000,DSS/HRA,Funds will support legal representation and community education for low-income
Manhattan,residents. Powers Manhattan Legal Services,Council District 4,132613958,5000,DSS/HRA,Funding will support legal representation and community education services to low income residents in Council District 4.
Powers,"Manhattan Theatre Club, Inc.",Stargate Theatre Program,237086643,5000,DCLA,Funding will support the Stargate Theatre Program.
De La Rosa,Marble Hill Nursery School,On-Site Mental Health Services,131789130,5000,DYCD,to support marble hill nursery school mental health services.
Brooks-Powers,Margert Community Corporation,Council District 31,112534700,20000,HPD,Funds will be used to support programs and services aimed to combat the loss of affordable housing in Council District 31.
Feliz,"Marquis Studios, Ltd.",Public School 057X Crescent (12X057),133047206,20000,DCLA,Funds will support Public School 057X Crescent (12X057) programming.
Brooks-Powers,"Martin De Porres Youth and Family Services, Inc.",Council District 31,237448478,10000,DYCD,Funding will support alternative to violence and mentorship programming for at-risk youth in Council District 31.
Ayala,"MASA-MexEd, Inc. d/b/a Masa",Community Education Workshops,113640210,15000,DYCD,"To provide funding to support immigrant right workshops, legal clinics, and referrals to additional services."
Speaker,Masbia,,201923521,100000,DYCD,"To operate soup kitchens throughout New York City. The money will be used to pay rent, utilities, food, paper goods and staff."
Kagan,Masbia,Food Program - Council District 47,201923521,5000,DYCD,"Funding will be used for food, supplies, rent, utilities, insurance for vital site staffing to operate and maintain."
Yeger,Masbia of Boro Park,,263851559,8000,DYCD,The funding will be used for the procurement of food and ingredients that are needed to prepare daily hot meals and weekly take-home packages.
Vernikov,Masbia of Flatbush,,271209610,5000,DYCD,"Funding to support operating costs including food, supplies, and facilities."
Yeger,Masbia of Flatbush,,271209610,8000,DYCD,The funding will be used for the procurement of food and ingredients that are needed to prepare daily hot meals and weekly take-home packages.
Louis,Masbia of Flatbush,Council District 45,271209610,8000,DYCD,Funds will be used to provide emergency food services for the community.
Holden,"Maspeth Chamber of Commerce, Inc.",,113500705,7000,SBS,"To support neighborhood-level initiatives that promote economic development, job creation and retention, and community investment."
Holden,"Maspeth Chamber of Commerce, Inc.",Holiday Lights - Grand Avenue,113500705,19000,SBS,Funds to support holiday lights on Grand Avenue in Council District 30. Appendix B: Local Initiatives Page 96 Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Speaker,"Holden Maspeth Town Hall, Inc.",,237259702,50000,DYCD,"Funding will be used for general operating expenses and for the after school programming including staff support utilities, facilities usage, supplies, and equipment."
Marte,"Meals for Unity, Inc.",Meal Distribution Program,870839266,10000,DYCD,Funds will be used to support Meals for Unity’s Meal Distribution program.
Narcisse,"Medicare Rights Center, Inc.",Benefits Enrollment - Council District 46,133505372,7500,DFTA,"Funding to support Medicare Education, Enrollment events and outreach in Council District 46."
Ung,"Medicare Rights Center, Inc.",Benefits Enrollment Town Hall & Outreach - Council District 20,133505372,5000,DFTA,To support MRC's multilingual benefit outreach and in person support in Council District 20.
Bottcher,"Melodia Women's Choir of NYC, Inc.",,200100634,5000,DCLA,"Funding to support concert series, including performance of a commissioned work by African American composer Zanaida Robles, DMA."
Ariola,"Meowsquad, Inc.",,842533806,5000,DYCD,Funds will be used for animal rescue supplies.
Carr,"Met Council Research and Educational Fund, Inc.",,133580918,5000,HPD,Funds will support Met Council's housing helpline and related services.
Menin,"Met Council Research and Educational Fund, Inc.",,133580918,7500,HPD,"To support Tenant Help Hotline, downtown Walk-in Clinic and Tenants Rights Training series for Council District 5."
Rivera,"Met Council Research and Educational Fund, Inc.",,133580918,5000,HPD,Funds will support Met Council's programs and operations.
Brewer,"Met Council Research and Educational Fund, Inc.",Housing Mutual Aid Program,133580918,5000,HPD,Funds will support Housing Mutual Aid Program.
Mealy,"Met Council Research and Educational Fund, Inc.",Stabilizing NYC,133580918,10000,HPD,Funds will provide eviction defense and assist residents all across the City with their housing needs.
Brannan,"Metro Chamber Orchestra, Inc.","Public, Community Concerts & Performances",473034551,5000,DCLA,To support operational expenses associated with free and low-cost community performances.
Speaker,Salamanca Metropolitan College of New York,Pathways to Success,136192377,75000,DYCD,Funding will be used to support Pathways to Success programming.
Borelli,"Metropolitan Fire Association, Inc.",,133039588,5000,FDNY,"Funding to support operations, maintenance of equipment, gear and training events in Council District 51."
Carr,"Metropolitan Fire Association, Inc.",,133039588,2500,FDNY,"Funds to support vehicle maintenance and operating costs to including fuel, insurance and maintenance of the members gear and equipment."
Powers,"Metropolitan Museum of Art, The",Family Day Programs,131624086,5000,DCLA,Funding will support Family Day programming at the Metropolitan Museum of Art.
Menin,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",,132738818,5000,DYCD,"Funding to support operating expenses of the social services department including case workers and emergency services, publicly noticed through Council District 5 monthly newsletter and website."
Feliz,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Council District 15,132738818,10000,DYCD,Funds will support meal distribution events and social services.
Gennaro,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Council District 24,132738818,11000,DSS/HRA,"Funding to support social services and case management, emergency services for Council District 24."
Hudson,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Food Program - District 35,132738818,5000,DYCD,Funding for the kosher food system that supports emergency food packages and preserves critical staffing levels.
Stevens,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Senior Repair Program - Council District 16,132738818,7000,DFTA,Funding to support the Senior Repair Program for seniors in Council District 16.
Schulman,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Social Services Program,132738818,9000,DSS/HRA,Funding to support the costs associated with personnel and case workers providing client services / assistance in Council District 29.
Narcisse,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Social Services Program - Council District 46,132738818,15000,DYCD,"Funds will be used to provide resources and services to seniors, immigrants and constituents in the 46th Council District. Appendix B: Local Initiatives Page 97 Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Brewer,"Metropolitan Opera Association, Inc.",Workforce Development Initiative,131624087,5000,DYCD,Funds will support the Workforce Development Initiative increasing recruiting efforts for employment targeting local universities and public housing buildings.
Farias,"Midori Foundation, Inc.",Blueprint Middle School (08X562),133682472,5000,DCLA,Funds will support music programs at Blueprint Middle School (08X562).
Farias,"Midori Foundation, Inc.",Music Programs (PS 536X),133682472,5000,DYCD,Funds will support music programs at PS 536x in Council District 18.
Schulman,"Midori Foundation, Inc.",Play to Learn - Junior High School 157Q Stephen A. Halsey (28Q157),133682472,3500,DCLA,To support the Signature Concert Workshop series at Junior High School 157Q.
Brannan,"Midori Foundation, Inc.",Public School 102K The Bayview (20K102) & Ralph A. Fabrizio School (20K170),133682472,20000,DCLA,To support ongoing music education programming at Public School 102K The Bayview(20K102) and Ralph A. Fabrizio School (20K170).
Ayala,"Midori Foundation, Inc.",Public School 72M (04M072) & Public School 38M (04M038),133682472,5000,DCLA,To provide funding to support music programming at Public School 72M (04M072) & Public School 38M (04M038).
Menin,"Midtown Management Group, Inc.",,133192793,5000,DCLA,To fund a program supporting youth Broadway students within Council District 5.
Krishnan,"Midtown Management Group, Inc.",Council District 25,133192793,5000,DCLA,Funds will be used to support school programs in Council District 25.
Brannan,"Midtown Management Group, Inc.",Performing Arts Education,133192793,25000,DCLA,"To support the ""Broadway in Your School"" program."
Feliz,"Midtown Management Group, Inc.",Public School 028X Mount Hope (09X028),133192793,20000,DCLA,Funds will support Public School 028X Mount Hope (09X028) programming.
Menin,"Migrant Kitchen Incorporated, The",,850592518,5000,DYCD,Funding will provide hot culturally competent meals to Council District 5 residents.
Rivera,"Migrant Kitchen Incorporated, The",Meal Delivery & Food Access Programs,850592518,5000,DYCD,Funds will support Migrant Kitchen's meal delivery and food access programs.
Gutierrez,"Migrant Kitchen Incorporated, The",Meal Distributions - Council District 34,850592518,5000,DYCD,Funding will support meal distributions for Council District 34.
Speaker,"Riley Mindbuilders Creative Arts, Inc.",,132988157,100000,DCLA,Funds to support its Positive Youth Troupe (PYT) free teen theater program serving community audiences and low-income youth of color aged 14-24.
Dinowitz,"Mindbuilders Creative Arts, Inc.",Teen Programming - Council District 11,132988157,10000,DCLA,"Funding to support teen programming, including Music & Dance, Positive Youth Troupe, Community Folk Culture and APX programs."
Lee,"MinKwon Center for Community Action, Inc.",,112710506,5000,DYCD,To support community education programming and outreach.
Ung,"MinKwon Center for Community Action, Inc.",AAPI Build Back Better Through Benefits Enrollment,112710506,5000,DYCD,"Funding to support free cultural and language appropriate social services including benefits enrollment, tax prep, health insurance enrollment, and other services."
Carr,"Minty Organization for the Performing Arts, Inc.",,464137962,5000,DYCD,"Funding to support operational costs associated with the auditors/judges who evaluate each participating school’s show throughout the academic year; the costumes,as well as other production components of the performance."
Speaker,"Mixteca Organization, Inc.",,113561651,100000,DYCD,"To provide funding support for a workforce development project, culturally tailored to the needs of asylum seekers and includes high skilled immigrants with limited English proficiency, low income and severely affected by immigration trauma."
Aviles,"Mixteca Organization, Inc.",Adult Literacy,113561651,30000,DYCD,"Funds to expand ESOL, computer literacy and literacy services."
Hanif,"Mixteca Organization, Inc.",Workforce Developement,113561651,10000,DYCD,Funds will support workforce development for asylum seekers.
Rivera,"Mobilization for Justice, Inc.",,132622748,5000,DSS/HRA,Funds will support Mobilization for Justice's services in Council District 2. Appendix B: Local Initiatives Page 98 Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Nurse,"Mobilization for Justice, Inc.",Free Legal Services - Council District 37,132622748,20000,DSS/HRA,"Funds will support free legal services for low-income residents in District 37, including legal advice, counsel, and representation in housing, economic justice, immigration, and more."
Borelli,Modest Community Services,,134288916,5000,DYCD,"Funds will support operational costs for the Modest Community Thrift Shop, including rent, shelving, showcases, hangers, a register, price tags, mirrors, and flyers."
Speaker,Riley Montefiore Medical Center,Community Workforce Program,131740114,100000,DHMH,"Funding for the Community Workforce Program would include support a Career Navigator, Working Learners, supplies and teaching materials."
Marte,More Gardens! Fund,,522415900,5000,DYCD,"Funds will be used to support the Children's Magical Garden Art & Nature Creation, Programming."
Abreu,Morningside Heights Community Coalition,Affordable Housing Advocacy - Council District 7,813984395,10000,HPD,Funding to support operating costs associated with affordable housing advocacy initiative in Council District 7.
Abreu,"Morris-Jumel Mansion, Inc.",Council District 7,132800646,5000,DCLA,Funding to support community cultural programming in Council District 7.
Dinowitz,Mosholu Preservation Corporation,Holiday Lights - Council District 11,133109387,32000,DYCD,"To support holiday lights and neighborhood beautification along East 204th St, East 235th St to East 239th St on Katonah Ave, on Bainbridge Avenue, Riverdale Ave, Johnson Ave, White Plains Road, Mosholu Avenue and Bway at 242nd Street."
Joseph,"Mothers Aligned Saving Kids (MASK), Inc.",Training Support & Community Events - Council District 40,113495018,5000,DYCD,"Funds will be used to support Helpline Support Groups for all mental health issues including addiction, molestation and eating disorders."
Brannan,"Motivational Monster’s, Inc.",Arts & Wellness Community Programming,825510172,5000,DYCD,"To Support cultural arts and wellness programming including urban farming, youth arts events, and other cultural/educational workshops."
