member,organization,program,ein,amount,purpose
Holden,"Polonians Organized to Minister to Our Community, Inc.",Senior Programming & Services,112594500,10000,"Funds to be used to support counseling, advocacy and individual bilingual assistance to those with social and immigration related issues."
Stevens,"Presbyterian Senior Services, Inc.",Highbridge Senior Center - Council District 16,131981482,20000,"Funding to support senior programming, activities and services at The PSS Highbridge Center including congregate meals, classes/workshops, and related supplies and materials in Council District 16."
Salamanca,"Presbyterian Senior Services, Inc.",Jackson & Davidson Senior Centers - Council District 17,131981482,10000,Funding to support senior services at PSS Jackson and Davidson Centers.
Abreu,"Presbyterian Senior Services, Inc.",Manhattanville Senior Center,131981482,10000,Funding to support services at the Manhattanville Senior Center.
Feliz,"Presbyterian Senior Services, Inc.",Parkside Senior Center,131981482,20000,Funds will support recreational activities and initiatives for seniors at Parkside Senior Center.
Velazquez,"Preston Center of Compassion, Inc.",,571180937,20000,"Funding to support PCC programing, social, health, and cultural activities for seniors in Council District 13."
Gennaro,"Queens Community House, Inc.",Pomonok Senior Club,112375583,5000,The funds received will be used to cover the cost of food/refreshments for the weekly gathering to expand networking opportunities for seniors. Funds will be applied to the purchase of supplies and transportation.
Krishnan,"Queens Community House, Inc.",Queens Center for Gay Seniors,112375583,8000,To fund intergenerational arts programming at Queens Center for Gay Seniors.
Krishnan,"Queens Community House, Inc.",Senior Programming,112375583,22000,"To maintain staffing to assist senior clients, to assist with transportation, and to provide case management and assistance."
Schulman,"Queens Community House, Inc.",Support our Seniors,112375583,11000,"Funds will support various wellness programs/services at Council District 29 centers for senior citizens; including Rego Park Older Adult Center, Forest Hills Older Adult Center, Kew Gardens Older Adult Center, Forest Hills NORC."
Adams,"Queens Interagency Council on the Aging, Inc.",,112744700,5000,Funds will support the agency's meeting costs and outreach efforts.
Paladino,"Queens Interagency Council on the Aging, Inc.",Queens Interagency Council on Aging (QICA),112744700,5000,"Funding to support operating expenses of programs, services and forums for seniors in Council District 19."
Schulman,"Queens Interagency Council on the Aging, Inc.",Queens Interagency Council on Aging (QICA),112744700,5000,To support QICA monthly programs throughout the year at Queens Borough Hall.
Ariola,"Queens Jewish Community Council, Inc.",,237172152,5000,"Funds will be used to provide senior services, meals-on-wheels, senior programming and immigration services."
Gennaro,"Queens Jewish Community Council, Inc.",,237172152,24000,Funding to support senior programming including intervention and immigrant services.
Paladino,"Queens Jewish Community Council, Inc.",Senior Services,237172152,5000,"Funding to support services/programming for citizenship, green card, and medical insurance in Council District 19."
Lee,"Queensboro Council for Social Welfare, Inc.",,111817497,5000,Funds will be used to support QCSW services to Council District 23 seniors. Page 19 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Schulman,Rabbi Israel Meyer HaKohen Rabbinical Seminary of America,Middle Village Adult Center,111752021,3000,This funding will support the general operating expenses to fund current levels of service by the Middle Village Adult Center.
Holden,Rabbi Israel Meyer HaKohen Rabbinical Seminary of America,Senior Programming & Services,111752021,25000,Funds to be used for operating expenses of programs and services at the Middle Village Adult Center.
Riley,"Regional Aid for Interim Needs, Inc.",Gunhill Neighborhood Senior Center,136213586,25000,Funds to be used to operate the R.A.I.N Gunhill Neighborhood Senior Center.
Sanchez,"Regional Aid for Interim Needs, Inc.",Bailey Senior Center,136213586,10000,Funds will be used to support programming and congregate meals at Bailey Senior Center in addition to programming for health and social activities.
Riley,"Regional Aid for Interim Needs, Inc.",Boston East Neighborhood Senior Center,136213586,27500,Funds to be used to operate the R.A.I.N Boston East Neighborhood Senior Center.
Velazquez,"Regional Aid for Interim Needs, Inc.",Boston Road Senior Center & Middletown Senior Center,136213586,12000,The funds will be used to support the operating expenses of the Boston Road and Middletown senior centers.
Riley,"Regional Aid for Interim Needs, Inc.",Boston Secor Neighborhood Senior Center,136213586,27500,Funds to be used for the R.A.I.N Boston Secor Neighborhood Senior Center.
Riley,"Regional Aid for Interim Needs, Inc.",Eastchester Neighborhood Senior Center,136213586,30000,Funds to be used for the R.A.I.N Eastchester Neighborhood Senior Center.
Feliz,"Regional Aid for Interim Needs, Inc.",Mt. Carmel Neighborhood Senior Center,136213586,15000,Funds will support R.A.I.N. programming at Mt. Carmel Neighborhood Senior Center.
De La Rosa,"Regional Aid for Interim Needs, Inc.",RAIN Senior Center Inwood,136213586,15000,To support programming of RAIN senior center.
Farias,"Regional Aid for Interim Needs, Inc.",Senior Center,136213586,25000,"The funds will be used to support the operating expenses of the main Senior Center site and its programming and activities, in conjunction with the Council Member."
Sanchez,"Regional Aid for Interim Needs, Inc.",Tolentine Senior Center,136213586,10000,Funds will be used to support programming and congregate meals at Tolentine Senior Center in addition to programming for health and social activities.
Hanks,Richmond Senior Services,Senior Services,136217080,5000,Funds will support small home repairs for seniors.
Holden,"Ridgewood Older Adult Center and Services, Inc.",Senior Programming & Services,050607283,10000,"This funding will support district based senior services. Gutiérrez Riseboro Community Partnership, Inc. - Borinquen Plaza Senior Center"
,"This funding will support district based senior services. Gutiérrez Riseboro Community Partnership, Inc.",Borinquen Plaza Senior Center,112453853,9250,To support programming for seniors at Borinquen Plaza Senior Center.
Mealy,"Riseboro Community Partnership, Inc.",Breevort Senior Club,112453853,5000,"Funds will be used to enhance our educational and health promotion services, to organize trips and special events for seniors, and to cover general operational support for the program."
Nurse,"Riseboro Community Partnership, Inc.",Hope Gardens Senior Center,112453853,25000,"Funds will be used to enhance educational and health promotion services, to organize trips and special events for seniors, and to cover general operational support for the programs at RB Senior Center at Hope Gardens. Gutiérrez Riseboro Community Partnership, Inc. - Roundtable Senior Center"
,"Funds will be used to enhance educational and health promotion services, to organize trips and special events for seniors, and to cover general operational support for the programs at RB Senior Center at Hope Gardens. Gutiérrez Riseboro Community Partnership, Inc.",Roundtable Senior Center,112453853,9250,To support programming for seniors at Roundtable Senior Center. Page 20 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Nurse,"Riseboro Community Partnership, Inc.",Stanhope Senior Center,112453853,25000,"Funds will be used to enhance educational and health promotion services, to organize trips and special events for seniors, and to cover general operational support for the programs at Stanhope Senior Center. Ossé Riseboro Community Partnership, Inc. - Stuyvesant Gardens Senior Club"
,"Funds will be used to enhance educational and health promotion services, to organize trips and special events for seniors, and to cover general operational support for the programs at Stanhope Senior Center. Ossé Riseboro Community Partnership, Inc.",Stuyvesant Gardens Senior Club,112453853,5000,Funding for programming at Stuyvesant Gardens Senior Club.
Dinowitz,"Riverdale Senior Services, Inc.",,237357997,22000,To expand outreach to older adults (particularly those who are not connected to an Older Adult Center) and to provide enhanced access to programs and services.
De La Rosa,"Riverstone Senior Life Services, Inc.",Phone System Upgrade,133355074,10000,Funds will be used to support upgrades to RSLS's phone systems.
Abreu,"Riverstone Senior Life Services, Inc.",Riverstone Memory Center,133355074,32000,"Funding to support general operational costs and the Social Adult Day Care, Riverstone Memory Center."
Adams,"Rochdale Village Social Services, Inc.",Rochdale Village Senior Services,113397470,45000,Funds will support food and recreational programming at the Center.
Kagan,"Salvation Army, The","Senior Centers, Programs & Enhancements",135562351,5000,Funds will support the Salvation Army Bensonhurst Senior Center Star Lake Camp Trip.
Won,"Samaritan Daytop Village, Inc.",Woodside Senior Center,112635374,36000,"Funding supports initiatives such as: healthy initiatives, yoga training, physical fitness, senior trips and supplements member's dietary needs."
Paladino,"Samuel Field YM & YWHA, Inc.",Clearview Assistance Program,113071518,10000,Funding will help support the Clearview Assistance Program in Council District 19.
Paladino,"Samuel Field YM & YWHA, Inc.",North Flushing Senior Programs,113071518,5000,Funds will be utilized to facilitate the provision of service designed to assist elders to live safely & with integrity within their own homes & community in Council District 19.
Paladino,"Samuel Field YM & YWHA, Inc.",Senior Transportation,113071518,15000,"The program will provide seniors over the age of sixty who reside in the greater Clearview, Whitestone, Le Harve, Bay Terrace, and Flushing Communities with dedicated transportation service-in Council District 19."
Bottcher,"Say Ah!, Inc.",,208663409,7500,Funds to train staff and volunteers at senior centers in Council District 3.
Brannan,"SBH Community Service Network, Inc.",,237406410,6500,Funds will be used to provide Mental Health Services for Vulnerable Populations.
Yeger,"SBH Community Service Network, Inc.",,237406410,18000,Funds will be used to support case assistance services provided to individuals 60 years of age and older.
Kagan,"SBH Community Service Network, Inc.",Senior Services - Council District 47,237406410,18000,Funds will be used for the programs that create Access to Critical Services for Seniors.
Ayala,"Search and Care, Inc.",,237444790,5000,General operating support for case management and support services.
Menin,"Search and Care, Inc.",,237444790,10000,To provide comprehensive free care management services for vulnerable older persons living in Council District 5.
Brewer,"Search and Care, Inc.",Supportive Services,237444790,5000,Funds will provide Supportive services for vulnerable older New Yorkers.
Paladino,"Selfhelp Community Services, Inc.",Alzheimers Resource Program (SHARP),131624178,10000,"Funding will support the operation of programs offered such as adult day care, SHARP and transportation for clients in Council District 19. Page 21 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Ung,"Selfhelp Community Services, Inc.",Benjamin Rosenthal-Prince Street Innovative Senior Center,131624178,19000,"To fund programming at the Benjamin Rosenthal-Prince Street Senior Center, including technology education classes, social and health classes, and, transportation for seniors."
Krishnan,"Selfhelp Community Services, Inc.",Northridge/Brulene/Southridge NORC Program,131624178,19500,"To maintain staffing to assist senior clients, to assist with transportation, and to provide case management and assistance. Cabán Selfhelp Community Services, Inc. - Queensview NORC"
,"To maintain staffing to assist senior clients, to assist with transportation, and to provide case management and assistance. Cabán Selfhelp Community Services, Inc.",Queensview NORC,131624178,11000,Funds will be used to defray the cost of office management and programming at the Queensview NORC.
Brannan,"Selfhelp Community Services, Inc.",Safety Net Case Management Program,131624178,5000,To support the Safety Net Case Management program.
Holden,"Selfhelp Community Services, Inc.",Senior Programming & Services,131624178,25000,Funds to be used to support services and programming at the senior center as well as transportation services for medical appointments.
Paladino,"Selfhelp Community Services, Inc.",Virtual Senior Center,131624178,5000,Funds will be used to support Virtual Senior Center.
Schulman,"Selfhelp Community Services, Inc.",Virtual Senior Center,131624178,41000,"Funds will support Selfhelp's Virtual Senior Center (VSC), an online community for socially isolated and home-bound older adults."
Kagan,"Sephardic Multi Service Senior Citizens Center, Inc.",Sephardic Senior Center,112301220,10000,Funds will support Sephardic Senior Center programming and services.
Powers,"Service Program for Older People (SPOP), Inc.",Council District 4,132947616,5000,"Funding will support mental health counseling for seniors at satellite clinics in Council District 4, as well as for seniors who are homebound."
Brewer,"Service Program for Older People (SPOP), Inc.",Mental Healthcare for Vulnerable Older Adults,132947616,12000,Funds will support Mental Healthcare for Vulnerable Older Adults.
Abreu,"Service Program for Older People (SPOP), Inc.",Mental Healthcare Services Program - Council District 7,132947616,7500,Funding for mental healthcare services for adults age 55 and older provided in Council District 7 (at Red Oak and Riverstone) and via telehealth.
Powers,"Services And Advocacy For Gay, Lesbian, Bisexual And Transgender Elders, Inc.",,132947657,5000,"Funding will support services at The SAGE Center, including employment assistance, legal and financial planning, cultural and educational programs, health and wellness programs, benefit counseling, cancer support groups, and congregate meals."
Hanif,"Services And Advocacy For Gay, Lesbian, Bisexual And Transgender Elders, Inc.",Council District 39,132947657,7000,"Funding to defray costs of providing counselling, programming and /or meals for seniors."
Bottcher,"Services And Advocacy For Gay, Lesbian, Bisexual And Transgender Elders, Inc.",SAGE Center,132947657,7500,"Funding to support the SAGE Center; providing access to services, benefits counseling, legal and financial planning, educational offerings, health and wellness programs, support groups and congregate meals to LGBTQ+ seniors."
Lee,"Services Now for Adult Persons (SNAP), Inc.",,112591783,63250,"To support SNAP of Eastern Queens Innovative Senior Center, Transportation, Case Management, Meals-On-Wheels, Caregiver Services."
Williams,"Services Now for Adult Persons (SNAP), Inc.",Brookville Center,112591783,5000,"Funding will enable the continuation and enhancement of SNAP's broad array of services for seniors at the Brookville center. Services include case management, meals- on-wheels, caregiver support, and transportation."
Brooks-Powers,"Services Now for Adult Persons (SNAP), Inc.",Council District 31,112591783,20000,"Funding to support senior socialization programming, meal delivery and caregiver services in Council District 31. Page 22 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Paladino,"Services Now for Adult Persons (SNAP), Inc.",Eastern Queens Innovative Senior Center,112591783,10000,"Funding will support operating expenses, programs, and services for SNAP-District 19"
Paladino,South Asian Council for Social Services,Senior Support Services,113632920,5000,"Funding will support operational costs, programs and services for SACSS in Council District 19."
Ung,South Asian Council for Social Services,Senior Support Services,113632920,15500,"To assist with operational costs for senior-related programming, including case management, meals, technical assistance, and other culturally relevant recreational activities. Gutiérrez Southside United Housing Development Fund Corporation - David Santiago Senior Center"
,"To assist with operational costs for senior-related programming, including case management, meals, technical assistance, and other culturally relevant recreational activities. Gutiérrez Southside United Housing Development Fund Corporation",David Santiago Senior Center,112268359,34000,"To support Senior Wellness programs, and general social services for seniors. Funding will be allocated for staffing support, office technology and materials, and office infrastructure. Cabán Spanish Speaking Elderly Council - RAICES - Astoria Senior Center"
,"To support Senior Wellness programs, and general social services for seniors. Funding will be allocated for staffing support, office technology and materials, and office infrastructure. Cabán Spanish Speaking Elderly Council",RAICES - Astoria Senior Center,112730462,8000,Funds will be used to defray the operating costs at the RAICES Astoria Neighborhood Senior Center.
Restler,Spanish Speaking Elderly Council,RAICES - Raices Casa BienEstar,112730462,2000,"To provide senior citizens hot lunches, educational and recreational activities, services, and support at Casa BienEstar in Council District 33."
Restler,Spanish Speaking Elderly Council,RAICES - Raices Gowanus Senior Center,112730462,2000,"To provide senior citizens hot lunches, educational and recreational activities, services, and support at Gowanus Senior Center in Council District 33."
Restler,Spanish Speaking Elderly Council,RAICES - Raices Times Plaza Neighborhood Senior Center,112730462,2000,"To provide senior citizens hot lunches, educational and recreational activities, services, and support at Times Plaza Neighborhood Senior Center in Council District 33. Avilés Spanish Speaking Elderly Council - RAICES - Red Hook Neighborhood Senior Center - Council District 38"
,"To provide senior citizens hot lunches, educational and recreational activities, services, and support at Times Plaza Neighborhood Senior Center in Council District 33. Avilés Spanish Speaking Elderly Council",RAICES - Red Hook Neighborhood Senior Center - Council District 38,112730462,25000,"To provide nutritious meals (offered onsite only), educational and recreational activities, behavioral health sessions, and comprehensive case assistance services."
Restler,Spanish Speaking Elderly Council,RAICES - Wyckoff Garden Neighborhood Senior Center,112730462,2000,"To provide senior citizens hot lunches, educational and recreational activities, services, and support at Wyckoff Garden Neighborhood Senior Center in Council District 33."
Barron,"Spring Creek Senior Partners, Inc.",Spring Creek Partners,743158439,7000,Funding to support operating expense costs for seniors services programming.
Brooks-Powers,Springfield Gardens Church of the Nazarene,Council District 31,112672140,5000,"Funds will be used to provide outreach, programming, and food pantry services to Council District 31 seniors and families."
Yeger,St. Athanasius Golden Age Club,,111639837,18000,Requested funds will be used to support the weekly meetings and various activities for seniors of St. Athanasius Golden Age Club.
Kagan,St. Athanasius Golden Age Club,Golden Age Club,111639837,5000,Funds will provide seniors a weekly meeting place to gather with peers in a safe social setting.
Ariola,St. Camillus Golden Age,,111674392,5000,"Funds will support the Golden Age Club, including hosting meetings, special events, senior peer counseling, community updates and information on senior services."
Ariola,St. Francis DeSales Golden Age Club,,111631813,5000,"Funds will support the Golden Age Club, including hosting meetings, special events, senior peer counseling, community updates and information on senior services. Page 23 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Joseph,St. Gabriel's Episcopal Church,Senior Services,112463892,22000,"Funds will support congregate meals daily, arts/craft, health management, and other supportive senior services. Gutiérrez St. Nick's Alliance Corporation"
,"Funds will support congregate meals daily, arts/craft, health management, and other supportive senior services. Gutiérrez St. Nick's Alliance Corporation",,510192170,7500,"To support Leadership, recreational, and educational activities for seniors in East Williamsburg. Gutiérrez St. Nick's Alliance Corporation - Cooper Park Senior Center"
,"To support Leadership, recreational, and educational activities for seniors in East Williamsburg. Gutiérrez St. Nick's Alliance Corporation",Cooper Park Senior Center,510192170,5000,To support programming for seniors at Cooper Park Senior Center.
Salamanca,St. Vincent de Paul Residence,ArchCare at San Vicente de Paul Residence - Council District 17,133598842,25000,Funding will be used to provide senior services at St. Vicente de Paul Residence.
Ariola,St. Virgilius Golden Age,,111672796,5000,"Funds will support the Golden Age Club, including hosting meetings, special events, senior peer counseling, community updates and information on senior services."
Menin,"Stanley M. Isaacs Neighborhood Center, Inc.",,132572034,15000,"To fund senior services in support of wellness, nutrition, and fitness activities."
Menin,"Stanley M. Isaacs Neighborhood Center, Inc.",Senior Services,132572034,3500,Funding will support senior services at the Stanley Isaacs Neighborhood Center.
Powers,"Stanley M. Isaacs Neighborhood Center, Inc.",Senior Services,132572034,10000,Funding will support senior services at the Stanley Isaacs Neighborhood Center.
Carr,"Staten Island Community Services Friendship Clubs, Inc.",,132778244,35000,"Funds will be used to support free workshops, marketing material and general operating expenses for the senior safety & security workshops."
Borelli,"Staten Island Community Services Friendship Clubs, Inc.",Great Kills Friendship Club Senior Services,132778244,20000,Funding to support programming and services @ Great Kills Friendship Club.
Borelli,"Staten Island Community Services Friendship Clubs, Inc.",Mt. Loretto Friendship Club Senior Services,132778244,20000,Funding to support programming and services @ Mt. Loretto Friendship Club.
Hanks,"Staten Island Community Services Friendship Clubs, Inc.",Todt Hill Friendship Club,132778244,10000,Funds will be used for Senior Center in Council District 49.
Powers,"Stein Senior Center, Inc.",,237378342,15000,Funding will support senior services at the Stein Senior Center.
Rivera,"Stein Senior Center, Inc.",,237378342,15000,Funds will support Stein Senior Center's programs and operations.
Krishnan,"Sunnyside Community Services, Inc.",Senior Services,510189327,9000,"To fund an integrated continuum of senior services, which include senior center, case assistance and management, social adult day services, caregivers program, health programs, and visiting program."
Won,"Sunnyside Community Services, Inc.",Senior Services - District 26,510189327,9000,Funding will support senior services in Council District 26.
Brannan,"Sunset Park Health Council, Inc.",Bay Ridge on the Move,202508411,5000,The funds will help support the Bay Ridge on the Move (BROM) transportation program.
Paladino,"Taiwan Center, Inc.",Taiwanese American Senior Center,112857501,5000,Funds will support programs at Taiwan Center.
Ung,"Taiwan Center, Inc.",Taiwanese American Senior Center,112857501,15000,"To fund program-related expenses for the senior center, including class materials, office supplies, utilities, and printing expenses."
Ayala,Terence Cardinal Cooke Health Care Center,Music Therapy,133007801,5000,"Funding will support holistic health care that promotes physical, social and emotional well-being for nursing home residents. Page 24 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Ayala,"Union Settlement Association, Inc.",Senior Centers,131632530,20000,To fund programs and initiatives related to the health of seniors Council District 8.
Brannan,United Chinese Association of Brooklyn,,371469112,10000,Fund will be used to provide social services to seniors.
Marte,"United Jewish Council of the East Side, Inc.",Adult Luncheon Club,132735378,5000,Funding to support a comprehensive activities program at the UJC Adult Luncheon Club targeting the physical and mental needs of seniors in the community.
Rivera,"United Jewish Council of the East Side, Inc.",Lillian Wald Senior Center,132735378,20000,Funds will support UJC's programs and operations at Lillian Wald Senior Center.
Restler,"United Jewish Organizations of Williamsburg, Inc.",Benefits Assistance,112728233,39000,"To assist low income individuals to apply and obtain public benefits including food stamps, SSI, Medicare, Medicaid, Social Security, health insurance, Section 8, emergency food vouchers & packages, and legal assistance. Ossé United Jewish Organizations of Williamsburg, Inc. - Senior Services"
,"To assist low income individuals to apply and obtain public benefits including food stamps, SSI, Medicare, Medicaid, Social Security, health insurance, Section 8, emergency food vouchers & packages, and legal assistance. Ossé United Jewish Organizations of Williamsburg, Inc.",Senior Services,112728233,7500,"Funding for senior services in Council District 36. Avilés United Senior Citizens Center of Sunset Park, Inc. - Senior Centers, Programs, and Enhancements - Council District 38"
,"Funding for senior services in Council District 36. Avilés United Senior Citizens Center of Sunset Park, Inc.","Senior Centers, Programs, and Enhancements - Council District 38",112358277,10000,"Funds will be used to provide nutrition programming that focuses on the needs of older adults, ages 60 and over."
Brooks-Powers,"Vets, Inc.",Council District 31,272280570,5000,Funding to support Technology training and education for veteran community.
Bottcher,VISIONS/Services for the Blind and Visually Impaired,,131624210,5000,"Funding to support a Benefits Enrollment Facilitator; aiding enrollment in Medicaid and other Government Sponsored Health Insurance programs, and help clients resolve problems related to benefits and health insurance coverage."
Hanks,VISIONS/Services for the Blind and Visually Impaired,,131624210,5000,Funds will support services for blind or visually impaired seniors in the 49th Council District.
Lee,VISIONS/Services for the Blind and Visually Impaired,,131624210,4000,Funds will subsidize VISIONS' services for Council District 23 residents.
Menin,VISIONS/Services for the Blind and Visually Impaired,,131624210,8000,Funds will be used to send staff to people's houses within the district to teach them self sufficiency skills to cope with visual impairment.
Powers,VISIONS/Services for the Blind and Visually Impaired,,131624210,5000,"Funding will support VISIONS multi-lingual vision education and outreach programs for blind and visually impaired seniors, which includes community outreach, vision rehabilitation, mobility training and social and professional support. Cabán VISIONS/Services for the Blind and Visually Impaired - Outreach & Support - Seniors"
,"Funding will support VISIONS multi-lingual vision education and outreach programs for blind and visually impaired seniors, which includes community outreach, vision rehabilitation, mobility training and social and professional support. Cabán VISIONS/Services for the Blind and Visually Impaired",Outreach & Support - Seniors,131624210,5000,"To support VISIONS training, services and outreach are targeted for older persons who are blind and/or have multiple disabilities,"
Sanchez,VISIONS/Services for the Blind and Visually Impaired,"Outreach, Service & Support for Older Adults",131624210,10000,To provide in-home rehabilitation for NYCC District 14 residents who have become blind or severely visually impaired.
De La Rosa,VISIONS/Services for the Blind and Visually Impaired,"Outreach, Service & Support for Older Adults who are Blind or Visually Impaired",131624210,5000,"Funds will be used to support Outreach, Service & Support for Older Adults who are Blind or Visually Impaired in Council District 10."
Rivera,"Visiting Neighbors, Inc.",,237379098,5000,Funds will support Visiting Neighbors programs and operation.
Bottcher,"Vocal Ease, Inc.",,371469320,3000,Funding to support general operating expenses including staff support. Page 25 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Menin,"Vocal Ease, Inc.",,371469320,7000,"To fund the production of on-site cabaret-style performances for senior citizens at hospitals, nursing homes, senior centers and senior residences in Council District 5."
Brewer,"Vocal Ease, Inc.",Senior Center Musical Programs,371469320,3500,Funds will support musical programs at senior center.
Ayala,"Volunteers of Legal Service, Inc.",Elderly Project,133234630,5000,To provide funding to support the VOLS Elderly Project.
De La Rosa,Washington Heights Community Services,STAR Senior Center,132792876,15000,To support senior programming at STAR senior center.
Barron,"Wayside Out-Reach Development (WORD), Inc.",Boulevard Houses Senior Center,113528680,15600,Funding to support operating expense costs for general senior activity programming at Boulevard Houses Senior Center.
Barron,"Wayside Out-Reach Development (WORD), Inc.",Rosetta Gaston Senior Center,113528680,16000,Funding to support operating expense costs for senior programming at Rosetta Gaston Senior Center.
Mealy,"Wayside Out-Reach Development (WORD), Inc.",Tilden Neighborhood Senior Center,113528680,10000,"Funds will provide meals to seniors on premises or via delivery, center-based and telephonic case management and social services to seniors."
Mealy,"Wayside Out-Reach Development (WORD), Inc.",Van Dyke Senior Center,113528680,10000,"Funds will provide meals to seniors on premises or via delivery, center-based and telephonic case management and social services to seniors."
Ayala,"West Side Federation for Senior and Supportive Housing, Inc.",Millbrook Gardens,132926433,5000,To support Senior Services at Millbrook Gardens.
Abreu,"West Side Federation for Senior and Supportive Housing, Inc.",Red Oak Senior Center & Frederick Douglass Senior Center/Social Club,132926433,13000,Funding to support The Center at The Red Oak and The Frederick Douglass Senior Center/Social Club in Council District 7.
Bottcher,Westbeth Artists Residents Council,,133154253,11000,"Funding to support senior programming including classes and seminars emphasizing mental, physical and artistic well-being of the senior community."
De La Rosa,William F. Ryan Community Health Center,Improving Health & Wellness for Seniors - Washington Heights,132884976,5000,To support Improving Health and Wellness for Seniors in Washington Heights.
Stevens,"William Hodson Community Center, Inc.",Senior Center - Council District 16,131660334,8000,Funding to support recreational activities and programming at the William Hodson Senior Center in Council District 16.
Won,"Woodside on the Move, Inc.",Senior Programming,112435565,10000,Funding will be used to support senior programming.
Schulman,"Young Israel Programs, Inc.",Young Israel of Forest Hills Senior League,030381957,50000,"Funding will be used to provide daily meal program, case management program, office and client supplies as well as general operational and program related expenses."
Gennaro,"Young Israel Programs, Inc.",Young Israel of Hillcrest,030381957,10000,"Funding to support programming including recreation, health promotion, nutrition education and meals. Funding will be used to assist occupancy and utilities expenses, and programming such as education classes in Computer Technology and Arts & Crafts."
Yeger,"Young Israel Programs, Inc.",Young Israel of Midwood,030381957,6000,Funds will be used to offset operational costs at the Young Israel of Midwood campus.
Vernikov,"Young Israel Programs, Inc.",Young Israel Senior Center - Ocean Avenue,030381957,5000,Funding to support operating expenses for Young Israel Senior Services located at 1694 Ocean Avenue. Page 26 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Dinowitz,Young Men & Young Women's Hebrew Association of the Bronx dba Riverdale YM/YWHA,,131740507,20000,"To address issues of social isolation, depression and stress and needs though creative outreach and programming efforts focused on supporting seniors’ presenting needs."
Dinowitz,Young Men & Young Women's Hebrew Association of the Bronx dba Riverdale YM/YWHA,New Beginnings - Center for Contemporary Adults,131740507,10000,"Funding to support New Beginnings Center: offering older adults opportunities to socialize, and get involved in a new community. Ossé Young Men's Christian Association of Greater New York - Bed- Stuy YMCA"
,"Funding to support New Beginnings Center: offering older adults opportunities to socialize, and get involved in a new community. Ossé Young Men's Christian Association of Greater New York",Bed- Stuy YMCA,131624228,10000,Funds will be used to support senior programming at Bed-Stuy YMCA.
Louis,Young Men's Christian Association of Greater New York,Flatbush YMCA - Older Adult Programming,131624228,10000,"Funds will be used to support operating expenses and programming associated health and wellness of older adults at Flatbush YMCA for group exercise classes, social connectivity workshops and wellness workshops."
Farias,Young Men's Christian Association of Greater New York,Glebe Senior Center,131624228,10000,"Funds will be used to enhance social, recreational, exercise, and arts & crafts activities at Glebe Senior Center."
Yeger,"Young Men's Young Women's Hebrew Association of Boro Park, Inc.",,111630917,16000,"Funds will be used to provide activities and special events for seniors in the community; including exercise classes, entertainment, and outings to cultural events throughout NYC."
Restler,"YWCA of Brooklyn, Inc., The",Case management Services - Council District 33,111630919,5000,To provide funding support for case management services in Council District 33. Page 27
