member,organization,program,ein,amount,agency,purpose
Restler,"Leap, Inc.",Job Training - Council District 33,113111694,7000,DYCD,Funds will be used to support job training program for public housing residents in Council District 33. Page 95 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Hudson,"Leap, Inc.",Job Training & Placement,113111694,5000,DYCD,To support job training and placement for NYCHA residents in Council District 35.
Adams,Legal Aid Society,,135562265,5000,DSS/HRA,Funds will support free broad-based legal assistance to residents of Council District 28.
Bottcher,Legal Aid Society,,135562265,5000,DSS/HRA,"Funding to support Civil Legal Services in Council District 3, including housing, foreclosure prevention, homeless rights, government benefits, health, employment, low- wage worker, and immigration."
Farias,Legal Aid Society,,135562265,10000,DSS/HRA,To support citywide Civil Legal Services in Council District 18.
Joseph,Legal Aid Society,,135562265,5000,DSS/HRA,"Funding will support Civil Legal Services in Council District 40, including housing, foreclosure prevention, homeless rights, government benefits, health, employment, low- wage worker, immigration, family/domestic violence."
Williams,Legal Aid Society,,135562265,5000,DSS/HRA,Funds will be used to support free legal assistance to in the 27th Council District.
Brewer,Legal Aid Society,Civil Legal Services,135562265,5000,DSS/HRA,Funds support civil legal services.
Hanks,Legal Aid Society,Civil Legal Services,135562265,5000,DSS/HRA,Funding will assist in providing legal services to the residents of the 49th Council District.
Narcisse,Legal Aid Society,Civil Legal Services,135562265,10000,DSS/HRA,Funding to support the provision of Civil Legal Services in Council District 46.
Dinowitz,Legal Aid Society,Civil Legal Services - Council District 11,135562265,10000,DSS/HRA,To provide constituents with direct individual legal assistance and representation.
Moya,Legal Aid Society,Civil Legal Services - Council District 21,135562265,30000,DSS/HRA,To support Civil Legal Services in Council District 21.
Hanif,Legal Aid Society,Civil Legal Services - Council District 39,135562265,10000,DSS/HRA,Funding to support the operating expenses associated with providing free civil legal services.
Powers,Legal Aid Society,Civil Legal Services - Council District 4,135562265,5000,DSS/HRA,Funding will support civil legal services in Council District 4.
Kagan,Legal Aid Society,Civil Legal Services - Council District 47,135562265,5000,DSS/HRA,Funds will support Civil Legal Services in the Council District 47.
Hudson,Legal Aid Society,Civil Legal Services - District 35,135562265,5000,DSS/HRA,Funding to support Civil Legal Services in Council District 35.
Louis,Legal Aid Society,Council District 45,135562265,6000,DSS/HRA,Funds will be used for legal services support in Council District 45.
Stevens,Legal Information for Families Today (LIFT),Family Law & Community Outreach - Council District 16,133910567,5000,DSS/HRA,Funds will support Family Law and Community Outreach programs in Council District 16.
Adams,Legal Information for Families Today (LIFT),Legal Services - Council District 28,133910567,5000,MOCJ,Funds will support legal services and outreach to unrepresented litigants confronting family law issues in New York Family Court.
Speaker,"Legal Outreach, Inc.",,133214627,15000,DYCD,To provide funding support from the College Bound Program.
Vernikov,Legal Services NYC,,132600199,45000,DSS/HRA,Funding will be used to support residents in the 48th Council District with legal services.
Hanks,Legal Services NYC,Staten Island Legal Services - Council District 49,132600199,5000,DSS/HRA,Funding will be used to support residents in the 49th Council District with legal services.
Sanchez,Lehman College Adult Learning Center,Adult Literacy Initiative/Digital Inclusion & Literacy Initiative,131988190,5000,CUNY,Funding to provide staffing support for adult literacy serving district 14 residents
Sanchez,Lehman College Adult Learning Center,Digital Inclusion & Literacy Initiative for Workforce Training,131988190,5000,CUNY,Funding to provide staffing support for technology teachers for workforce training programming for Council District 14 residents. Page 96 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Dinowitz,Lehman College Art Gallery,,133391212,5000,DCLA,"To bring access to the arts through learning experiences for public school pre-K-12th grade students including students with disabilities, their teachers and families, and older adults."
Dinowitz,"Lehman College Center for the Performing Arts, Inc.",Subsidized Tickets - Council District 11,133047056,10000,DCLA,To provide heavily subsidized tickets for people in our district to attend main-stage performances at the Center.
Speaker,"Manhattan, Menin Lenox Hill Neighborhood House, Inc.",,131628180,50000,DFTA,Funds to provide comprehensive care management services to frail and homebound older adults.
Rivera,LES Creative People In Action,,272188237,3000,DYCD,The funds will be used to produce a free outdoor musical concert including event staff.
Marte,LES Creative People In Action,LES Bands: Lower East Side Showtime,272188237,5000,DYCD,"Funds will be used to support the cultural entertainment initiative through a free, outdoor musical concert."
Bottcher,"Lesbian and Gay Community Services Center (LGBT Center), Inc.",,133217805,15000,DSS/HRA,"Funding to support the LGBT Community Crisis Intervention Program (LGBT CCI), providing crisis support and information."
Brannan,"Lesbian and Gay Community Services Center (LGBT Center), Inc.",,133217805,5000,DSS/HRA,"Funding to support the LGBTQ Community Crisis Intervention Program, which assists LGBTQ individuals from all five boroughs when they are experiencing a crisis."
Louis,"Lesbian and Gay Community Services Center (LGBT Center), Inc.",Council District 45,133217805,2000,DSS/HRA,"Funds to support Community Crisis Intervention services, which serve as a front-line community support services for individuals who visit The Center."
Krishnan,"Lewis Howard Latimer Fund, Inc.",Tinker Lab,112983131,5000,DYCD,Funding to support The Lewis Latimer House Museum (LLHM) signature biweekly Tinker Lab hybrid STEAM workshops for children between 6-14.
Ung,"Lewis Howard Latimer Fund, Inc.",Tinker Lab STEAM Education @ Lewis Latimer House Museum,112983131,5000,DCLA,To support STEAM education programs.
Speaker,LGBT Network,,208512786,50000,DYCD,To fund Community Education in Schools; to improve cultural sensitivity in order to create safer and more supportive spaces.
Speaker,LGBT Network,,208512786,50000,DYCD,To provide general operating support for the Queens LGBT Center (Q-Center).
Brooks-Powers,LGBT Network,Council District 31,208512786,10000,DYCD,"Funding will support empowerment workshops and programs, DV training services, and community outreach and education."
Ung,LGBT Network,LGBT Immigrant Legal Services,208512786,5000,MOCJ,"To support the LGBT Immigrant Program and further efforts to include the provision of free legal services to assist with applications for citizenship or permanent residency, and other needed immigrant-related services."
Krishnan,LGBT Network,Queens Pride Parade & Festival,208512786,15000,DYCD,To support the annual Queens Pride Parade and Festival.
Brooks-Powers,"Life Camp, Inc.",Council District 31,200814999,5000,DOE,Funds will be used to support ongoing academic enrichment and extracurricular activities at schools in Council District 31 and Springfield Gardens High School.
Speaker,Life of Hope,,205252137,50000,DYCD,"To provide funding support a wide range of needed programs and services for ""at-risk"" youth and individuals; including family support, leadership and workforce development, educational and social support, immigration and legal counseling."
Joseph,Life of Hope,Council District 40,205252137,13000,DYCD,"Funding to support community programming, staff support, and office expenses."
Louis,Life of Hope,Council District 45,205252137,5000,DYCD,Funds will be used to support programming in Council District 45.
Narcisse,Life of Hope,Immigrant Services,205252137,5000,DYCD,Funds will be used to provide services to immigrant Haitian constituents in Council District 46.
Carr,"Lifestyles for the Disabled, Inc.",,133740011,8000,DFTA,"Funds will be used for the general operating cost for the screen printing and embroidery programs involving adults and children, and seniors with developmental disabilities. Page 97 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Brewer,"Lighthouse Guild International, Inc.",Reading Services Program,464215298,5000,DYCD,Funds will support Visually Impaired Reading Program.
Louis,Lilly Foundation,Council District 45,842443783,5000,DYCD,"Provide an affordable, structured and safe environment for children during out-of- school and non-traditional work hours in Council District 45."
Narcisse,Lilly Foundation,Lilly's Out-of-School Time Program,842443783,5000,DYCD,Funds will be used to provide academic and recreational activities to youth in Council District 46.
Menin,"Lincoln Center for the Performing Arts, Inc.",,131847137,5000,DCLA,Funds will be used to support education and youth programming.
Speaker,"Brewer Lincoln Center for the Performing Arts, Inc.",,131847137,180000,DCLA,"Free Year-round Public Programming at Lincoln Center: Civic Engagement, Arts, Education, and Innovation."
Powers,"Lincoln Center for the Performing Arts, Inc.",School Visits - Council District 4,131847137,5000,DCLA,Funding will support educational performance programs to schools in Council District 4.
Brewer,"Lincoln House Outreach, Inc.",Community Outreach,133668207,5000,DFTA,Funds will support community outreach.
Brewer,"Lincoln Square District Management Association, Inc.",Seasonal Programming,133922300,8500,DYCD,Funds will provide Seasonal Programming for Summer and the Holiday Season.
Dinowitz,"Literacy (LINC), Inc.",,133911331,10000,DYCD,Funding to support early literacy programming in Council District 11.
Ayala,"Literacy (LINC), Inc.",Community Literacy Model,133911331,5000,DYCD,To provides support for LINC's community literacy model in Council District 8.
De La Rosa,"Literacy (LINC), Inc.",Community Literacy Model - Council District 10,133911331,15000,DYCD,"To provide support for the following programs: Reading Everywhere, Early Childhood Family Academy, My Little Bee, Building Blocks, VIP Academy and their Literacy Zones."
Joseph,Little Essentials,,275281758,10000,DYCD,"Funding will support the health, safety, and well-being of children ages 0-5 living in poverty by providing urgently needed resources and parenting education to families in crisis."
Paladino,"Little Neck-Douglaston Community Ambulance Corps, Inc.",Emergency First Response Equipment,116028583,7500,FDNY,"Funding will be used to cover expenses related to daily operational costs, equipment, and repairs in Council District 19."
Feliz,"Little Orchestra Society-Orpheon, Inc., The",Music Program - Public School 54X (10X054),132638292,18000,DCLA,"Funds will be used to support the musical connections program at PS54X. Cabán Little Orchestra Society-Orpheon, Inc., The - Music Program @ Public School 122Q (30Q122)"
,"Funds will be used to support the musical connections program at PS54X. Cabán Little Orchestra Society-Orpheon, Inc., The",Music Program @ Public School 122Q (30Q122),132638292,5000,DCLA,Funds will be used to support the music composition program at P.S. 122Q.
Hudson,"Little Orchestra Society-Orpheon, Inc., The",School Partnership Program @ Public School 56K,132638292,5000,DCLA,Funding to support Musical Connections: The School Partnership Program at P.S. 56K.
Hudson,"Local Development Corporation of Crown Heights, Inc.",Senior Programming - Council District 35,112890302,15000,DFTA,"Funding for educational programming for seniors, to include computer literacy classes."
Speaker,Local Initiative Support Corporation,,133030229,50000,SBS,To provide funding support for the Small Business Relief and Recovery Program which was launched in September 2020 in response to the disproportionate impact of the COVID-19 pandemic on minority-owned small businesses.
Rivera,"Loisaida, Inc.",,133023183,15000,DCLA,Funds will support Loisaida's programs and operations.
Won,Long Island City Partnership,LIC Arts Connection & Opening Up the Public Realm,112651377,10000,SBS,"Funding to support LIC Arts Connection and Opening Up the Public Realm, two programs that focus on building community and improving the public realm through art."
Won,Long Island City Partnership,LIC Springs! Event,112651377,5000,SBS,Funding to support LIC Springs! Event.
Won,Long Island City Partnership,"Lighting, Crosswalk & Streetscape Improvements",112651377,5000,SBS,"Funds for LIC BID Lighting, Crosswalks & Streetscape"
De La Rosa,"Lotus Fine Arts Productions, Inc.",Drums Along the Hudson,133530544,7000,DCLA,Funds will be used to support the programming and operation of Drums along the Hudson. Page 98 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Brewer,"Lotus Fine Arts Productions, Inc.",Drums Along the Hudson: A Native American and Multicultural Celebration,133530544,2000,DCLA,Funds will support the costs associated with the Native American and Multicultural Celebration.
Borelli,"Louie's Legacy Animal Rescue, Inc.",Council District 51,270805279,10000,DYCD,Funding to support operational expenses including facility costs and animal rescue services in Council District 51.
Speaker,"Rivera, Women's Lower East Side Girls Club of New York, Inc., The",New Girl City,133942063,125000,DYCD,Funds will support Lower East Side Girls Club's New Girl City youth leadership and civic engagement program.
Powers,"Lower East Side Tenement Museum, The",,133475390,5000,DCLA,Funding will support expanded free ticket programs to students in Council District 4.
Rivera,"Lower East Side Tenement Museum, The",,133475390,5000,DCLA,Funds will support the Tenement Museum's education programs.
Marte,"Lower East Side Tenement Museum, The",Tenement Education Programs,133475390,5000,DCLA,Funds will support the Tenement Museum's education programs.
Ayala,LSNY Bronx Corporation,Bronx Legal Services Immigration,161759590,10000,DSS/HRA,"To support Bronx Legal Services Immigration Services,"
Won,Magar Association USA Inc,Immigrant Power Initiative,841655629,10000,DYCD,"Funding to support the Immigrant Power Initiative, educational inter-generational community programming and Nepali language learning."
Paladino,"Magic Box Productions, Inc.",Junior High School 194Q (25Q194),202924921,5000,DCLA,"Funding will support media arts instruction for students and teachers in animation, photography and audio at J.H.S 194Q (25Q194) in Council District 19."
Kagan,"Mahalla USA, Inc.",Social Services - Council District 47,842552292,9000,DYCD,Funds will be used for Citizenship assistance to new immigrants of Central Asian descent.
Williams,"Majority Family Life Center, Inc.",,812630457,5000,DYCD,"Funds will be used to support food pantry, and senior programming."
Hanif,Make the Road New York,,113344389,8000,DSS/HRA,Funding to support immigrant defense and know your rights programming.
Narcisse,Make the Road New York,Community Health Worker Program,113344389,5000,DYCD,Funding to support Community Health Worker programming and services for working class and immigrant communities.
Krishnan,Make the Road New York,Council District 25,113344389,12500,DYCD,Funds will be used to provide Services for the residents of Council District 25. Gutiérrez Make the Road New York - Education Justice Project
,Funds will be used to provide Services for the residents of Council District 25. Gutiérrez Make the Road New York,Education Justice Project,113344389,20000,DYCD,Funds will be used to support the Education Justice Project to improve public schools for students and families in Brooklyn. Funding will support staffing and materials for the Urban Youth Collaborative and the Coalition for Education Justice.
Hudson,Make the Road New York,Health Services for Low- Income New Yorkers,113344389,5000,DHMH,To support health services for low-income residents in Council District 35.
Restler,Make the Road New York,Youth Educational Programs - Council District 33,113344389,5000,DCLA,To support Youth Educational Programs in Council District 33.
Nurse,Make the Road New York,Youth Power Project,113344389,35000,DYCD,"Funds will support youth programming in Council District 37, including the Youth Power Project and the Student Success Center at Bushwick Campus Community School. Gutiérrez Make: STEAM, Inc."
,"Funds will support youth programming in Council District 37, including the Youth Power Project and the Student Success Center at Bushwick Campus Community School. Gutiérrez Make: STEAM, Inc.",,472123500,7500,DOE,"Funding will support collaboration with educators in D14 public schools to deliver hands- on, project-based workshops, designed to meet the specific needs of their classroom."
Ung,"Making Books Sing, Inc.",,134201577,5000,DCLA,"To support the arts-in-education programs, including Literature at Play programming for schools in Council District 20."
Schulman,"Making Books Sing, Inc.",Multilingual Play & Song Writing Residencies,134201577,6000,DCLA,Funding will support New York City Children's Theater's Multilingual Play and Song Writing Residencies for public school students throughout New York City. Page 99 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Narcisse,Making the Impossible Possible,Youth Development Programming,900797118,10000,DYCD,Funding to provide free educational programming to youth in Council District 46.
Marte,Manhattan Community Board #1,,136400434,6000,MNCB,For general expenses and operational costs.
Jordan,Manhattan Community Board #10,Harlem,136400434,22000,MNCB,Funds will be used to provide education and empowerment regarding housing advocacy programming and services.
Menin,Manhattan Community Board #11,,136400434,5000,MNCB,To fund an urban planner to review applications and report to the community board's land use committee in Council District 5.
Powers,Manhattan Community Board #11,,136400434,2500,MNCB,Funding will provide community outreach between the board and its constituents and share information regarding government services.
Ayala,Manhattan Community Board #11,Monthly Board Meetings,136400434,10000,MNCB,To provide support to live stream monthly board meetings.
Abreu,Manhattan Community Board #12,,136400434,2500,MNCB,To support community outreach and programming in Manhattan Community Board 12.
Marte,Manhattan Community Board #2,,136400434,6000,MNCB,For general expenses and operational costs.
Marte,Manhattan Community Board #3,,136400434,6000,MNCB,For general expenses and operational costs.
Rivera,Manhattan Community Board #3,,136400434,3500,MNCB,Funds will support Community Board 3's programs and operations.
Powers,Manhattan Community Board #5,,136400434,5000,MNCB,Funding will provide community outreach between the board and its constituents and share information regarding government services.
Menin,Manhattan Community Board #6,,136400434,5000,MNCB,"To fund an urban planner to review applications and report to the community board's land use committee, for Council District 5."
Powers,Manhattan Community Board #6,,136400434,5000,MNCB,Funding will provide community outreach between the board and its constituents and share information regarding government services.
Abreu,Manhattan Community Board #7,,136400434,2500,MNCB,To support community outreach and programming in Manhattan Community Board 7.
Menin,Manhattan Community Board #8,,136400434,10000,MNCB,To fund an urban planner to review applications and report to the community board's land use committee within Council District 5.
Powers,Manhattan Community Board #8,,136400434,5000,MNCB,Funding will provide community outreach between the board and its constituents and share information regarding government services.
Abreu,Manhattan Community Board #9,,136400434,10000,MNCB,"To support community outreach, programming, and Spanish translation services in"
Manhattan,Community Board 9. Jordan Manhattan Community Board #9,Harlem,136400434,10000,MNCB,Funds will be used to provide education and empowerment regarding housing advocacy programming and services.
Bottcher,Manhattan Legal Services,,132613958,5000,DSS/HRA,Funding to support general operating expenses associated with providing legal assistance/representation including staff support.
Powers,Manhattan Legal Services,Council District 4,132613958,5000,DSS/HRA,Funding will support legal representation and community education services to low income residents in Council District 4.
Brewer,Manhattan Legal Services,Legal services,132613958,5000,DSS/HRA,Funds support legal services for Council District 6 residents.
Powers,"Manhattan Theatre Club, Inc.",Stargate Theatre Program,237086643,5000,DCLA,Funding will support the operational costs associated with Stargate Theatre Program.
Brooks-Powers,Margert Community Corporation,Council District 31,112534700,20000,HPD,Funds will be used to support programs and services aimed to combat the loss of affordable housing in Council District 31.
Brooks-Powers,"Martin De Porres Youth and Family Services, Inc.",Council District 31,237448478,5000,DYCD,Funding will support programming for at-risk youth in Council District 31.
Ayala,"MASA-MexEd, Inc. d/b/a Masa",Community Education Workshops,113640210,10000,DYCD,"To provide funding to support immigrant right workshops, legal clinics, and referrals to additional services."
Kagan,Masbia,Food Program - Council District 47,201923521,5000,DYCD,"The funding will be used for food, supplies, rent, utilities and insurance vital site. Page 100 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Yeger,Masbia of Boro Park,,263851559,8000,DYCD,The funding will be used for the procurement of food and ingredients that are needed to prepare daily hot meals and weekly take-home packages.
Vernikov,Masbia of Flatbush,,271209610,10000,DYCD,"Funding to support operating costs including food, supplies, and facilities."
Yeger,Masbia of Flatbush,,271209610,8000,DYCD,The funding will be used for the procurement of food and ingredients that are needed to prepare daily hot meals and weekly take-home packages.
Louis,Masbia of Flatbush,Council District 45,271209610,8000,DYCD,Funds will be used to provide emergency food services for the community.
Holden,"Maspeth Chamber of Commerce, Inc.",,113500705,5000,SBS,"To support neighborhood-level initiatives that promote economic development, job creation and retention, and community investment."
Speaker,"Holden Maspeth Town Hall, Inc.",,237259702,75000,DYCD,"Funding will be used for general operating expenses and for the after school programming including staff support utilities, facilities usage, supplies, and equipment."
Holden,"Maspeth Town Hall, Inc.",Community Park Day - Council District 30,237259702,10000,DYCD,Funding for Community Park Day in Council District 30.
Speaker,Mayor's Office of Contract Services,CBO Capacity Building Training,136400434,481000,MAYOR,"Funds would be used for an enhanced support team to assist Discretionary providers and Council member offices with the transition to PASSPort, in a targeted fashion. Will include webinars, user guides and videos to support Discretionary providers."
Speaker,"Rivera Medicare Rights Center, Inc.",,133505372,75000,DFTA,"To provide counseling, intensive case and legal assistance, and help enrolling in public benefits to thousands of seniors, people with disabilities, and their caregivers who are confused by or unable to pay the costs associated with health insurance."
Narcisse,"Medicare Rights Center, Inc.",Medicare Education & Enrollment - Council District 46,133505372,5000,DFTA,Funding to support a Medicare Education and Enrollment Town Hall in Council District 46.
Bottcher,"Melodia Women's Choir of NYC, Inc.",,200100634,5000,DCLA,"Funding to support concert series, featuring a wide variety of rarely heard women's choral music."
Hudson,"Melquain Jatelle Anderson Foundation, Inc.",Disrupting The Hate - District 35,842919515,5000,DYCD,"Funding to provide educational support, crisis intervention, and counseling for individuals and families affected by gun violence."
Ariola,"Meowsquad, Inc.",,842533806,5000,DYCD,Funds will be used for animal rescue supplies.
Speaker,MercyFirst,,111635089,5000,ACS,To provide funding support for the Manning Residence: Pregnant and Parenting Group Home.
Williams,MercyFirst,St. Albans Residence: Pregnant & Parenting Group Home,111635089,5000,ACS,Funds will be used to cover the cost associated with babies/toddlers program.
Hanif,"Met Council Research and Educational Fund, Inc.",,133580918,4500,HPD,"Funds will provide public about the shifting landscape of tenant rights during the COVID- 19 pandemic, keeping tenants informed of their protections regardless of inability to pay and explaining new laws and executive orders as they are enacted"
Menin,"Met Council Research and Educational Fund, Inc.",,133580918,7500,HPD,"To support Tenant Help Hotline, downtown Walk-in Clinic and Tenants Rights Training series for Council District 5. Ossé Met Council Research and Educational Fund, Inc."
,"To support Tenant Help Hotline, downtown Walk-in Clinic and Tenants Rights Training series for Council District 5. Ossé Met Council Research and Educational Fund, Inc.",,133580918,5000,HPD,Funding for the Housing Mutual Aid Program.
Rivera,"Met Council Research and Educational Fund, Inc.",,133580918,5000,HPD,Funds will support Met Council's programs and operations.
Speaker,"Feliz Met Council Research and Educational Fund, Inc.",,133580918,50000,HPD,"To assist tenants across the city regarding housing rights through a hotline, walk-in clinics, training, and tenant organizing and advocacy programming."
Brewer,"Met Council Research and Educational Fund, Inc.",Housing Mutual Aid Program,133580918,2000,HPD,Funds will support Housing Mutual Aid Program.
Kagan,"Met Council Research and Educational Fund, Inc.",Housing Stabilizing NYC - Council District 47,133580918,10000,HPD,"Fund will combat the loss of affordable housing at the hands of predatory equity companies, defends low-income tenants in predatory equity buildings from harassment and eviction. Page 101 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Brannan,"Metro Chamber Orchestra, Inc.",,473034551,5000,DCLA,Funding to support operational expenses associated with Community Concerts.
Speaker,Salamanca Metropolitan College of New York,Pathways to Success,136192377,35000,DYCD,Funding will be used to support Pathways to Success programming.
Borelli,"Metropolitan Fire Association, Inc.",,133039588,5000,FDNY,Funding will be used for operations and training events in Council District 51.
Carr,"Metropolitan Fire Association, Inc.",,133039588,2500,FDNY,"Funds to support vehicle maintenance and operating costs to including fuel, insurance and maintenance of the members gear and equipment."
Powers,"Metropolitan Museum of Art, The",Family Day Programs,131624086,5000,DCLA,Funding will support Family Day programming at the Metropolitan Museum of Art.
Dinowitz,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",,132738818,10000,DYCD,Funding to support case management services and SenioRepair program.
Hanif,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",,132738818,5000,DFTA,Funding for general operating expenses.
Feliz,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Council District 15,132738818,20000,DYCD,Funds will support meal distribution events and social services.
Stevens,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Council District 16,132738818,5000,DFTA,Funding to support the Senior Repair Program for seniors in Council District 16.
Gennaro,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Council District 24,132738818,11000,DSS/HRA,"Funding to support social services and case management, emergency services for District 24."
Powers,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Council District 4,132738818,10000,DSS/HRA,Funding will support Met Council social services in Council District 4.
Menin,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Council District 5,132738818,5000,DYCD,"Funding to support operating expenses of the social services department including case workers and emergency services, for Council District 5."
Hudson,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Food Program - Council District 35,132738818,5000,DYCD,Funding for the kosher food system that supports emergency food packages and preserves critical staffing levels.
Ung,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",SenioRepair Program,132738818,5000,DFTA,To provide free handyman services and home repairs for low-income older adults in Council District 20.
Narcisse,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Social Services Program,132738818,10000,DYCD,"Funds will be used to provide resources and services to seniors, immigrants and constituents in the 46th Council District."
Schulman,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Social Services Program,132738818,9000,DSS/HRA,Funding to support the costs associated with personnel and case workers providing client services / assistance in Council District 29.
Farias,"Midori Foundation, Inc.",Blueprint Middle School (08X562),133682472,5000,DCLA,Funds will support music programs at Blueprint Middle School (08X562).
Sanchez,"Midori Foundation, Inc.","Intermediate School 206X (10X206), Public School 226X (10X226) & Middle School 244X (10X244)",133682472,25000,DCLA,"Funding to support the Celebrate! Music programs at IS 206X, PS 226X & MS 244X. Celebrate! Music, bringing live artist performances and interactive workshops."
Schulman,"Midori Foundation, Inc.",Play to Learn: JHS 157Q (28Q157),133682472,3500,DCLA,To support the Signature Concert Workshop series at Junior High School 157Q.
Brannan,"Midori Foundation, Inc.",Public School 102 The Bayview Ralph (20K102) &A. Fabrizio School (20K170),133682472,20000,DCLA,To sustain the Celebrate! Music programs at PS 102K & PS 170K.
Ayala,"Midori Foundation, Inc.",Public School 72M (04M072) & Public School 38M (04M038),133682472,5000,DCLA,To provide funding to support music programming at Public School 72M (04M072) & Public School 38M (04M038).
Brannan,"Midtown Management Group, Inc.",,133192793,25000,DCLA,"Funds will be used to support the ""Broadway in Your School"" program."
Farias,"Midtown Management Group, Inc.",,133192793,10000,DCLA,To support Broadway in Your School program in Council District 18.
Krishnan,"Midtown Management Group, Inc.",,133192793,5000,DCLA,Funds will be used to support school programs in Council District 25. Page 102 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Menin,"Midtown Management Group, Inc.",,133192793,5000,DCLA,"To fund a program supporting youth Broadway students within Council District 5. Cabán Midtown Management Group, Inc. - Broadway in Your School"
,"To fund a program supporting youth Broadway students within Council District 5. Cabán Midtown Management Group, Inc.",Broadway in Your School,133192793,3500,DCLA,Funds will be used to support K-12 performing arts programming in Council District 22.
Menin,"Migrant Kitchen Incorporated, The",,850592518,7000,DYCD,Provides hot culturally competent meals to Council District 5 residents.
Rivera,"Migrant Kitchen Incorporated, The",,850592518,5000,DYCD,Funds will support Migrant Kitchen's meal delivery and food access programs.
Speaker,"Migrant Kitchen Incorporated, The",,850592518,60000,DYCD,Funds will support The Migrant Kitchen's meal delivery programs in Manhattan.
Sanchez,"Migrant Kitchen Incorporated, The",Iftar Meal Distributions,850592518,5000,DYCD,Funds will support the distribution of Iftar meals during Ramadan in Council District 14.
Dinowitz,"Mindbuilders Creative Arts, Inc.",,132988157,10000,DCLA,Music and Cultural Programming in Council District 11.
Narcisse,Mindful Doing - PACT,Parent and Child Time,880572264,10000,DYCD,Funds will be used to provide workshops and trainings for parents and children on healthier relationships.
Speaker,Mindful Doing - PACT,Parent and Child Time,880572264,25000,DYCD,Funds will be used to provide workshops and trainings for parents and children on healthier relationships.
Lee,"MinKwon Center for Community Action, Inc.",,112710506,7500,DYCD,To support community education programming and outreach.
Ung,"MinKwon Center for Community Action, Inc.",AAPI Build Back Better Through Benefits Enrollment,112710506,5000,DYCD,"Funding to support free cultural and language appropriate social services including benefits enrollment, tax prep, health insurance enrollment, and other services."
Carr,"Minty Organization for the Performing Arts, Inc.",,464137962,5000,DYCD,The funds will go toward the stipends for the auditors/judges who evaluate each participating school’s show throughout the academic year; the costumes students use during the ceremony; as well as other production components of the performance.
Hanif,"Mixteca Organization, Inc.",,113561651,8500,DYCD,"Funding to support programming including activities, events, workshops, direct services and advocacy events. Avilés Mixteca Organization, Inc. - Immigrant Economic Justice for Indigenous and Latinx Communities - Council District 38"
,"Funding to support programming including activities, events, workshops, direct services and advocacy events. Avilés Mixteca Organization, Inc.",Immigrant Economic Justice for Indigenous and Latinx Communities - Council District 38,113561651,70000,DYCD,Funds will support Adult Education programming and services.
Rivera,"Mobilization for Justice, Inc.",,132622748,5000,DSS/HRA,Funds will support Mobilization for Justice's services in Council District 2.
Nurse,"Mobilization for Justice, Inc.",Free Legal Services - Council District 37,132622748,10000,DSS/HRA,"Funds will support free legal services for low-income residents in District 37, including legal advice, counsel, and representation in housing, economic justice, immigration, and more."
Marte,More Gardens! Fund,,522415900,3000,DYCD,"Funds will be used to support the Children's Magical Garden Art & Nature Creation, Programming."
Sanchez,"Morris Heights Health Center, Inc.",Sharing Place Nutritional Wellness Program,061081232,20000,DHMH,To provide access to fresh food; boost nutritional literacy; and help improve nutrition- related health outcomes with residents from Council District 14.
Abreu,"Morris-Jumel Mansion, Inc.",,132800646,5000,DCLA,Funding to support community cultural programming in Council District 7.
Won,Mosaic Covenant Church,Food Pantry & Toddler Care Program,474792318,20000,DYCD,Funding to support operational and programming costs of Mosaic Community Center Food Pantry and Toddler Care Program.
Dinowitz,Mosholu Preservation Corporation,,133109387,15000,DYCD,"Holiday Lights and Neighborhood Beautification along East 204th St, East 235th St to East 239th St on Katonah Ave, on Bainbridge Avenue, Riverdale Ave, Johnson Ave, White Plains Road, Mosholu Avenue and Bway at 242nd Street."
