member,organization,program,ein,amount,agency,purpose
Hudson,"Services And Advocacy For Gay, Lesbian, Bisexual And Transgender Elders, Inc.",SAGE Center Brooklyn - Stonewall House,132947657,10000,DFTA,To fund LGBTQIA+ older adult programming at the SAGE Center.
Abreu,"Services And Advocacy For Gay, Lesbian, Bisexual And Transgender Elders, Inc.",The SAGE Center - Council District 7,132947657,5000,DFTA,Funding for programming conducted through flagship SAGE Center and the SAGE Center in Harlem.
Lee,"Services Now for Adult Persons (SNAP), Inc.",,112591783,29500,DFTA,"To help support Case Management, programming, meals, and other related services in Council District 23."
Louis,"Sesame Flyers International, Inc.",Council District 45,112692485,5000,DCLA,"Funding will be used to support operations and to produce contextual programs during the summer and during thematic months (Hispanic Heritage, Black History, Women's History, Caribbean Heritage)."
Narcisse,"Sesame Flyers International, Inc.",Council District 46,112692485,5000,DYCD,Funds will be used to provide afterschool and weekend programming for youth in Council District 46.
De La Rosa,Seven Stories Institute,,383713884,5000,DYCD,Funding to support Pantaleon programming in Council District 10.
Marte,"Shadow Box Theatre, Inc., The",Public School 002 Meyer London (02M002),132725580,5000,DCLA,Funds will be used to support programing for P.S. 002 Meyer London in Council District 1.
Ung,"Shadow Box Theatre, Inc., The",Storytelling Shows - Council District 20,132725580,5000,DCLA,Funding to support Shadow Box Theatre Storytelling's to perform on site at various schools in Council District 20.
Marte,"Shakespeare Downtown, Inc.",,462522499,5000,DCLA,Funds will be used to support Shakespeare Downtown's annual free summer production in Battery Park. Page 130 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Ung,"Shanghai Association in USA, Inc.",,461580361,5000,DYCD,To support Shanghai Association's weekly information seminar and instructional cultural dancing classes.
Ung,"SHARE: Self-Help for Women with Breast or Ovarian Cancer, Inc.",Cancer Support - Older Adults Outreach Program,133131914,5000,DHMH,"Funds to support SHARE's cancer support older adults outreach, education, and support programming in Council District 20."
Brewer,"SHARE: Self-Help for Women with Breast or Ovarian Cancer, Inc.","Ovarian, Cervical & Uterine Cancer Outreach, Education & Support Initiative",133131914,5000,DHMH,"Funding to provide cancer outreach, education & support initiative."
Vernikov,Shema Kolainu,Hear Our Voices - After School Program,113503085,5000,DHMH,Funds will support after school program for children with disabilities parent training.
Sanchez,"Shield of David, Inc.",Bronx Early Learning Center Arts Program,131740041,10000,DYCD,Arts Program at The Shield Institute Bronx Early Learning Center for children autism spectrum disorder (ASD) and intellectual and developmental disabilities (IDD).
Yeger,Shmira Civilian Volunteer Patrol of Boro Park,,113260405,10000,DYCD,Funding will be used to defray operating expenses for civilian community patrol and to fund outreach programs.
Vernikov,Shmira Volunteer Patrol Corporation,,112719958,5000,DYCD,"Funding will be used to provide public safety patrols, services for Holocaust survivors and victims of disaster."
Vernikov,"Shorefront Jewish Community Council, Inc.",,112986161,15000,DFTA,Funding will be used for case management for seniors and disabled constituents.
Vernikov,"Shostakovich Music, Art and Sport School, Inc., The",Council District 48,112857556,5000,DYCD,"Funds to provide afterschool music, culture and arts programming in Council District 48."
Adams,"Showing Hearts Foundation, Inc., The",,810713547,10000,DYCD,Funds will support capacity building program for local non profits with workshops and outreach.
Brooks-Powers,"Showing Hearts Foundation, Inc., The",Council District 31,810713547,6000,DYCD,"Funds to support entrepreneurial training and workshops for youth and young adults, as well as events and programming in Council District 31."
Lee,Sickle Cell Awareness Foundation Corp Int'l,,711037154,5000,DHMH,Fund programs to provide education and expand awareness of the genetic condition of Sickle Cell Disease.
Adams,Sickle Cell Awareness Foundation Corp Int'l,Community Education,711037154,7500,DHMH,Funds will support outreach and informational events regarding Sickle Cell Disease and related illnesses in Council District 28.
Brooks-Powers,Sickle Cell Awareness Foundation Corp Int'l,Council District 31,711037154,4000,DHMH,Funding to support educational programming and awareness of sickle cell anemia in Council District 31.
Bottcher,"Signature Theatre Company, Inc.",,133641560,5000,DCLA,Funds will support Signature Access programming for the 2024/25 Season.
Menin,"Simon Wiesenthal Center, Inc.",,953964928,5000,DYCD,Funds will be used to support Combat Hate programming within Council District 5.
Paladino,"Simon Wiesenthal Center, Inc.",Combat Hate Program,953964928,7500,DYCD,Funding will support Combat Hate program for Middle and HS students throughout Council District 19.
Restler,"Smack Mellon Studios, Inc.",Council District 33,113375393,4000,DCLA,To provide after-school programming through the Art Ready program.
Hanif,"Smith Street Stage, Inc.",Shakespeare - Carroll Park,463003829,5000,DCLA,"To support free production of a Shakespeare play in Carroll Park- serving large, diverse audiences in a convenient, central location with free, high quality theater."
Carr,Snug Harbor Cultural Center & Botanical Garden,Youth Matters Program,800193388,5000,DCLA,Funds will be used to support the Snug Harbor's Youth Matters program.
Hudson,"So Percussion, Inc.",Studio Programs,204485651,5000,DCLA,"To support concerts, studio series, and other public music events."
Marte,"Society of the Educational Arts, Inc.",Community Arts & Cultural Festivals,113210593,5000,DCLA,"To support the annual community arts and cultural festivals that Teatro SEA hosts free to the community, including performances, exhibitions, concerts and workshops. Page 131 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Marte,"Society of the Educational Arts, Inc.",Latino Theater,113210593,5000,DCLA,To support the expansion and maintenance of their reduced fare system and outside-of- the-classroom programming.
Marte,Society of the Third Street Music School Settlement,Third Street Partners,135596825,5000,DCLA,Funding will support programming and arts education at the Third Street Music School.
Caban,"Socrates Sculpture Park, Inc.",Park Events,113066597,5000,DCLA,"Funding to help defray the costs associated with its programmatic offerings throughout the year, including community festival days and exhibitions."
Marte,"SoHo Broadway District Management Association, Inc.",Council District 1,471044631,5000,DYCD,"To support the SBDMA actions towards community safety, especially AAPI businesses and communities."
Lee,"Sol Zim Jewish Enrichment Music Foundation, Inc., The",,113631951,5000,DCLA,Funding will support various music programming in Council District 23.
Menin,Sophie Gerson Healthy Youth,,462977659,5000,DYCD,Funds will be used to support youth programming in Council District 5.
Marte,Sophie Gerson Healthy Youth,Council District 1,462977659,5000,DYCD,To support the continuation and costs of SGHY Programming in Council District 1.
Osse,"Soul Summit Music, Inc.",,473134260,5000,DYCD,Funding for cultural programming for District 36.
Joseph,"Soul2Soulz, Inc.",College Preparation & HBCU Tour Experience - Council District 40,743240601,5000,DYCD,Funding will be used to provide monthly college preparation workshops to high school students culminating in a HBCU college tour
Farias,"Sound Reunion Committee, Inc.",Council District 18,473726373,5000,DYCD,"Funding to support the Soundview Reunion's Old Timer's Day, Community Christmas Party, Community Health Day, College Career Day, Senior Citizen Day and Youth Day."
Lee,South Asian Council for Social Services,,113632920,15000,DYCD,To help fund operational expenses related to programming and services.
Adams,"South Asian Fund for Education, Scholarship and Training, Inc.",,472984997,10000,DYCD,"Funds will support programming including computer training and career workshops, immigrant Know Your Rights workshops, and academic help for Council District 28 residents."
Gennaro,"South Asian Fund for Education, Scholarship and Training, Inc.",Council District 24,472984997,6000,DYCD,Funding to support community programming in Council District 24.
Krishnan,"South Asian Youth Action, Inc.",,133943630,8500,DYCD,"To fund academic support, leadership development, college readiness and enrichment opportunities."
Salamanca,"South Bronx Concerned Citizens, Inc.",Supportive Services & Programming - Council District 17,582435828,16000,DYCD,"To support programming, supportive services and general operating expenses, including facilities usage."
Williams,"Southern Queens Park Association, Inc.",,112432846,10000,DYCD,"Funds will go towards equipment, supplies, uniforms, trips, and staffing for after-school tutoring, sports activities, dance activities and summer programming."
Speaker,"Brooks-Powers, Queens, Williams Southern Queens Park Association, Inc.",,112432846,150000,DYCD,"Funds will go towards equipment, supplies, uniforms, and staffing for after-school tutoring, sports activities, dance activities and summer programming."
Brooks-Powers,"Southern Queens Park Association, Inc.",Council District 31,112432846,5000,DYCD,"Funding will support funding for children, families and senior programming in Council District 31."
Adams,"Southern Queens Park Association, Inc.",South Jamaica Houses Cornerstone,112432846,10000,DYCD,Funds will support academic enrichment and recreational activities at The South Jamaica Houses SQPA Cornerstone site.
Gutierrez,"Southside Community Mission, Inc.",Social Services & Food Pantry,112306447,30000,DYCD,"Funding will support services related to Social Service, Immigration, and Food Pantry."
Gutierrez,Southside United Housing Development Fund Corporation,Food Pantry - Taylor Wythe,112268359,5000,DYCD,Funding will support Food Pantry at Taylor Wythe.
Speaker,Gutierrez Southside United Housing Development Fund Corporation,Los Sures,112268359,100000,DYCD,"To support the Preserving Affordable Housing Program, including legal representation, advice/services, and legal education to vulnerable populations. Funds will be used to support staff, and program-related expenses. Page 132 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Hanif,Southwest Brooklyn Industrial Development Corporation,Business Education Program & Job Training Programs - Council District 39,112508370,15000,DYCD,To support business education program for M/WBEs and job training programs for Council District 39 constituents.
Rivera,"Spanish Theatre Repertory Company, Ltd.",,132672755,5000,DCLA,Funds will support Repertorio's programs and operations.
Stevens,"Spare A Life, Inc.",Council District 16,932959608,5000,DYCD,Funds will be to support community engagement and outreach in Council District 16.
Yeger,"Sparks PPD, Inc.",,260794276,7000,DHMH,Funding to support awareness events and the promotion of the services provided to the women suffering from PPD (postpartum depression).
Dinowitz,"Special Citizens Futures Unlimited, Inc.",Fieldston Road,132865903,5000,DYCD,"Funding to support programming for residents of the Fieldston Road location in Council District 11 (5431 Fieldston Road, Bronx, NY 10471)."
Salaam,"Special Olympics New York, Inc.",Council District 9,237061382,5000,DYCD,To provide support to SONY to be able to use school sites in Council District 9 to train athletes with I/DD.
Dinowitz,"Special Olympics New York, Inc.",Young Athletes Expansion - Bronx,237061382,5000,DYCD,Funding to support Young Athletes Expansion program to increase access to Bronx athletes.
Narcisse,"Sports Oriented Nurturing Youth Partnership, Inc.",,453162464,10000,DYCD,Funds will be used to provide sports programming and activities for youth in Council District 46.
Banks,"Sports Oriented Nurturing Youth Partnership, Inc.",E.S.T.E.E.M. Mentoring Program,453162464,7500,DYCD,Funds will be used to facilitates the E.S.T.E.E.M. Mentoring Program within the 42nd Council District.
Louis,"Spring Forward Hope for Pink, Inc.",Workshops - Council District 45,990393260,5000,DYCD,"Funding to support awareness workshops, projects, and support services in regards to cancer."
Speaker,Springboard Collaborative,NYC Reads,453719806,23000,DYCD,"Funds will ensure children are ready for school and have the support they need to sustain grade-level reading proficiency in schools throughout the Jamaica, East New York, and East Harlem areas and among seven partner organizations."
Dinowitz,"Spuyten Duyvil Preschool, Inc.",Preschool Farm & Garden - Council District 11,131858180,5000,DYCD,Funding to support farm and garden program in Council District 11.
Adams,"Sri Durga Mandir Multicultural Community Center, Inc.",Music Program,113143151,5000,DYCD,Funds will support musical instructors and purchase of musical instruments to provide cultural music to youth 3rd - 12th grades.
Bottcher,"St. Francis Friends of the Poor, Inc.",,133036954,5000,DHMH,Funds would support operational costs associated with the provision of home health services and programs.
Speaker,"Bottcher St. Francis Friends of the Poor, Inc.",,133036954,35000,DHMH,Supporting the mental & physical well-being of at-risk adults living with severe mental illness to age with dignity in their homes.
Gennaro,St. John's University,,111630830,5000,DYCD,"Funding will support community-based therapy program, PARTNERS CLINIC."
Hudson,St. Joseph Roman Catholic Church,,111884960,5000,DYCD,Funding for free concerts at St. Joseph's Roman Catholic Church.
Osse,St. Nick's Alliance Corporation,,510192170,20000,HPD,Funding for JOE Central Brooklyn Tenant Assistance program in District 36.
Gutierrez,St. Nick's Alliance Corporation,Housing Counseling & Tenant Work,510192170,36000,HPD,Funding will support Housing Counseling & Tenant Work.
Brannan,St. Patrick's Church,Food Pantry,111631818,20000,DYCD,To support food pantry programming.
Mealy,"St. Paul Pentecostal Church of God, Inc.",,300327182,5000,DYCD,Funds will be used to purchase healthy foods to meet the growing needs of the community.
Hanif,"St. Vincent's Services, Inc.",Wyckoff Gardens,111631823,10000,DYCD,To support public programming at Wyckoff Gardens.
Ayala,"Stanley M. Isaacs Neighborhood Center, Inc.",,132572034,18000,DYCD,"Funds will be used to support the center's outreach efforts and to connect children, youth, families, and older adults living in New York City Housing Authority residences to Isaacs Center's supportive programming."
Menin,"Stanley M. Isaacs Neighborhood Center, Inc.",Senior Services,132572034,3500,DFTA,"To fund senior services in support of wellness, nutrition, and fitness activities including the cost of instructors and supplies, publicly noticed through Council District 5 monthly newsletter and website. Page 133 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Menin,"Stanley M. Isaacs Neighborhood Center, Inc.",The Learning Academy & Youth Employment and Education Services (YES),132572034,6500,DYCD,"To support The Learning Academy and the Youth Employment and Education Services (YES), publicly noticed through Council District 5."
Carr,"Staten Island Baseball Old Timers Association, Inc.",,134033266,5000,DYCD,Funds to be used for clinics for youth baseball.
Carr,"Staten Island Chamber of Commerce Foundation, Inc.",,134069282,15000,SBS,Funds will be used for general operating cost.
Carr,Staten Island Children's Museum,,237379930,5000,DCLA,Funds will be used to support cultural enrichment programs.
Borelli,Staten Island Children's Museum,Council District 51,237379930,16000,DCLA,Funding to support in-school arts residency for students in Council District 51 public schools.
Hanks,Staten Island Community Alliance Corp,Community Building and Empowerment,921925443,7500,SBS,Funding to support virtual & live workshops and mentorship to non profit entities in Council District 49.
Borelli,Staten Island Economic Development Corporation,,133706442,10500,SBS,"Funds will be used for operational support, such as events and/or solar, wind and other environmental initiative programs for local businesses."
Speaker,Staten Island Economic Development Corporation,,133706442,35000,SBS,Funds will help support the business corridor of the Victory Boulevard Merchants association.
Borelli,Staten Island Economic Development Corporation,,133706442,40000,SBS,Funds will support merchants group in bid formation along Richmond Avenue in support of festive lights and other maintenance needs.
Speaker,Staten Island Economic Development Corporation,Economic Development - 49th District,133706442,75000,SBS,Funding will support economic development in Council District 49.
Speaker,"Carr, Staten Island Staten Island Economic Development Corporation",Economic Development - 50th District,133706442,140000,SBS,"Funds to be used for operating support, neighborhood development efforts, support the New Dorp BID, and Victory Boulevard Merchants."
Speaker,"Borelli, Staten Island Staten Island Economic Development Corporation",Economic Development - 51st District,133706442,200000,SBS,Funds will be used for programming and operational support for SIEDC to service businesses throughout Staten Island.
Carr,Staten Island Economic Development Corporation,General Operating Support & Business Assistance,133706442,20000,SBS,"Funds will be used in general operating support for efforts designed to improve economic conditions in the borough, fill vacant properties and improve job opportunities as well as provide complimentary business assistance."
Carr,Staten Island Economic Development Corporation,Health & Wellness Expo,133706442,15000,SBS,Funding will be used to support the Health & Wellness Expo.
Carr,Staten Island Economic Development Corporation,New Dorp BID,133706442,25000,SBS,"Funds will be used to support the New Dorp BID including cleaning, marketing, beautification and events."
Carr,Staten Island Economic Development Corporation,Richmond Road Merchants Association,133706442,25000,SBS,"Funds will be used to further expand efforts on behalf of the Richmond Road Merchants Association including additional joint marketing, business development strategies and beautification."
Carr,Staten Island Economic Development Corporation,Victory Blvd Business District Corridor,133706442,15000,SBS,"Funds will be used for general business and administrative services, and for BID formation services along Victory Blvd Business District Corridor."
Carr,"Staten Island Heart Society, The",,200269367,10000,DHMH,Funds to be used for organization operating costs.
Carr,Staten Island Historical Society,,131985514,20000,DCLA,Funds will be used for general operating cost and ground beautification.
Borelli,Staten Island Institute of Arts and Sciences,,135564127,5000,DCLA,Funds will support programming for schools in Council District 51.
Carr,"Staten Island Little League, Inc.",,136162802,3000,DYCD,"Funding will be used for utilities, uniforms, equipment, Annual picnic costs and other event expenses."
Carr,"Staten Island NFP Association, Inc.",,203560375,5000,SBS,Funds to be used for the Staten Island Community Organizations Active in Disaster (SI COAD) coalition.
Hanks,"Staten Island NFP Association, Inc.",Non-Profit - Capacity Building,203560375,5000,SBS,Funding will support the Staten Island Nonprofit Development Initiative.
Carr,"Staten Island Shomrim Safety Patrol, Inc.",,811047344,5000,DYCD,"Funding to be used for costs of equipment, uniforms and operational costs."
Borelli,"Staten Island Sports Hall of Fame, Inc.",,133833390,5000,DYCD,Funding to support the operational costs of maintaining the Museum. Page 134 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Hanks,"Staten Island Sports Hall of Fame, Inc.",,133833390,5000,DYCD,Funding will support the Sports Hall of Fame.
Borelli,"Staten Island Zoological Society, Inc.",,135680691,5000,DCLA,Funds will be used for programming and support for students in Council District 51.
Hanks,"Staten Island Zoological Society, Inc.",Education Programming & Animal Care,135680691,5000,DCLA,Funding to support operational costs of educational programming for children & adults as well as costs associated with animal care.
Caban,Stella Adler Studio of Acting,Stella Adler - Rikers Island Programming,134112234,5000,DCLA,Funding will be used to support arts programming at Rikers Island.
Salaam,"StoryCorps, Inc.",,133753011,5000,DCLA,"funding to support educational programming that will incorporate storytelling based on history, culture and experience into classroom curricula and/or activities."
Powers,"STPCV Tenants Association Foundation, Inc.",,274554330,30000,HPD,"Funding will support tenant education programs and support organizational costs, and administrative support."
Speaker,"Powers STPCV Tenants Association Foundation, Inc.",,274554330,50000,HPD,Funding will support the Tenant Association's efforts to education tenants of their rights under the rent stabilization law.
Feliz,"Student Leadership Network, Inc.",College Bound Initiative,061517218,20000,DOE,Funds will be used to support the College Bound Initiative in Council District 15.
Speaker,"Feliz Student Leadership Network, Inc.",College Bound Initiative,061517218,150000,DOE,Funding will go towards in-school college access services and resources.
Caban,"Student Leadership Network, Inc.",CollegeBound Initiative (CBI) - Council District 22,061517218,5000,DOE,Funds will be used to support a full time college board initiative counselor at the Young Women's Leadership Academy in Astoria.
Rivera,"Studio in a School Association, Inc.",Earth School (01M364),133003112,5000,DCLA,Funds will support Studio in a School's programs at The Earth School.
Salaam,"Studio Museum in Harlem, The",,132590805,5000,DCLA,Funding to support family programming and activities in CD9
Abreu,Sugar Hill Children's Museum of Art and Storytelling,Council District 7,465412811,5000,DYCD,Funding to support the art and education programs at the Sugar Hill Children's Museum of Art in Council District 7.
Borelli,"Sundog Theatre, Inc.",,450476945,5000,DCLA,Funds will be used to support programming at Council District 51 schools.
Won,"Sunnyside Community Services, Inc.",Senior Services - Council District 26,510189327,25000,DFTA,"Funding will support senior services, programming and casework at the Center for Active Older Adults."
Marmorato,SUNY Maritime Collège Parents Association Corp.,,811963795,5000,DYCD,"To support operational costs and maintenance costs associated with the sea term in summer 2024. Students at SUNY Maritime must accrue days at sea to qualify for graduation, these funds will be used to help fund day to day operations of the sea term."
Gutierrez,"Sure We Can, Inc.",Community Resource Center & Membership Outreach,261217947,10000,DYCD,Funding will support Community Resource Center and membership outreach.
Riley,"Swim Outreach, Inc.",Council District 12,815334230,10000,DYCD,funds to support swimming instruction at Evander Childs High school campus in Council District 12.
Holden,"Swim Strong Foundation, Inc.",Council District 30,371526132,5000,DYCD,Funds to support subsidized swim lessons and the cost of water safety educational courses in Council District 30.
Speaker,"Brooks-Powers Swim Strong Foundation, Inc.",Know Before You Go and Swim Lessons-Council District 31,371526132,50000,DYCD,"For an environmentally based educational program for schools and organizations. The funds will be used to pay for free to low cost programming. Also, to cover costs associated with free to subsidized swim classes in Council District 31."
Hudson,"Switching Lifestylez, Inc.",Justice-Involved Youth Support Services - Council District 35,881538933,5000,DYCD,Funding for programming and support services to support justice-involved youth in Council District 35.
Hanks,"Sylvia Center, Inc., The",Cooks for Health Program,204297703,5000,DYCD,Funding will support the Cooks for Health Program in Council District 49.
Brewer,"Symphony Space, Inc., The",Cultural Literacy & Heritage Program,132941455,5000,DCLA,Funds will be used to support cultural literacy and heritage program in Council District 6. Page 135 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Abreu,"Symphony Space, Inc., The",Cultural Literacy & Heritage Program - Council District 7,132941455,6750,DCLA,Funding to support Symphony Space programming to more than 200 students in Council District 7.
Marte,"Tacombi Foundation, Inc.",,832550224,5000,DYCD,To support the Workforce development program.
Powers,"TADA! Theatre and Dance Alliance, Inc.",,133311294,5000,DCLA,Funding will support programming at TADA! for Council District 4 constituents.
Bottcher,"TADA! Theatre and Dance Alliance, Inc.",,133311294,7500,DCLA,Funds will support artistic programs for the community.
Zhuang,"Tai Shan Du Hu Association of America, Inc.",Cultural Programming - Council District 43,464529729,5000,DYCD,Funding for cultural programs in Council District 43.
Ung,"Taiwanese American Council of Greater New York, Inc.",Passport to Taiwan Festival,371549859,5000,DYCD,Funding to support the Passport To Taiwan Festival.
Aviles,Target Margin Theater,Here and Now - Council District 38,133697027,10000,DCLA,Funds will support expanding a young artist program and a storytelling program.
Dinowitz,"Teens for Food Justice, Inc.",DeWitt Clinton High School (10X440),453591508,8000,DYCD,"Funding to support farms, school day and afterschool curricula, teacher training, and food distribution programs at the Dewitt Clinton Educational Campus."
Borelli,Tell Every Amazing Lady About Ovarian Cancer Foundation,,264417161,5000,DHMH,Funds will support TEAL services and 1 event in Council District 51.
Vernikov,Tell Every Amazing Lady About Ovarian Cancer Foundation,,264417161,5000,DHMH,Funding will support T.E.A.L.'s Awareness and Education Program in NYC.
Ung,Telugu Literary and Cultural Association,,222182019,5000,DYCD,"To support programming in Queens, including cultural, linguistic, educational, leadership and community service programs, and associated operational costs."
Powers,TFI Digital Archive,,821159850,10000,DYCD,Funding will support The Feminist Institute's pop-up memory lab.
Banks,"That Suits You, Inc.",,462088497,10000,DYCD,"Funds will be used to provide tie trainings, image discussions, financial literacy education and professional development within the 42nd Council District."
Restler,"Theater 2020, Inc.",Shakespeare at Sunset - Council District 33,113193180,5000,DYCD,"To support the presentation of ""Shakespeare at Sunset"" in Council District 33."
Powers,"Theatre Development Fund, Inc.",,136216919,5000,DCLA,"Funding will support TDF Accessibility Programs, School Programs, and Public Engagement Programs and community programming in Council District 4."
Hudson,"Theatre Development Fund, Inc.",Community Connections - Council District 35,136216919,5000,DCLA,Funding for virtual viewing parties of performances and post-viewing conversations as well as trips to in-person performances.
Dinowitz,"Theatre Development Fund, Inc.",School Programs - Council District 11,136216919,5000,DCLA,Funding to support school programs in Council District 11.
Borelli,"Theatre Development Fund, Inc.",School Programs - Council District 51,136216919,11500,DCLA,Funds will be used to support programming for schools in Council District 51.
Hudson,"Theatre for a New Audience, Inc.",Ticket Discounts & Open Caption Performances - Council District 35,133059081,5000,DCLA,"Funding for discount ticket initiatives, New Deal and Brooklyn Pass, and an increase in open captioned performances in its 2024-2025 Season at PSC."
Sanchez,Theory 9 Incorporated,Kingsbridge Afterschool Programming & Evening Open Gyms,871072144,30000,DYCD,"Funds will provide empowering students through afterschool programming, open gyms, weekend and holiday events in Kingsbridge."
Feliz,Third Sector New England,Bronx Deliveristas,042261109,10000,SBS,Funding will be used to support education and outreach programs to address battery fires in Council District 15.
Caban,Third Sector New England,Low Wage Worker Support Initiative - Council District 22,042261109,5000,SBS,Funds will support low wage workers programming and services in Council District 22.
Adams,"Thomas White Jr. Foundation, Inc.",,112534753,12000,DYCD,Funds will support the career development training program. Page 136 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Speaker,"Thomas White Jr. Foundation, Inc.",Southeast Queens Empowerment Training Program,112534753,100000,DYCD,"For professional training skills with support in computer, resume writing, interviewing tips, and techniques for adults in Southeast Queens."
Marmorato,"Throggs Neck District Management Association, Inc.",,842946779,15000,DYCD,"Funds will be used to support additional security in the BID, food giveaways and events in the community."
Marmorato,Throgs Neck Little League,,521287397,30000,DYCD,Funds will be used to support grooming and field maintenance.
Yeger,Together We Are,,270213447,10000,DYCD,"Funds will support food distribution drives to the poor, mentoring programs for teens at risk and summer programs."
Borelli,Tottenville Historical Society,Community Building - Council District 51,841678085,10000,DYCD,"Funding will be used for programming, support, and community events in Council District 51."
Menin,"Town Hall Foundation, Inc.",Public School 158M (02M158),237296167,5000,DCLA,To fund an after school rock music program at Public School 158M Bayard Taylor (02M158).
Mealy,Training Individuals Make Better Attitudes Incorporated,Council District 41,800346030,40000,DYCD,"Funds will support community based programming related to education, information and referrals for adults, seniors and youth."
Vernikov,TraNa Relief Association,,920875945,5000,DYCD,"Funds will support operations including advertising, senior socializing, virtual and in person educational sessions, and transportation for Ukrainian refugees."
Paladino,"Transitional Services for New York (TSINY), Inc.",Turn the Page...Again (bookstore) & Empowerment Center,237376074,5000,DHMH,Funding will help to support TSINY'S residential programs and various operational costs as well as the telehealth infrastructure upgrade of TSINY'S Clinic.
Krishnan,"Translatina Network, Inc.",Community Outreach,474807380,5000,DHMH,"To fund outreach to transgender community members to facilitate access to resources, including referrals to PrEP, condoms and safe sex literature brochures, medical services, mental health services, legal assistance, and other services."
Bottcher,"Transportation Alternatives, Inc.",,510186015,5000,DYCD,Funds will be used to reduce traffic violence and aid traffic crash victims and their families.
Hanif,"Transportation Alternatives, Inc.",Council District 39,510186015,10000,DYCD,To support resources for crash victims in Council District 39 and community building activities.
Gutierrez,"Transportation Alternatives, Inc.",Crash Victim Services,510186015,5000,DYCD,"Funding will support crash victim services like navigating complex post-crash interactions and logistics with police, insurance, and legal offices."
Rivera,"Transportation Alternatives, Inc.",Families for Safe Streets,510186015,5000,DYCD,Funds will support Families for Safe Streets support services for traffic cash victims.
Powers,"Treadwell Farm Historic District Association, Inc.",Green & Clean Streets Program,133362986,5000,DYCD,Funding will support street beautification and communication with District 4 constituents.
Rivera,"Trevor Project, Inc., The",,954681287,5000,DHMH,Funds will support Trevor Project's programs and operations.
Gutierrez,Trinity Human Services Corporation,,133171439,20000,DYCD,"Funding will support three main programs: Food pantry, Social Services and households supplies and clothing."
Restler,"Triskelion Arts-Kick-Standance, Inc.",,113595320,5000,DYCD,This funding will be used to support artist services and community network in Council District 33.
Hudson,"Tropicalfete, Inc.",Caribbean Heritage Cultural Programming - Council District 35,452940435,5000,DCLA,"Funding for Caribbean heritage programming, including steel pan music, stilt-walking, singing, dance, and arts."
De La Rosa,Trustees of Columbia University in the City of New York,CoSMO Clinic,135598093,5000,DYCD,To support programming of the CoSMO clinic.
Gennaro,"TSQ, Inc.",,112693305,5000,DYCD,"Funds will be used to purchase food items, packaging, support delivery activities, and other operational costs."
Lee,"TSQ, Inc.",,112693305,10000,DYCD,"Funds will be used to purchase food items, packaging, support delivery activities, and other operational costs. Page 137 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Ung,"TSQ, Inc.",Emergency Food Pantry,112693305,5000,DYCD,"Funds will be used to purchase nutrient-dense proteins, fresh fruits and vegetables, milk products, quality baked goods, and other healthy packages products."
Speaker,"Ariola, Lee, Queens, Schulman TSQ, Inc.",Emergency Food Pantry,112693305,75000,DYCD,"Funds will be used to purchase nutrient-dense proteins, fresh fruits and vegetables, milk products, quality baked goods, and other healthy packages products. Funds will also be used for utilities and supplies."
Gennaro,Turning Point for Women and Families,,542177390,5000,DYCD,"To support culturally competent domestic violence services focusing on safety and self- sufficiency to Muslim women, regardless of ethnicity."
Speaker,"Marte UA3, Inc.",Community First Food Pantry,474803090,100000,DYCD,Funds would be used for programmatic operations to support programs that benefit disadvantaged communities.
Zhuang,"UA3, Inc.",Food Pantry - Council District 43,474803090,10000,DYCD,Funding for food pantry in Council District 43.
Adams,"UA3, Inc.",Food Support - Council District 28,474803090,5000,DYCD,Funds will support the community first food initiative.
Vernikov,Ukrainian New Wave Corporation,Educational Programming,208517400,5000,DYCD,Funding for educational programming and services.
Salaam,UNDER 21,,133076376,5000,DYCD,To support homeless and at-risk youth by providing them with a personalized residential and supportive services.
Speaker,"Ayala Union Settlement Association, Inc.",,131632530,100000,DYCD,"To hire culinary, dance and theater instructor to impart youth programming."
Ayala,"Union Settlement Association, Inc.",Community Activities - East Harlem,131632530,13000,DYCD,"To support Community Activities, PSA 5 NNO, PSA 5 Explores program and annual tree lighting in East Harlem."
Ayala,"Union Settlement Association, Inc.",Family Enrichment Center,131632530,10000,DYCD,To support programming at the Family Enrichment Center.
Gutierrez,"UnionDocs, Inc.",Summer Film Series - Council District 34,861150496,5000,DCLA,Funding will support Documentary Screening Series in Council District 34.
