scope,year,file,line,column,ein,ein_printed,amount,name,host_ein,host_amount,present_any_year,present_same_year
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,83,organization,112024569,11-2024569,450000,Council of School Supervisors and Administrators,136400434,20354000,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,86,organization,061800512,06-1800512,95000,"Farmer’s Market, Inc.",237169558,125000,4,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,94,organization,133666994,13-3666994,70000,Care for the Homeless,510567466,52692,4,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,95,organization,133083068,13-3083068,52692,"Community Healthcare Network, Inc.",135562202,90000,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,112,organization,020597827,02-0597827,100000,Ralph Lauren Center for Cancer Care and Prevention,743177454,50000,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,114,organization,112868878,11-2868878,50000,University Hospital,264417161,49500,4,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,121,organization,202015286,20-2015286,72000,Choices in Childbirth,510567466,47443,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,122,organization,133083068,13-3083068,84633,"Community Healthcare Network, Inc.",132655001,25799,4,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,122,organization,113122295,11-3122295,29157,"Diaspora Community Services, Inc.",132655001,25799,4,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,122,organization,113343941,11-3343941,21253,Fort Greene Strategic Neighborhood Action Partnership,132655001,25799,4,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,123,organization,061181226,06-1181226,92631,"Joseph P. Addabbo Family Health Center, Inc., The",131624096,123541,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,123,organization,237412423,23-7412423,61701,Lower East Side Family Union,131624096,123541,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,126,organization,112870422,11-2870422,35484,"Queens Comprehensive Perinatal Council, Inc.",743177454,56680,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,130,organization,133749744,13-3749744,40410,"African Services Committee, Inc.",331007278,13500,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,140,organization,133083068,13-3083068,53880,"Community Healthcare Network, Inc.",136400434,53880,6,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,141,organization,462121958,46-2121958,139190,Empire Liver Foundation,112592651,58041,6,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,143,organization,943204958,94-3204958,13500,Harm Reduction Coalition,136400434,53880,4,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,143,organization,133584089,13-3584089,13500,"Housing Works, Inc.",136400434,53880,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,144,organization,237348989,23-7348989,40410,"Korean Community Services of Metropolitan New York, Inc.",133678499,13500,6,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,144,organization,131740114,13-1740114,53880,Montefiore Medical Center,133678499,13500,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,151,organization,134094385,13-4094385,13500,"Voices of Community Activists & Leaders (VOCAL-NY), Inc.",208672015,13500,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,164,organization,132775999,13-2775999,100000,Association for Neighborhood and Housing Development,133020589,71000,6,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,166,organization,112435523,11-2435523,29729,"Brighton Neighborhood Association, Inc.",112634818,51000,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,168,organization,112652331,11-2652331,29729,"Central Astoria Local Development Coalition, Inc.",113580935,61000,4,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,172,organization,133311582,13-3311582,29729,"Eviction Intervention Services Homelessness Prevention, Inc.",112475743,51000,4,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,175,organization,112382250,11-2382250,29730,Greater Ridgewood Restoration Corporation,112412584,71000,6,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,189,organization,237398279,23-7398279,71000,"Neighborhood Housing Services of Jamaica, Inc.",133110811,61000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,189,organization,237398279,23-7398279,51000,"Neighborhood Housing Services of Jamaica, Inc.",133110811,61000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,189,organization,237398279,23-7398279,29730,"Neighborhood Housing Services of Jamaica, Inc.",133110811,61000,4,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,204,organization,131943516,13-1943516,29730,"Strycker's Bay Neighborhood Council, Inc.",133442022,51000,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,204,organization,132735378,13-2735378,29730,"United Jewish Council of the East Side, Inc.",133442022,51000,6,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,209,organization,132941841,13-2941841,71000,"West Bronx Housing and Neighborhood Resource Center, Inc.",237169558,61000,6,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,209,organization,132941841,13-2941841,29730,"West Bronx Housing and Neighborhood Resource Center, Inc.",237169558,61000,6,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,214,organization,133516262,13-3516262,29730,"Harlem Congregations for Community Improvement, Inc.",132974137,61000,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,217,organization,132851988,13-2851988,29729,"Clinton Housing Development Company, Inc.",133385032,71000,6,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,217,organization,112498292,11-2498292,29729,Gowanus Canal Community Development Corporation,133385032,71000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,232,organization,133385032,13-3385032,124300,"Mary Mitchell Family and Youth Center, Inc.",132806160,124300,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,238,organization,133749744,13-3749744,27000,"African Services Committee, Inc.",113475993,35000,6,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,238,organization,136003018,13-6003018,45000,"Association of the Bar of the City of New York Fund, Inc.",113475993,35000,16,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,239,organization,111966067,11-1966067,45000,"Boys & Girls Club Of Metro Queens, Inc.",113065859,25000,18,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,248,organization,133730564,13-3730564,38000,"HIV Law Project, Inc., The",510141489,38000,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,249,organization,464879076,46-4879076,200000,"Immigrant Justice Corps, Inc.",132600199,425000,18,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,249,organization,133802711,13-3802711,10000,Immigration Equality,132600199,425000,14,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,256,organization,237406410,23-7406410,25000,"SBH Community Service Network, Inc.",112728233,20000,24,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,256,organization,112306447,11-2306447,65000,"Southside Community Mission, Inc.",112728233,20000,20,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,267,organization,134131863,13-4131863,107372,Grace Foundation of New York,135562256,50000,18,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,267,organization,111633549,11-1633549,128540,Heartshare Human Services of New York,135562256,50000,18,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,267,organization,202336717,20-2336717,70031,Imagine Foundation,135562256,50000,18,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,267,organization,133490745,13-3490745,67183,"Jewish Community Center in Manhattan, Inc., The",135562256,50000,18,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,268,organization,134038495,13-4038495,87250,"Job Path, Inc.",133622107,147132,16,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,268,organization,132526022,13-2526022,140548,"Lifespire, Inc.",133622107,147132,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,268,organization,131847137,13-1847137,55000,"Lincoln Center for the Performing Arts, Inc.",133622107,147132,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,271,organization,113442879,11-3442879,219665,"New York Families for Autistic Children, Inc.",135562308,55000,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,276,organization,112482974,11-2482974,189970,"QSAC, Inc.",135600422,124187,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,277,organization,203042280,20-3042280,55000,Reach for the Stars Learning Center,112594790,191938,8,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,280,organization,131740041,13-1740041,113136,"Shield of David, Inc.",113070228,105046,18,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,281,organization,133183344,13-3183344,75000,"Sinergia, Inc.",136216919,85000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,286,organization,131740114,13-1740114,425077,Montefiore Medical Center,132946970,115385,6,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,294,organization,132729071,13-2729071,145000,"Coalition of Behavioral Health Agencies, Inc., The",132645436,150000,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,306,organization,132608325,13-2608325,189103,"Epilepsy Institute, The",135562204,27103,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,311,organization,131740114,13-1740114,70429,Montefiore Medical Center,135596746,234103,16,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,315,organization,132997301,13-2997301,41103,St. Luke's-Roosevelt Hospital Center,202508411,273103,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,315,organization,135623279,13-5623279,107103,"Staten Island Mental Health Society, Inc.",202508411,273103,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,331,organization,237406410,23-7406410,63000,"SBH Community Service Network, Inc.",132947616,78540,4,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,336,organization,133165181,13-3165181,250000,"Bailey House, Inc.",111630780,49000,12,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,359,organization,132969182,13-2969182,140000,"Urban Youth Alliance International, Inc.",132612524,70000,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,360,organization,260847222,26-0847222,65000,Harlem Mother's Stop Another Violent End (S.A.V.E.),131632530,35000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,361,organization,453359451,45-3359451,35000,"Gangstas Making Astronomical Community Changes, Inc.",112870465,35000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,362,organization,260894097,26-0894097,35000,"Not Another Child, Inc.",112665181,35000,8,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,364,organization,260149521,26-0149521,40000,"Street Corner Resources, Inc.",132912963,80000,4,1
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,366,organization,132969182,13-2969182,160000,"Urban Youth Alliance International, Inc.",451964622,80000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,368,organization,113027538,11-3027538,40000,"Ifetayo Cultural Arts Academy, Inc.",131988190,120000,10,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,369,organization,200814999,20-0814999,80000,"Life Camp, Inc.",111729398,40000,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,370,organization,237085239,23-7085239,80000,"New York Center for Interpersonal Development, Inc.",800612019,40000,20,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,371,organization,453359451,45-3359451,40000,"Gangstas Making Astronomical Community Changes, Inc.",132612524,120000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,374,organization,133626127,13-3626127,90000,Central Family Life Center,061711370,90000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,374,organization,453359451,45-3359451,90000,"Gangstas Making Astronomical Community Changes, Inc.",061711370,90000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,381,organization,132755323,13-2755323,103914,"Council of Belmont Organizations, Inc.",112932528,56132,20,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,388,organization,510204121,51-0204121,45000,"Jamaica Service Program for Older Adults, Inc. (JSPOA) NORC",132620896,76000,4,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,440,organization,113317234,11-3317234,88855,"ACCION East, Inc.",371443165,51450,18,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,440,organization,202381186,20-2381186,30925,"Brooklyn Kings County Hispanic Chamber Of Commerce, Inc.",371443165,51450,6,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,440,organization,133591350,13-3591350,66450,"Harlem Business Alliance, Inc.",371443165,51450,18,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,441,organization,141845651,14-1845651,78940,"New York Women's Chamber of Commerce, Inc.",112436149,65925,6,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,450,organization,133213525,13-3213525,100000,Jericho Project,136216919,50000,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,454,organization,133165181,13-3165181,20000,"Bailey House, Inc.",133461695,20000,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,457,organization,134004600,13-4004600,4000000,"ExpandED Schools, Inc.",113112635,1000000,14,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,461,organization,111966067,11-1966067,420000,"Boys and Girls Club of Metro Queens, Inc.",131623989,406000,6,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,461,organization,132997764,13-2997764,150000,"Development Outreach, Inc.",131623989,406000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,464,organization,131943516,13-1943516,134400,"Strycker’s Bay Neighborhood Council, Inc.",112799128,84000,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,466,organization,133945168,13-3945168,50000,"Figure Skating in East Harlem, Inc.",133942063,100000,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,466,organization,043697166,04-3697166,50000,"Girls for Gender Equity, Inc.",133942063,100000,10,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,466,organization,542115054,54-2115054,100000,"Girls Write Now, Inc.",133942063,100000,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,466,organization,113427213,11-3427213,100000,"Groundswell Community Mural Project, Inc.",133942063,100000,18,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,469,organization,133083068,13-3083068,63000,"Community Healthcare Network, Inc.",131624096,93000,2,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,36,organization,112423857,11-2423857,70000,"Haitian Americans United for Progress, Inc.",133584616,100000,0,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,100,organization,815080860,81-5080860,200000,"Crime Victims Treatment Center, Inc.",136171197,200000,0,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,110,organization,208645579,20-8645579,60000,"LifeWay Network, Inc.",136400434,200000,0,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,125,organization,133111859,13-3111859,29800,"Instituto Arte Teatral Internacional, Inc.",237212492,113200,2,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,139,organization,201407519,20-1407519,14600,"Rising Circle Theater Collective, Inc.",133929841,14600,0,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,166,organization,815080860,81-5080860,45000,"Crime Victims Treatment Center, Inc.",135675643,45000,2,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,190,organization,472852025,47-2852025,100000,"History UnErased, Inc.",521996380,100000,11,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,198,organization,112024569,11-2024569,450000,Council of School Supervisors and Administrators,136400434,20354500,2,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,240,organization,133954568,13-3954568,50000,"AID for AIDS International, Inc.",112837894,180000,2,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,255,organization,133632234,13-3632234,228630,"Community Research Initiative on AIDS, Inc.",113122295,144000,0,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,263,organization,450553664,45-0553664,10000,Healthix,133584089,495094,0,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,301,organization,133597820,13-3597820,10000,"Gay Men of African Descent, Inc.",112527706,10000,0,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,304,organization,112074467,11-2074467,10000,Mount Horeb Baptist Church,208427029,10000,0,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,310,organization,133848575,13-3848575,14000,"Vision Urbana, Inc.",263178076,20000,0,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,319,organization,237412423,23-7412423,61701,Lower East Side Family Union,131624096,123541,0,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,345,organization,133584089,13-3584089,13500,"Housing Works, Inc.",237348989,40410,2,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,347,organization,133678499,13-3678499,13500,New York Harm Reduction Educators,133845305,13500,2,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,370,organization,112435523,11-2435523,29729,"Brighton Neighborhood Association, Inc.",471006046,29730,2,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,376,organization,132564241,13-2564241,29729,"Community League of the Heights, Inc.",141719016,142000,4,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,396,organization,133385032,13-3385032,71000,"Mary Mitchell Family and Youth Center, Inc.",132622748,29730,14,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,409,organization,132806160,13-2806160,29730,"Northwest Bronx Community and Clergy Coalition, Inc.",112451752,61000,14,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,418,organization,131943516,13-1943516,29730,"Strycker's Bay Neighborhood Council, Inc.",132735378,29730,2,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,445,organization,133385032,13-3385032,125000,"Mary Mitchell Family and Youth Center, Inc.",112451752,102000,0,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,445,organization,132806160,13-2806160,125000,"Northwest Bronx Community and Clergy Coalition, Inc.",112451752,102000,0,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,451,organization,131923959,13-1923959,65000,Ackerman Institute for the Family,133749744,50000,6,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,458,organization,133273402,13-3273402,100000,"Institute for Family Health, The",237348989,30000,6,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,489,organization,133802711,13-3802711,10000,Immigration Equality,132600199,425000,14,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,559,organization,133183344,13-3183344,60548,"Sinergia, Inc.",136216919,85000,0,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,599,organization,112542430,11-2542430,132103,"PSCH, INC. (Kingsboro Psychiatric Center)",743177454,107103,10,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,628,organization,133584089,13-3584089,250000,"Housing Works, Inc.",133724008,250000,0,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,632,organization,800612019,80-0612019,18000,"East Flatbush Village, Inc.",132709368,16000,0,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,632,organization,453665976,45-3665976,18000,"Afro-Latin Jazz Alliance of New York, Inc.",132709368,16000,6,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,632,organization,113549224,11-3549224,18000,"Central Brooklyn Jazz Consortium, Inc.",132709368,16000,0,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,649,organization,455180976,45-5180976,25000,"Community Service Center of Greater Williamsburg, Inc.",112864728,143000,0,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,680,organization,133848575,13-3848575,100000,"Vision Urbana, Inc.",200351906,100000,0,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,699,organization,112903423,11-2903423,88500,"Caribbean American Chamber of Commerce and Industry, Inc.",133591350,73000,2,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,704,organization,203937275,20-3937275,125000,"Public Housing Communities, Inc.",133255591,125000,2,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,767,organization,042628399,04-2628399,309800,"ICA Group, Inc., The",112777066,444700,0,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,767,organization,465245034,46-5245034,252600,"NYC NOWC, Inc.",112777066,444700,0,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,832,organization,132997764,13-2997764,150000,"Development Outreach, Inc.",131623989,406000,0,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,833,organization,542068797,54-2068797,210000,Jewish Institute of Queens,135562301,263200,4,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,834,organization,131943516,13-1943516,134400,"Strycker's Bay Neighborhood Council, Inc.",112799128,84000,2,0
q1_organization,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,847,organization,132736022,13-2736022,370100,South Bronx Overall Economic Development Corporation,133203701,179500,0,0
spill_same_rows,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,27,purpose,112697931,11-2697931,20000,"Gentile NIA Community Services Network, Inc.",550882599,20000,96,0
spill_same_rows,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,38,purpose,133935309,13-3935309,20000,"Torres PowerMyLearning, Inc.",132954007,20000,56,0
spill_same_rows,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,267,program,112730462,11-2730462,83000,RAICES,131740122,82000,6,0
spill_same_rows,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,11,purpose,132745303,132745303,30000,"00 Funds will be used to support the ""Senior Stars"" Theater Program Page 1 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN Cohen Bedford Park Multi-Service Center for Senior Citizens, Inc.",651209580,8000,2,0
spill_same_rows,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,38,purpose,112480945,112480945,6000,"00 Funding to provide operating support for the Brooklyn Pride parade, festival, 5k run, cultural events, entertainment and/other cultural events. Miller Calvary Baptist Church",262214534,10000,0,0
spill_same_rows,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,38,purpose,112480945,112480945,6000,"Funding will provide computer equipment, supplies and other consumables for seniors and youth who utilize the program. Miller Calvary Baptist Church",262214534,10000,0,0
spill_same_rows,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,38,purpose,112480945,112480945,11000,"Funds will be used to take trips to the movies, theatres, tours, museums, places of interest and spend quality time with grandchildren. CD28 Calvary Baptist Church",262214534,10000,0,0
spill_same_rows,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,84,program,132755323,132755323,10000,Senior Social Services,112864728,2000,1,0
spill_same_rows,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,84,program,132755323,132755323,20000,"Funds will support direct services for seniors to access federal, state and local public entitlement programs. Torres Council of Belmont Organizatons, Inc. - Social Services for Community",112864728,2000,0,0
spill_same_rows,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,89,program,112322490,112322490,5000,Shalom Senior Center,112297647,76875,0,0
spill_same_rows,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,173,program,510204121,510204121,10000,NORC,131624148,5000,2,0
spill_same_rows,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,173,program,510204121,510204121,5000,"Funding will support the senior citizens' homeowners' fair and staff salaries. Lancman Jamaica Service Program for Older Adults, Inc. (JSPOA) - Shelton House Senior Center",131624148,5000,0,0
spill_same_rows,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,173,program,510204121,510204121,15000,"Funding will support operational costs associated with transportation and activities for the senior center at Shelton Houses. Miller Jamaica Service Program for Older Adults, Inc. (JSPOA) - Theodora Jackson Adult Center",131624148,5000,0,0
spill_same_rows,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,173,program,510204121,510204121,5000,"The funds will support general center operating expenses, the purchase of a freezer, a refrigerator, a new pool table and the salary of a part time afternoon driver that will allow members to stay at the center longer. Miller Jamaica Service Program for Older Adults, Inc. (JSPOA) - Transportation Program",131624148,5000,0,0
spill_same_rows,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,300,program,112744700,112744700,5000,Monthly Programs at Borough Hall,237172152,5000,10,0
spill_same_rows,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,304,purpose,111752021,111752021,25000,00 Funding to support general operation expenses of programming/services at Middle Village Adult Center. Crowley Rabbi Israel Meyer HaKohen Rabbinical Seminary of America - Senior Programming,111752021,3000,3,0
spill_same_rows,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,344,program,112347331,112347331,7500,Senior League of Flatbush,132947616,5000,0,0
spill_same_rows,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,375,purpose,111714878,111714878,5000,"00 Funding to support expenses related to community programming and events including materials, supplies and outreach. Lancman St. Nicholas of Tolentine",111646313,5000,0,0
spill_same_rows,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,632,program,112547268,11-2547268,18000,"17K352 $18,000 BRIC Arts | Media | Bklyn, Inc.",132709368,16000,12,0
spill_same_rows,FY2019,data/fy19/schedule_c/fy19_schedule_c_awards.csv,632,program,112547268,11-2547268,18000,"BRIC Arts | Media | Bklyn, Inc.",132709368,16000,12,0
